,fecha_scrapeo,Name_company,Num_flight,Name_Destiny,Time_flight,flight_state,flight_capacity,Aircraft,Gate,Type_f,week_day,day_time,festivo,Visper_fest,Airline_Type,OCC
2350,2025-12-05,Grupo easy,EC7155,milan,19:10:00,Retrasado,156,Airbus A319,R,EU,Viernes,Tarde,0,1,Low_Cost,0.97
2355,2025-12-05,Volotea,V72165,nantes/atlantique,19:30:00,En hora,156,Airbus A319,S,EU,Viernes,Tarde,0,1,Low_Cost,0.95
2356,2025-12-05,Eurowings,EW9443,dusseldorf,19:35:00,Retrasado,232,Airbus A321neo,S,EU,Viernes,Tarde,0,1,Low_Cost,0.95
2359,2025-12-05,Grupo easy,U28058,london,19:40:00,Retrasado,180,Airbus A320,M,INT,Viernes,Tarde,0,1,Low_Cost,0.97
2361,2025-12-05,Eurowings,EW2521,stuttgart,19:55:00,Retrasado,232,Airbus A321neo,S,EU,Viernes,Tarde,0,1,Low_Cost,0.95
2362,2025-12-05,Volotea,V71415,verona,19:55:00,En hora,180,Airbus A320,U,EU,Viernes,Tarde,0,1,Low_Cost,0.95
2363,2025-12-05,Grupo wizz,W64666,larnaca,19:55:00,En hora,230,Airbus A321,W,INT,Viernes,Tarde,0,1,Low_Cost,0.95
2368,2025-12-05,Grupo wizz,W62096,krakow,20:10:00,Retrasado,239,Airbus A321neo,S,EU,Viernes,Noche,0,1,Low_Cost,0.97
2369,2025-12-05,Grupo easy,EC1956,milan,20:15:00,En hora,180,Airbus A320,R,EU,Viernes,Noche,0,1,Low_Cost,0.97
2370,2025-12-05,Grupo wizz,W42940,vienna,20:20:00,En hora,239,Airbus A321neo,U,EU,Viernes,Noche,0,1,Low_Cost,0.97
2371,2025-12-05,T'Way Air,TW408,seoul/incheon,20:30:00,En hora,246,Airbus A330-200,W,INT,Viernes,Noche,0,1,Low_Cost,0.95
2372,2025-12-05,Volotea,V72135,bordeaux,20:30:00,En hora,180,Airbus A320,U,EU,Viernes,Noche,0,1,Low_Cost,0.95
2375,2025-12-05,Air Serbia,JU585,belgrade,20:35:00,En hora,144,Airbus A319,Y,INT,Viernes,Noche,0,1,Legacy,0.86
2377,2025-12-05,Luxair,LG3592,luxembourg,20:40:00,En hora,141,Boeing 737-700,R,EU,Viernes,Noche,0,1,Legacy,0.86
2378,2025-12-05,Grupo wizz,W62378,budapest,20:45:00,Retrasado,239,Airbus A321neo,S,EU,Viernes,Noche,0,1,Low_Cost,0.97
2380,2025-12-05,Transavia,TO4759,paris,20:50:00,Retrasado,186,Airbus A320neo,S,EU,Viernes,Noche,0,1,Low_Cost,0.97
2381,2025-12-05,Grupo easy,U22326,london,20:55:00,En hora,180,Airbus A320,M,INT,Viernes,Noche,0,1,Low_Cost,0.97
2383,2025-12-05,Aer Lingus,EI565,dublin,21:05:00,En hora,174,Airbus A320,W,INT,Viernes,Noche,0,1,Low_Cost,0.96
2384,2025-12-05,Grupo easy,U23374,liverpool,21:05:00,En hora,156,Airbus A319,M,INT,Viernes,Noche,0,1,Low_Cost,0.92
2386,2025-12-05,Grupo easy,EC1380,geneva,21:15:00,Retrasado,180,Airbus A320,R,EU,Viernes,Noche,0,1,Low_Cost,0.95
2387,2025-12-05,Grupo wizz,W43178,bucharest,21:20:00,En hora,230,Airbus A321,S,EU,Viernes,Noche,0,1,Low_Cost,0.95
2388,2025-12-05,Grupo wizz,W43406,cluj-napoca,21:25:00,En hora,180,Airbus A320,S,EU,Viernes,Noche,0,1,Low_Cost,0.95
2391,2025-12-05,Grupo wizz,W46020,rome,21:35:00,Retrasado,239,Airbus A321neo,S,EU,Viernes,Noche,0,1,Low_Cost,0.96
2394,2025-12-05,Grupo easy,EC7682,lisbon,21:45:00,En hora,230,Airbus A321,R,EU,Viernes,Noche,0,1,Low_Cost,0.97
2399,2025-12-05,Grupo wizz,W64116,belgrade,21:55:00,Retrasado,239,Airbus A321neo,Y,INT,Viernes,Noche,0,1,Low_Cost,0.95
2400,2025-12-05,Grupo wizz,W46728,venice,22:00:00,En hora,239,Airbus A321neo,U,EU,Viernes,Noche,0,1,Low_Cost,0.96
2401,2025-12-05,Grupo easy,U28060,london,22:15:00,Retrasado,180,Airbus A320,M,INT,Viernes,Noche,0,1,Low_Cost,0.96
2403,2025-12-05,Grupo wizz,W45154,tirana,22:45:00,En hora,239,Airbus A321neo,Y,INT,Viernes,Noche,0,1,Low_Cost,0.95
2404,2025-12-05,Grupo wizz,W61706,gdansk,22:50:00,Retrasado,239,Airbus A321neo,U,EU,Viernes,Noche,0,1,Low_Cost,0.96
2407,2025-12-06,Grupo easy,EC7105,geneva,06:10:00,En hora,156,Airbus A319,R,EU,Sábado,Mañana,1,0,Low_Cost,0.95
2413,2025-12-06,Grupo easy,EC7151,milan,07:30:00,En hora,156,Airbus A319,R,EU,Sábado,Mañana,1,0,Low_Cost,0.97
2416,2025-12-06,Air Arabia Maroc,3O376,al aaroui,08:35:00,En hora,174,Airbus A320,W,INT,Sábado,Mañana,1,0,Low_Cost,0.92
2420,2025-12-06,Grupo wizz,W43938,chisinau,09:00:00,En hora,180,Airbus A320,W,INT,Sábado,Mañana,1,0,Low_Cost,0.95
2421,2025-12-06,Grupo wizz,W62048,krakow,09:05:00,Retrasado,239,Airbus A321neo,S,EU,Sábado,Mañana,1,0,Low_Cost,0.97
2426,2025-12-06,Grupo wizz,W61914,vilnius,09:20:00,En hora,239,Airbus A321neo,S,EU,Sábado,Mañana,1,0,Low_Cost,0.97
2428,2025-12-06,Grupo wizz,W43176,bucharest,09:25:00,En hora,239,Airbus A321neo,S,EU,Sábado,Mañana,1,0,Low_Cost,0.95
2429,2025-12-06,Grupo wizz,W62376,budapest,09:25:00,En hora,239,Airbus A321neo,S,EU,Sábado,Mañana,1,0,Low_Cost,0.97
2431,2025-12-06,Grupo wizz,W42938,vienna,09:35:00,Retrasado,230,Airbus A321,U,EU,Sábado,Mañana,1,0,Low_Cost,0.97
2432,2025-12-06,Air Serbia,JU581,belgrade,09:55:00,En hora,144,Airbus A319,W,INT,Sábado,Mañana,1,0,Legacy,0.86
2435,2025-12-06,Grupo wizz,W46018,rome,10:00:00,En hora,239,Airbus A321neo,U,EU,Sábado,Mañana,1,0,Low_Cost,0.96
2436,2025-12-06,Transavia,HV5132,amsterdam,10:05:00,En hora,232,Airbus A321neo,R,EU,Sábado,Mañana,1,0,Low_Cost,0.95
2437,2025-12-06,Grupo wizz,W61812,wrocław,10:10:00,En hora,239,Airbus A321neo,S,EU,Sábado,Mañana,1,0,Low_Cost,0.95
2438,2025-12-06,Grupo wizz,W61476,warsaw,10:15:00,En hora,239,Airbus A321neo,U,EU,Sábado,Mañana,1,0,Low_Cost,0.97
2439,2025-12-06,Grupo easy,EC7656,lisbon,10:20:00,En hora,230,Airbus A321,R,EU,Sábado,Mañana,1,0,Low_Cost,0.97
2441,2025-12-06,Grupo easy,U22326,london,10:20:00,En hora,186,Airbus A320neo,M,INT,Sábado,Mañana,1,0,Low_Cost,0.97
2445,2025-12-06,Grupo easy,U28056,london,10:35:00,En hora,180,Airbus A320,M,INT,Sábado,Mañana,1,0,Low_Cost,0.97
2446,2025-12-06,Azerbaijan Airlines,J246,baku,10:45:00,En hora,186,Airbus A320neo,W,INT,Sábado,Mañana,1,0,Low_Cost,0.95
2447,2025-12-06,SkyUp MT,U5406,chisinau,10:50:00,Retrasado,149,Boeing 737-700,Y,INT,Sábado,Mañana,1,0,Low_Cost,0.95
2448,2025-12-06,Grupo easy,U22704,bristol,10:55:00,En hora,186,Airbus A320neo,M,INT,Sábado,Mañana,1,0,Low_Cost,0.94
2451,2025-12-06,Grupo easy,EC7193,leeds bradford,11:30:00,En hora,156,Airbus A319,M,INT,Sábado,Mañana,1,0,Low_Cost,0.95
2452,2025-12-06,Aer Lingus,EI563,dublin,11:30:00,En hora,174,Airbus A320,W,INT,Sábado,Mañana,1,0,Low_Cost,0.96
2456,2025-12-06,Grupo easy,EC8064,london,12:10:00,En hora,156,Airbus A319,M,INT,Sábado,Tarde,1,0,Low_Cost,0.97
2460,2025-12-06,Norwegian Air Sweden AOC,D85544,rovaniemi,12:45:00,En hora,189,Boeing 737-800,U,EU,Sábado,Tarde,1,0,Low_Cost,0.95
2461,2025-12-06,Pegasus Airlines,PC1092,istanbul,12:45:00,En hora,239,Airbus A321neo,W,INT,Sábado,Tarde,1,0,Low_Cost,0.95
2462,2025-12-06,Grupo wizz,W67022,bratislava,12:55:00,En hora,239,Airbus A321neo,U,EU,Sábado,Tarde,1,0,Low_Cost,0.95
2464,2025-12-06,Boliviana de Aviacion,OB775,santa cruz,13:10:00,Retrasado,246,Airbus A330-200,Y,INT,Sábado,Tarde,1,0,Legacy,0.86
2465,2025-12-06,Grupo wizz,W46330,milan,13:10:00,En hora,239,Airbus A321neo,S,EU,Sábado,Tarde,1,0,Low_Cost,0.97
2466,2025-12-06,Grupo easy,EC7101,"basel, switzerland/mulhouse",13:20:00,En hora,156,Airbus A319,R,EU,Sábado,Tarde,1,0,Low_Cost,0.95
2470,2025-12-06,Air Arabia Maroc,3O378,tanger,13:35:00,En hora,174,Airbus A320,Y,INT,Sábado,Tarde,1,0,Low_Cost,0.95
2471,2025-12-06,Grupo easy,EC7153,milan,13:35:00,En hora,156,Airbus A319,R,EU,Sábado,Tarde,1,0,Low_Cost,0.97
2474,2025-12-06,Air Baltic,BT684,riga,14:05:00,En hora,148,Airbus A220-300,S,EU,Sábado,Tarde,1,0,Low_Cost,0.97
2476,2025-12-06,Kuwait Airways,KU136,kuwait city,14:25:00,En hora,235,Airbus A330-800,W,INT,Sábado,Tarde,1,0,Legacy,0.86
2480,2025-12-06,Turkish Airlines,TK608,ankara,14:50:00,En hora,151,Boeing 737 MAX 8,W,INT,Sábado,Tarde,1,0,Legacy,0.86
2487,2025-12-06,Grupo wizz,W46728,venice,16:45:00,En hora,230,Airbus A321,S,EU,Sábado,Tarde,1,0,Low_Cost,0.97
2493,2025-12-06,Grupo wizz,W43180,bucharest,17:40:00,En hora,230,Airbus A321,S,EU,Sábado,Tarde,1,0,Low_Cost,0.95
2496,2025-12-06,Grupo easy,EC8066,london,17:55:00,En hora,156,Airbus A319,M,INT,Sábado,Tarde,1,0,Low_Cost,0.97
2498,2025-12-06,Bluebird Airways,BZ251,tel aviv,18:00:00,Retrasado,189,Boeing 737-800,Y,INT,Sábado,Tarde,1,0,Low_Cost,0.95
2499,2025-12-06,Grupo easy,EC7103,"basel, switzerland/mulhouse",18:00:00,En hora,156,Airbus A319,R,EU,Sábado,Tarde,1,0,Low_Cost,0.95
2501,2025-12-06,Transavia,HV5134,amsterdam,18:15:00,En hora,189,Boeing 737-800,U,EU,Sábado,Tarde,1,0,Low_Cost,0.95
2504,2025-12-06,Grupo wizz,W61176,katowice,18:55:00,En hora,239,Airbus A321neo,U,EU,Sábado,Tarde,1,0,Low_Cost,0.95
2505,2025-12-06,Grupo wizz,W61478,warsaw,19:00:00,En hora,239,Airbus A321neo,S,EU,Sábado,Tarde,1,0,Low_Cost,0.97
2508,2025-12-06,Volotea,V72327,strasbourg,19:20:00,Retrasado,180,Airbus A320,R,EU,Sábado,Tarde,1,0,Low_Cost,0.95
2509,2025-12-06,Transavia,TO4757,paris,19:25:00,Retrasado,186,Airbus A320neo,R,EU,Sábado,Tarde,1,0,Low_Cost,0.97
2511,2025-12-06,Grupo wizz,W64406,sofia,19:35:00,En hora,239,Airbus A321neo,U,EU,Sábado,Tarde,1,0,Low_Cost,0.97
2512,2025-12-06,Air Baltic,BT878,tallinn,19:40:00,En hora,148,Airbus A220-300,S,EU,Sábado,Tarde,1,0,Low_Cost,0.97
2514,2025-12-06,Volotea,V71415,verona,19:55:00,En hora,180,Airbus A320,U,EU,Sábado,Tarde,1,0,Low_Cost,0.95
2516,2025-12-06,Grupo easy,EC1380,geneva,20:10:00,En hora,180,Airbus A320,R,EU,Sábado,Noche,1,0,Low_Cost,0.95
2519,2025-12-06,T'Way Air,TW408,seoul/incheon,20:30:00,En hora,294,BOEING 777-300ER,W,INT,Sábado,Noche,1,0,Low_Cost,0.95
2522,2025-12-06,Transavia,TO4759,paris,20:45:00,Retrasado,186,Airbus A320neo,S,EU,Sábado,Noche,1,0,Low_Cost,0.97
2523,2025-12-06,Grupo wizz,W62378,budapest,20:45:00,En hora,239,Airbus A321neo,S,EU,Sábado,Noche,1,0,Low_Cost,0.97
2526,2025-12-06,Grupo wizz,W43178,bucharest,21:20:00,Retrasado,230,Airbus A321,S,EU,Sábado,Noche,1,0,Low_Cost,0.95
2527,2025-12-06,Grupo wizz,W43406,cluj-napoca,21:25:00,En hora,180,Airbus A320,S,EU,Sábado,Noche,1,0,Low_Cost,0.95
2530,2025-12-06,Grupo wizz,W46020,rome,21:35:00,Retrasado,239,Airbus A321neo,S,EU,Sábado,Noche,1,0,Low_Cost,0.96
2533,2025-12-06,Grupo wizz,W64116,belgrade,22:10:00,En hora,230,Airbus A321,W,INT,Sábado,Noche,1,0,Low_Cost,0.95
2534,2025-12-06,Air Arabia Maroc,3O642,tanger,22:15:00,En hora,174,Airbus A320,Y,INT,Sábado,Noche,1,0,Low_Cost,0.95
2542,2025-12-07,Grupo easy,EC7101,"basel, switzerland/mulhouse",06:50:00,En hora,156,Airbus A319,R,EU,Domingo,Mañana,0,1,Low_Cost,0.95
2543,2025-12-07,Grupo easy,EC7191,glasgow,07:20:00,En hora,156,Airbus A319,M,INT,Domingo,Mañana,0,1,Low_Cost,0.95
2544,2025-12-07,Grupo easy,EC8064,london,07:20:00,En hora,156,Airbus A319,M,INT,Domingo,Mañana,0,1,Low_Cost,0.97
2548,2025-12-07,Norwegian Air Sweden AOC,D85510,copenhagen,07:55:00,En hora,189,Boeing 737-800,R,EU,Domingo,Mañana,0,1,Low_Cost,0.97
2549,2025-12-07,Grupo easy,EC7131,nice/cote d'azur,08:00:00,En hora,156,Airbus A319,R,EU,Domingo,Mañana,0,1,Low_Cost,0.95
2550,2025-12-07,Grupo easy,EC3754,milan,08:25:00,En hora,180,Airbus A320,R,EU,Domingo,Mañana,0,1,Low_Cost,0.97
2552,2025-12-07,Grupo easy,EC1376,geneva,08:35:00,En hora,156,Airbus A319,R,EU,Domingo,Mañana,0,1,Low_Cost,0.95
2553,2025-12-07,Volotea,V73735,murcia,08:40:00,En hora,180,Airbus A320,R,NAC,Domingo,Mañana,0,1,Low_Cost,0.95
2556,2025-12-07,Grupo wizz,W62048,krakow,09:05:00,En hora,239,Airbus A321neo,U,EU,Domingo,Mañana,0,1,Low_Cost,0.97
2558,2025-12-07,Eurowings,EW7521,hamburg,09:25:00,En hora,150,Airbus A319,U,EU,Domingo,Mañana,0,1,Low_Cost,0.95
2559,2025-12-07,Grupo wizz,W43176,bucharest,09:25:00,En hora,230,Airbus A321,U,EU,Domingo,Mañana,0,1,Low_Cost,0.95
2560,2025-12-07,Grupo wizz,W45088,tirana,09:25:00,En hora,239,Airbus A321neo,W,INT,Domingo,Mañana,0,1,Low_Cost,0.95
2561,2025-12-07,Grupo wizz,W62376,budapest,09:25:00,En hora,239,Airbus A321neo,S,EU,Domingo,Mañana,0,1,Low_Cost,0.97
2563,2025-12-07,Grupo wizz,W42938,vienna,09:35:00,En hora,239,Airbus A321neo,U,EU,Domingo,Mañana,0,1,Low_Cost,0.97
2564,2025-12-07,Grupo easy,EC7656,lisbon,09:45:00,En hora,230,Airbus A321,R,EU,Domingo,Mañana,0,1,Low_Cost,0.97
2572,2025-12-07,Grupo wizz,W46018,rome,10:00:00,En hora,239,Airbus A321neo,R,EU,Domingo,Mañana,0,1,Low_Cost,0.96
2575,2025-12-07,Grupo wizz,W61812,wrocław,10:10:00,En hora,239,Airbus A321neo,S,EU,Domingo,Mañana,0,1,Low_Cost,0.95
2576,2025-12-07,Grupo wizz,W61476,warsaw,10:15:00,Retrasado,239,Airbus A321neo,U,EU,Domingo,Mañana,0,1,Low_Cost,0.97
2578,2025-12-07,Grupo easy,U22324,london,10:25:00,En hora,156,Airbus A319,M,INT,Domingo,Mañana,0,1,Low_Cost,0.97
2583,2025-12-07,Azerbaijan Airlines,J246,baku,10:45:00,Retrasado,122,Airbus A319,Y,INT,Domingo,Mañana,0,1,Low_Cost,0.95
2585,2025-12-07,Grupo easy,U22002,manchester,11:10:00,En hora,180,Airbus A320,M,INT,Domingo,Mañana,0,1,Low_Cost,0.97
2586,2025-12-07,Norwegian Air Shuttle,DY1741,oslo,11:15:00,Retrasado,189,Boeing 737 MAX 8,U,EU,Domingo,Mañana,0,1,Low_Cost,0.95
2587,2025-12-07,Aer Lingus,EI563,dublin,11:30:00,En hora,186,Airbus A320neo,Y,INT,Domingo,Mañana,0,1,Low_Cost,0.96
2588,2025-12-07,Grupo easy,EC7139,rennes/saint-jacques,11:45:00,En hora,156,Airbus A319,R,EU,Domingo,Mañana,0,1,Low_Cost,0.95
2589,2025-12-07,Icelandair,FI597,keflavik,11:50:00,Retrasado,160,Boeing 737 MAX 8,U,EU,Domingo,Mañana,0,1,Legacy,0.86
2591,2025-12-07,Volotea,V72327,strasbourg,11:55:00,En hora,156,Airbus A319,S,EU,Domingo,Mañana,0,1,Low_Cost,0.95
2597,2025-12-07,Volotea,V72167,lille/lesquin,12:35:00,En hora,180,Airbus A320,R,EU,Domingo,Tarde,0,1,Low_Cost,0.95
2599,2025-12-07,Pegasus Airlines,PC1092,istanbul,12:45:00,En hora,239,Airbus A321neo,W,INT,Domingo,Tarde,0,1,Low_Cost,0.95
2602,2025-12-07,Volotea,V71445,olbia,13:05:00,En hora,180,Airbus A320,R,EU,Domingo,Tarde,0,1,Low_Cost,0.95
2603,2025-12-07,Grupo wizz,W46330,milan,13:10:00,Retrasado,239,Airbus A321neo,S,EU,Domingo,Tarde,0,1,Low_Cost,0.97
2605,2025-12-07,Grupo easy,U28056,london,13:25:00,En hora,156,Airbus A319,M,INT,Domingo,Tarde,0,1,Low_Cost,0.97
2606,2025-12-07,Pegasus Airlines,PC1528,izmir,13:30:00,En hora,180,Airbus A320,W,INT,Domingo,Tarde,0,1,Low_Cost,0.95
2607,2025-12-07,Grupo easy,EC1380,geneva,13:40:00,Retrasado,180,Airbus A320,R,EU,Domingo,Tarde,0,1,Low_Cost,0.95
2610,2025-12-07,Air Baltic,BT684,riga,14:05:00,En hora,148,Airbus A220-300,S,EU,Domingo,Tarde,0,1,Low_Cost,0.97
2611,2025-12-07,Grupo easy,EC7153,milan,14:05:00,En hora,156,Airbus A319,R,EU,Domingo,Tarde,0,1,Low_Cost,0.97
2615,2025-12-07,SunExpress,XQ895,izmir,14:15:00,En hora,189,Boeing 737-800,W,INT,Domingo,Tarde,0,1,Low_Cost,0.95
2616,2025-12-07,Transavia,HV5132,amsterdam,14:20:00,En hora,189,Boeing 737-800,S,EU,Domingo,Tarde,0,1,Low_Cost,0.95
2617,2025-12-07,Grupo easy,EC7107,geneva,14:25:00,En hora,156,Airbus A319,R,EU,Domingo,Tarde,0,1,Low_Cost,0.95
2619,2025-12-07,Norwegian Air Sweden AOC,D85502,stockholm,14:40:00,En hora,189,Boeing 737-800,U,EU,Domingo,Tarde,0,1,Low_Cost,0.97
2620,2025-12-07,Bluebird Airways,BZ251,tel aviv,14:45:00,En hora,189,Boeing 737-800,Y,INT,Domingo,Tarde,0,1,Low_Cost,0.95
2621,2025-12-07,SmartWings,QS1059,prague,14:55:00,En hora,149,Airbus A220-300,U,EU,Domingo,Tarde,0,1,Low_Cost,0.97
2625,2025-12-07,Transavia,TO4755,paris,15:15:00,En hora,186,Airbus A320neo,U,EU,Domingo,Tarde,0,1,Low_Cost,0.97
2626,2025-12-07,Grupo easy,EC7694,lisbon,15:20:00,En hora,180,Airbus A320,R,EU,Domingo,Tarde,0,1,Low_Cost,0.97
2627,2025-12-07,Grupo wizz,W61412,warsaw,15:25:00,En hora,239,Airbus A321neo,U,EU,Domingo,Tarde,0,1,Low_Cost,0.97
2629,2025-12-07,Air Arabia Maroc,3O378,tanger,15:35:00,En hora,174,Airbus A320,Y,INT,Domingo,Tarde,0,1,Low_Cost,0.95
2632,2025-12-07,Grupo easy,EC7173,berlin,16:30:00,En hora,156,Airbus A319,R,EU,Domingo,Tarde,0,1,Low_Cost,0.97
2635,2025-12-07,Air Arabia Maroc,3O374,casablanca,17:00:00,En hora,174,Airbus A320,Y,INT,Domingo,Tarde,0,1,Low_Cost,0.95
2640,2025-12-07,Volotea,V73573,asturias,17:40:00,En hora,156,Airbus A319,S,NAC,Domingo,Tarde,0,1,Low_Cost,0.95
2645,2025-12-07,Grupo easy,EC7109,geneva,18:15:00,En hora,156,Airbus A319,R,EU,Domingo,Tarde,0,1,Low_Cost,0.95
2646,2025-12-07,Volotea,V73700,vitoria,18:20:00,En hora,180,Airbus A320,S,NAC,Domingo,Tarde,0,1,Low_Cost,0.95
2648,2025-12-07,Grupo wizz,W43686,iasi,18:30:00,En hora,180,Airbus A320,U,EU,Domingo,Tarde,0,1,Low_Cost,0.95
2649,2025-12-07,Jet2,LS804,manchester,18:35:00,En hora,189,Boeing 737-800,W,INT,Domingo,Tarde,0,1,Low_Cost,0.97
2650,2025-12-07,Grupo easy,EC7103,"basel, switzerland/mulhouse",18:45:00,En hora,156,Airbus A319,R,EU,Domingo,Tarde,0,1,Low_Cost,0.95
2652,2025-12-07,Transavia,HV6066,rotterdam,18:50:00,En hora,189,Boeing 737-800,U,EU,Domingo,Tarde,0,1,Low_Cost,0.95
2653,2025-12-07,Grupo easy,U25716,southend,18:55:00,Retrasado,186,Airbus A320neo,M,INT,Domingo,Tarde,0,1,Low_Cost,0.95
2654,2025-12-07,Grupo wizz,W61176,katowice,18:55:00,En hora,180,Airbus A320,R,EU,Domingo,Tarde,0,1,Low_Cost,0.95
2655,2025-12-07,Grupo wizz,W61478,warsaw,19:00:00,En hora,239,Airbus A321neo,U,EU,Domingo,Tarde,0,1,Low_Cost,0.97
2656,2025-12-07,Grupo easy,EC7159,milan,19:05:00,En hora,156,Airbus A319,R,EU,Domingo,Tarde,0,1,Low_Cost,0.97
2657,2025-12-07,Grupo wizz,W43180,bucharest,19:05:00,Retrasado,230,Airbus A321,R,EU,Domingo,Tarde,0,1,Low_Cost,0.95
2660,2025-12-07,Volotea,V72165,nantes/atlantique,19:30:00,En hora,156,Airbus A319,S,EU,Domingo,Tarde,0,1,Low_Cost,0.95
2661,2025-12-07,Grupo wizz,W64406,sofia,19:35:00,En hora,239,Airbus A321neo,S,EU,Domingo,Tarde,0,1,Low_Cost,0.97
2663,2025-12-07,Grupo easy,EC3750,milan,19:45:00,En hora,180,Airbus A320,R,EU,Domingo,Tarde,0,1,Low_Cost,0.97
2666,2025-12-07,Grupo easy,U28058,london,19:45:00,En hora,180,Airbus A320,M,INT,Domingo,Tarde,0,1,Low_Cost,0.97
2667,2025-12-07,Grupo wizz,W64666,larnaca,19:55:00,En hora,230,Airbus A321,W,INT,Domingo,Tarde,0,1,Low_Cost,0.95
2669,2025-12-07,Grupo wizz,W62096,krakow,20:10:00,Retrasado,239,Airbus A321neo,U,EU,Domingo,Noche,0,1,Low_Cost,0.97
2670,2025-12-07,Grupo easy,EC4212,napoli,20:20:00,En hora,180,Airbus A320,R,EU,Domingo,Noche,0,1,Low_Cost,0.97
2671,2025-12-07,Transavia,HV6788,eindhoven,20:20:00,En hora,189,Boeing 737-800,U,EU,Domingo,Noche,0,1,Low_Cost,0.95
2672,2025-12-07,Grupo wizz,W67022,bratislava,20:20:00,En hora,239,Airbus A321neo,S,EU,Domingo,Noche,0,1,Low_Cost,0.95
2674,2025-12-07,Eurowings,EW521,cologne-bonn,20:35:00,En hora,180,Airbus A320,R,EU,Domingo,Noche,0,1,Low_Cost,0.97
2675,2025-12-07,Air Serbia,JU585,belgrade,20:35:00,En hora,174,Airbus A320,Y,INT,Domingo,Noche,0,1,Legacy,0.86
2676,2025-12-07,Norwegian Air Sweden AOC,D83659,copenhagen,20:40:00,En hora,189,Boeing 737 MAX 8,R,EU,Domingo,Noche,0,1,Low_Cost,0.97
2677,2025-12-07,Eurowings,EW2521,stuttgart,20:40:00,En hora,232,Airbus A321neo,R,EU,Domingo,Noche,0,1,Low_Cost,0.95
2679,2025-12-07,Luxair,LG3596,luxembourg,20:40:00,Retrasado,141,Boeing 737-700,U,EU,Domingo,Noche,0,1,Legacy,0.86
2680,2025-12-07,Transavia,TO4759,paris,20:45:00,Retrasado,189,Boeing 737-800,S,EU,Domingo,Noche,0,1,Low_Cost,0.97
2681,2025-12-07,Grupo wizz,W62378,budapest,20:45:00,Retrasado,239,Airbus A321neo,U,EU,Domingo,Noche,0,1,Low_Cost,0.97
2684,2025-12-07,Grupo easy,U22326,london,20:55:00,En hora,186,Airbus A320neo,M,INT,Domingo,Noche,0,1,Low_Cost,0.97
2685,2025-12-07,Grupo wizz,W64738,skopje,20:55:00,En hora,239,Airbus A321neo,W,INT,Domingo,Noche,0,1,Low_Cost,0.95
2687,2025-12-07,Aer Lingus,EI565,dublin,21:05:00,En hora,174,Airbus A320,Y,INT,Domingo,Noche,0,1,Low_Cost,0.96
2689,2025-12-07,Transavia,HV5134,amsterdam,21:15:00,En hora,189,Boeing 737-800,S,EU,Domingo,Noche,0,1,Low_Cost,0.95
2691,2025-12-07,Grupo wizz,W43178,bucharest,21:20:00,En hora,230,Airbus A321,S,EU,Domingo,Noche,0,1,Low_Cost,0.95
2692,2025-12-07,Grupo wizz,W43406,cluj-napoca,21:25:00,En hora,180,Airbus A320,R,EU,Domingo,Noche,0,1,Low_Cost,0.95
2693,2025-12-07,Grupo easy,U28060,london,21:30:00,En hora,156,Airbus A319,M,INT,Domingo,Noche,0,1,Low_Cost,0.97
2694,2025-12-07,Grupo wizz,W46020,rome,21:35:00,En hora,239,Airbus A321neo,S,EU,Domingo,Noche,0,1,Low_Cost,0.96
2696,2025-12-07,Grupo wizz,W46728,venice,21:45:00,En hora,230,Airbus A321,S,EU,Domingo,Noche,0,1,Low_Cost,0.97
2697,2025-12-07,Grupo easy,U22706,bristol,21:50:00,En hora,180,Airbus A320,M,INT,Domingo,Noche,0,1,Low_Cost,0.93
2698,2025-12-07,Volotea,V71415,verona,21:55:00,En hora,180,Airbus A320,R,EU,Domingo,Noche,0,1,Low_Cost,0.95
2699,2025-12-07,Grupo wizz,W64116,belgrade,21:55:00,En hora,239,Airbus A321neo,W,INT,Domingo,Noche,0,1,Low_Cost,0.95
2700,2025-12-07,Grupo wizz,W45154,tirana,22:45:00,En hora,230,Airbus A321,W,INT,Domingo,Noche,0,1,Low_Cost,0.95
2702,2025-12-07,Grupo wizz,W61706,gdansk,22:50:00,En hora,239,Airbus A321neo,S,EU,Domingo,Noche,0,1,Low_Cost,0.96
