,Unnamed: 0,fecha_scrapeo,Name_company,Num_flight,Name_Destiny,Time_flight,flight_state,flight_capacity,Aircraft,Gate
433,113.0,20/11/2025 14-38-34,Ryanair,FR3143,Milan (BGY),20:25,Programado,189.0,Boeing 737-800,U
434,114.0,20/11/2025 14-38-34,Transavia,HV6064,Rotterdam (RTM),20:30,Programado,189.0,Boeing 737-800,U
435,115.0,20/11/2025 14-38-34,Ryanair,FR4587,Porto (OPO),20:45,Programado,189.0,Boeing 737-800,S
436,116.0,20/11/2025 14-38-34,Wizz Air,W62378,Budapest (BUD),20:45,Programado,239.0,Airbus A321neo,U
437,117.0,20/11/2025 14-38-34,Transavia,TO4759,Paris (ORY),20:50,Programado,186.0,Airbus A320neo,U
438,118.0,20/11/2025 14-38-34,Easyjet,U22324,London (LTN),20:55,Programado,186.0,Airbus A320neo,M
439,119.0,20/11/2025 14-38-34,Wizz Air,W64738,Skopje (SKP),20:55,Programado,239.0,Airbus A321neo,W
440,120.0,20/11/2025 14-38-34,BUZZ,RR333,Gdansk (GDN),21:00,Programado,189.0,Boeing 737-800,S
441,121.0,20/11/2025 14-38-34,Aer Lingus,EI565,Dublin (DUB),21:05,Programado,180.0,Airbus A320,W
442,122.0,20/11/2025 14-38-34,easyJet Europe,EC1380,Geneva (GVA),21:15,Programado,180.0,Airbus A320,R
443,123.0,20/11/2025 14-38-34,Ryanair,FR1527,Valletta (MLA),21:20,Programado,189.0,Boeing 737-800,U
444,124.0,20/11/2025 14-38-34,Wizz Air Malta,W43178,Bucharest (BBU),21:20,Programado,230.0,Airbus A321,U
445,125.0,20/11/2025 14-38-34,Wizz Air Malta,W43406,Cluj-Napoca (CLJ),21:25,Programado,186.0,Airbus A320neo,S
446,126.0,20/11/2025 14-38-34,BUZZ,RR3035,Krakow (KRK),21:30,Programado,197.0,Boeing 737 MAX 8,R
447,127.0,20/11/2025 14-38-34,BUZZ,RR4084,Warsaw (WMI),21:30,Programado,189.0,Boeing 737-800,S
448,128.0,20/11/2025 14-38-34,Wizz Air Malta,W46020,Rome (FCO),21:35,Programado,230.0,Airbus A321,U
449,129.0,20/11/2025 14-38-34,Wizz Air,W64116,Belgrade (BEG),22:10,Programado,230.0,Airbus A321,W
450,130.0,20/11/2025 14-38-34,Wizz Air Malta,W45154,Tirana (TIA),22:45,Programado,239.0,Airbus A321neo,
451,571.0,21/11/2025 14-58-40,easyJet Europe,EC7105,Geneva (GVA),06:10,Ha salido,156.0,Airbus A319,R
452,572.0,21/11/2025 14-58-40,Ryanair,FR8183,Bologna (BLQ),06:10,Ha salido,189.0,Boeing 737-800,U
453,573.0,21/11/2025 14-58-40,Ryanair,FR8231,London (STN),06:10,Ha salido,189.0,Boeing 737-800,Y
454,574.0,21/11/2025 14-58-40,Ryanair,FR777,Venice (VCE),06:20,Ha salido,189.0,Boeing 737-800,S
455,575.0,21/11/2025 14-58-40,Ryanair,FR846,Milan (BGY),06:25,Ha salido,189.0,Boeing 737-800,S
456,576.0,21/11/2025 14-58-40,Ryanair,FR133,Berlin (BER),06:35,Ha salido,189.0,Boeing 737-800,S
457,577.0,21/11/2025 14-58-40,Ryanair,FR4545,Porto (OPO),06:45,Ha salido,197.0,Boeing 737 MAX 8,S
458,578.0,21/11/2025 14-58-40,easyJet Europe,EC7101,"Basel, Switzerland/Mulhouse (BSL)",07:20,Ha salido,156.0,Airbus A319,R
459,579.0,21/11/2025 14-58-40,easyJet Europe,EC7199,Edinburgh (EDI),07:20,Ha salido,156.0,Airbus A319,R
460,580.0,21/11/2025 14-58-40,Lauda Europe,LW2889,Palma de Mallorca (PMI),07:40,Ha salido,180.0,Airbus A320,S
461,581.0,21/11/2025 14-58-40,Norwegian Air Sweden AOC,D85502,Stockholm (ARN),08:00,Ha salido,189.0,Boeing 737-800,U
462,582.0,21/11/2025 14-58-40,Ryanair,FR3976,Dublin (DUB),08:00,Ha salido,189.0,Boeing 737-800,W
463,583.0,21/11/2025 14-58-40,Ryanair,FR3185,Rabat (RBA),08:10,Ha salido,189.0,Boeing 737-800,W
464,584.0,21/11/2025 14-58-40,Ryanair,FR6973,Rome (FCO),08:15,Ha salido,189.0,Boeing 737-800,S
465,585.0,21/11/2025 14-58-40,easyJet Europe,EC1376,Geneva (GVA),08:40,"Retrasado, Ha salido",156.0,Airbus A319,R
466,586.0,21/11/2025 14-58-40,Ryanair,FR5752,Valletta (MLA),08:40,Ha salido,197.0,Boeing 737 MAX 8,U
467,587.0,21/11/2025 14-58-40,Ryanair,FR1165,Sevilla (SVQ),09:00,Ha salido,189.0,Boeing 737-800,U
468,588.0,21/11/2025 14-58-40,Wizz Air,W62048,Krakow (KRK),09:05,"Retrasado, Ha salido",239.0,Airbus A321neo,U
469,589.0,21/11/2025 14-58-40,easyJet Europe,EC3737,Milan (MXP),09:10,Ha salido,180.0,Airbus A320,R
470,590.0,21/11/2025 14-58-40,Ryanair,FR2834,Charleroi (CRL),09:15,Ha salido,197.0,Boeing 737 MAX 8,S
471,591.0,21/11/2025 14-58-40,Air Arabia Maroc,3O374,Casablanca (CMN),09:25,Ha salido,180.0,Airbus A320,W
472,592.0,21/11/2025 14-58-40,Lauda Europe,LW12,Vienna (VIE),09:25,"Retrasado, Ha salido",180.0,Airbus A320,R
473,593.0,21/11/2025 14-58-40,Wizz Air Malta,W43176,Bucharest (OTP),09:25,Ha salido,230.0,Airbus A321,U
474,594.0,21/11/2025 14-58-40,Wizz Air Malta,W45088,Tirana (TIA),09:25,"Retrasado, Ha salido",230.0,Airbus A321,Y
475,595.0,21/11/2025 14-58-40,Wizz Air,W62376,Budapest (BUD),09:25,Ha salido,239.0,Airbus A321neo,U
476,596.0,21/11/2025 14-58-40,Ryanair,FR3028,Ibiza (IBZ),09:40,Ha salido,189.0,Boeing 737-800,U
477,598.0,21/11/2025 14-58-40,Ryanair,FR3320,Milan (BGY),09:45,Ha salido,189.0,Boeing 737-800,U
478,599.0,21/11/2025 14-58-40,Transavia,HV6788,Eindhoven (EIN),09:45,Ha salido,189.0,Boeing 737-800,S
479,600.0,21/11/2025 14-58-40,Easyjet,U26654,Birmingham (BHX),09:45,Ha salido,180.0,Airbus A320,M
480,601.0,21/11/2025 14-58-40,Air Arabia Maroc,3O378,Tanger (TNG),09:50,"Retrasado, Ha salido",180.0,Airbus A320,Y
481,602.0,21/11/2025 14-58-40,easyJet Europe,EC7656,Lisbon (LIS),09:55,"Retrasado, Ha salido",230.0,Airbus A321,R
482,603.0,21/11/2025 14-58-40,Air Serbia,JU581,Belgrade (BEG),09:55,"Retrasado, Ha salido",157.0,Airbus A319,Y
483,604.0,21/11/2025 14-58-40,Ryanair,FR9015,London (STN),10:00,Ha salido,197.0,Boeing 737 MAX 8,W
484,605.0,21/11/2025 14-58-40,Wizz Air Malta,W46018,Rome (FCO),10:00,Ha salido,239.0,Airbus A321neo,S
485,606.0,21/11/2025 14-58-40,Ryanair,FR6920,Dublin (DUB),10:05,Ha salido,197.0,Boeing 737 MAX 8,W
486,607.0,21/11/2025 14-58-40,Transavia,HV5132,Amsterdam (AMS),10:05,"Retrasado, Ha salido",239.0,Airbus A321neo,S
487,608.0,21/11/2025 14-58-40,Eurowings,EW7521,Hamburg (HAM),10:10,"Retrasado, Ha salido",180.0,Airbus A320,S
488,609.0,21/11/2025 14-58-40,Wizz Air,W61476,Warsaw (WAW),10:15,"Retrasado, Ha salido",239.0,Airbus A321neo,U
489,610.0,21/11/2025 14-58-40,Ryanair,FR2239,Marrakech (RAK),10:20,"Retrasado, Ha salido",189.0,Boeing 737-800,Y
490,611.0,21/11/2025 14-58-40,Easyjet,U22002,Manchester (MAN),10:25,Ha salido,186.0,Airbus A320neo,M
491,612.0,21/11/2025 14-58-40,easyJet Europe,EC7131,Nice/Cote D'Azur (NCE),10:30,Ha salido,156.0,Airbus A319,R
492,613.0,21/11/2025 14-58-40,Ryanair,FR6267,Edinburgh (EDI),10:30,"Retrasado, Ha salido",189.0,Boeing 737-800,W
493,614.0,21/11/2025 14-58-40,easyJet Europe,EC4212,Napoli (NAP),10:35,"Retrasado, Ha salido",180.0,Airbus A320,R
494,615.0,21/11/2025 14-58-40,Transavia,HV6064,Rotterdam (RTM),10:40,"Retrasado, Ha salido",189.0,Boeing 737-800,U
495,616.0,21/11/2025 14-58-40,Easyjet,U22704,Bristol (BRS),10:50,Ha salido,180.0,Airbus A320,M
496,617.0,21/11/2025 14-58-40,Ryanair,FR5270,Manchester (MAN),10:55,"Retrasado, Ha salido",197.0,Boeing 737 MAX 8,W
497,618.0,21/11/2025 14-58-40,BUZZ,RR8384,Budapest (BUD),11:00,"Retrasado, Ha salido",189.0,Boeing 737-800,R
498,619.0,21/11/2025 14-58-40,Ryanair,FR3166,Palermo (PMO),11:10,Ha salido,189.0,Boeing 737-800,S
499,620.0,21/11/2025 14-58-40,Ryanair,FR269,Milan (MXP),11:20,Ha salido,189.0,Boeing 737-800,U
500,621.0,21/11/2025 14-58-40,FLYONE Armenia,3F232,Yerevan (EVN),11:30,"Retrasado, Ha salido",180.0,Airbus A320,Y
501,622.0,21/11/2025 14-58-40,Aer Lingus,EI563,Dublin (DUB),11:35,"Retrasado, Ha salido",180.0,Airbus A320,Y
502,623.0,21/11/2025 14-58-40,Ryanair,FR3121,Beauvais (BVA),11:35,Ha salido,197.0,Boeing 737 MAX 8,R
503,624.0,21/11/2025 14-58-40,Lauda Europe,LW2896,Palma de Mallorca (PMI),11:35,Ha salido,180.0,Airbus A320,S
504,625.0,21/11/2025 14-58-40,easyJet Europe,EC7141,Strasbourg (SXB),11:45,Ha salido,156.0,Airbus A319,R
505,626.0,21/11/2025 14-58-40,BUZZ,RR3049,Krakow (KRK),11:45,"Retrasado, Ha salido",189.0,Boeing 737-800,S
506,627.0,21/11/2025 14-58-40,Easyjet,U28056,London (LGW),11:45,Ha salido,156.0,Airbus A319,M
507,628.0,21/11/2025 14-58-40,Icelandair,FI597,Keflavik (KEF),11:50,"Retrasado, Ha salido",197.0,Boeing 737 MAX 8,S
508,629.0,21/11/2025 14-58-40,Ryanair,FR774,Torino (TRN),11:55,"Retrasado, Ha salido",197.0,Boeing 737 MAX 8,S
509,630.0,21/11/2025 14-58-40,Jet2,LS232,Leeds Bradford (LBA),12:00,"Retrasado, Ha salido",197.0,Boeing 737 MAX 8,W
510,631.0,21/11/2025 14-58-40,easyJet Europe,EC8064,London (LGW),12:15,Ha salido,156.0,Airbus A319,M
511,632.0,21/11/2025 14-58-40,Ryanair,FR4585,Porto (OPO),12:15,Ha salido,189.0,Boeing 737-800,S
512,633.0,21/11/2025 14-58-40,Norwegian Air Sweden AOC,D83657,Copenhagen (CPH),12:30,"Retrasado, Ha salido",197.0,Boeing 737 MAX 8,S
513,634.0,21/11/2025 14-58-40,Ryanair,FR575,Bologna (BLQ),12:45,"Retrasado, Ha salido",189.0,Boeing 737-800,U
514,635.0,21/11/2025 14-58-40,Ryanair,FR58,Napoli (NAP),12:45,"Retrasado, Ha salido",189.0,Boeing 737-800,U
515,636.0,21/11/2025 14-58-40,Pegasus Airlines,PC1092,Istanbul (SAW),12:45,"Retrasado, Ha salido",230.0,Airbus A321,Y
516,637.0,21/11/2025 14-58-40,Ryanair,FR6874,Dublin (DUB),12:55,"Retrasado, Ha salido",189.0,Boeing 737-800,W
517,638.0,21/11/2025 14-58-40,Wizz Air,W67022,Bratislava (BTS),12:55,"Retrasado, Ha salido",239.0,Airbus A321neo,U
518,639.0,21/11/2025 14-58-40,Wizz Air Malta,W46330,Milan (MXP),13:10,"Retrasado, Ha salido",230.0,Airbus A321,U
519,640.0,21/11/2025 14-58-40,Norwegian Air Shuttle,DY1741,Oslo (OSL),13:25,Ha salido,189.0,Boeing 737-800,U
520,641.0,21/11/2025 14-58-40,Pegasus Airlines,PC1528,Izmir (ADB),13:30,"Retrasado, Ha salido",180.0,Airbus A320,Y
521,642.0,21/11/2025 14-58-40,Turkish Airlines,TK608,Ankara (ESB),13:40,"Retrasado, Ha salido",189.0,Boeing 737-800,W
522,643.0,21/11/2025 14-58-40,Ryanair,FR6078,Ouarzazate (OZZ),13:50,Ha salido,189.0,Boeing 737-800,Y
523,644.0,21/11/2025 14-58-40,Jet2,LS804,Manchester (MAN),13:50,Ha salido,189.0,Boeing 737-800,Y
524,645.0,21/11/2025 14-58-40,Ryanair,FR3180,Rome (FCO),13:55,Ha salido,189.0,Boeing 737-800,S
525,646.0,21/11/2025 14-58-40,Air Baltic,BT684,Riga (RIX),14:05,"Retrasado, Ha salido",148.0,Airbus A220-300,S
526,647.0,21/11/2025 14-58-40,Azores Airlines,S4507,Ponta Delgada (PDL),14:10,Ha salido,186.0,Airbus A320neo,U
527,648.0,21/11/2025 14-58-40,easyJet Europe,EC7153,Milan (MXP),14:20,Ha salido,156.0,Airbus A319,R
528,649.0,21/11/2025 14-58-40,Lauda Europe,LW7351,Vienna (VIE),14:20,Ha salido,180.0,Airbus A320,R
529,650.0,21/11/2025 14-58-40,Transavia,TO4755,Paris (ORY),14:20,Ha salido,186.0,Airbus A320neo,S
530,651.0,21/11/2025 14-58-40,Ryanair,FR8215,London (STN),14:35,Ha salido,189.0,Boeing 737-800,W
531,652.0,21/11/2025 14-58-40,easyJet Europe,EC7107,Geneva (GVA),14:40,Ha salido,156.0,Airbus A319,R
532,653.0,21/11/2025 14-58-40,Volotea,V71443,Ancona (AOI),14:45,Programado,180.0,Airbus A320,S
533,654.0,21/11/2025 14-58-40,Wizz Air,W64406,Sofia (SOF),14:50,"Retrasado, Programado",239.0,Airbus A321neo,U
534,655.0,21/11/2025 14-58-40,Ryanair,FR2507,Cologne-Bonn (CGN),14:55,Programado,189.0,Boeing 737-800,R
535,656.0,21/11/2025 14-58-40,Ryanair,FR867,Venice (VCE),14:55,Programado,189.0,Boeing 737-800,S
536,657.0,21/11/2025 14-58-40,SmartWings,QS1059,Prague (PRG),14:55,Ha salido,189.0,Boeing 737-800,U
537,658.0,21/11/2025 14-58-40,Ryanair,FR1342,Palma de Mallorca (PMI),15:00,Ha salido,189.0,Boeing 737-800,R
538,659.0,21/11/2025 14-58-40,Ryanair,FR5718,Bratislava (BTS),15:10,Ha salido,189.0,Boeing 737-800,U
539,660.0,21/11/2025 14-58-40,Volotea,V73735,Murcia (RMU),15:15,"Retrasado, Ha salido",156.0,Airbus A319,S
540,662.0,21/11/2025 14-58-40,Ryanair,FR483,Malaga (AGP),15:25,Ha salido,197.0,Boeing 737 MAX 8,U
541,663.0,21/11/2025 14-58-40,Wizz Air Malta,W46728,Venice (VCE),15:40,Ha salido,239.0,Airbus A321neo,S
542,664.0,21/11/2025 14-58-40,Pegasus Airlines,PC1094,Istanbul (SAW),15:45,"Retrasado, Ha salido",230.0,Airbus A321,W
543,665.0,21/11/2025 14-58-40,Ryanair,FR9045,London (STN),16:05,Ha salido,189.0,Boeing 737-800,W
544,666.0,21/11/2025 14-58-40,Norwegian Air Sweden AOC,D85510,Copenhagen (CPH),16:15,"Retrasado, Ha salido",189.0,Boeing 737-800,U
545,667.0,21/11/2025 14-58-40,Ryanair,FR2925,Brussels (BRU),16:15,Ha salido,189.0,Boeing 737-800,S
546,668.0,21/11/2025 14-58-40,Ryanair,FR6985,Rome (FCO),16:15,"Retrasado, Ha salido",189.0,Boeing 737-800,U
547,669.0,21/11/2025 14-58-40,Wizz Air Malta,W43564,Timisoara (TSR),16:25,Ha salido,180.0,Airbus A320,U
548,670.0,21/11/2025 14-58-40,Ryanair,FR3129,Ibiza (IBZ),16:45,Ha salido,189.0,Boeing 737-800,U
549,671.0,21/11/2025 14-58-40,easyJet Europe,EC7173,Berlin (BER),16:50,Ha salido,156.0,Airbus A319,R
550,672.0,21/11/2025 14-58-40,Volotea,V73700,Vitoria (VIT),16:50,"Retrasado, Ha salido",180.0,Airbus A320,R
551,673.0,21/11/2025 14-58-40,Ryanair,FR878,Venice (VCE),16:55,Ha salido,189.0,Boeing 737-800,S
552,674.0,21/11/2025 14-58-40,Ryanair,FR4587,Porto (OPO),17:05,Ha salido,189.0,Boeing 737-800,S
553,675.0,21/11/2025 14-58-40,Wizz Air,W67920,Kopitnari (KUT),17:15,Ha salido,239.0,Airbus A321neo,W
554,676.0,21/11/2025 14-58-40,Ryanair,FR3076,Stockholm (ARN),17:30,Ha salido,197.0,Boeing 737 MAX 8,U
555,677.0,21/11/2025 14-58-40,Volotea,V73573,Asturias (OVD),17:40,Ha salido,156.0,Airbus A319,S
556,678.0,21/11/2025 14-58-40,Transavia,HV5134,Amsterdam (AMS),17:45,Ha salido,189.0,Boeing 737-800,U
557,679.0,21/11/2025 14-58-40,Ryanair,FR6341,Rome (FCO),18:00,Ha salido,189.0,Boeing 737-800,S
558,680.0,21/11/2025 14-58-40,Ryanair,FR6353,Milan (BGY),18:00,"Retrasado, Ha salido",197.0,Boeing 737 MAX 8,R
559,681.0,21/11/2025 14-58-40,easyJet Europe,EC7205,Southampton (SOU),18:10,Ha salido,156.0,Airbus A319,R
560,682.0,21/11/2025 14-58-40,Air Arabia Maroc,3O398,Rabat (RBA),18:30,Ha salido,180.0,Airbus A320,W
561,683.0,21/11/2025 14-58-40,FlyOne,5F5512,Chisinau (KIV),18:30,"Retrasado, Ha salido",180.0,Airbus A320,Y
562,684.0,21/11/2025 14-58-40,Wizz Air Malta,W43686,Iasi (IAS),18:30,"Retrasado, Ha salido",180.0,Airbus A320,U
563,685.0,21/11/2025 14-58-40,Ryanair,FR2098,Bologna (BLQ),18:35,Ha salido,189.0,Boeing 737-800,U
564,686.0,21/11/2025 14-58-40,easyJet Europe,EC7103,"Basel, Switzerland/Mulhouse (BSL)",18:45,Ha salido,156.0,Airbus A319,R
565,687.0,21/11/2025 14-58-40,Ryanair,FR3189,Fes (FEZ),18:50,"Retrasado, Ha salido",189.0,Boeing 737-800,Y
566,688.0,21/11/2025 14-58-40,Wizz Air,W61478,Warsaw (WAW),19:00,Ha salido,239.0,Airbus A321neo,U
567,689.0,21/11/2025 14-58-40,easyJet Europe,EC7155,Milan (MXP),19:10,Ha salido,156.0,Airbus A319,R
568,690.0,21/11/2025 14-58-40,Ryanair,FR149,Berlin (BER),19:15,"Retrasado, Ha salido",197.0,Boeing 737 MAX 8,R
569,691.0,21/11/2025 14-58-40,Ryanair,FR3078,Lisbon (LIS),19:20,"Retrasado, Ha salido",189.0,Boeing 737-800,S
570,692.0,21/11/2025 14-58-40,BUZZ,RR6330,Sofia (SOF),19:20,"Retrasado, Ha salido",189.0,Boeing 737-800,U
571,693.0,21/11/2025 14-58-40,Volotea,V72165,Nantes/Atlantique (NTE),19:30,Ha salido,156.0,Airbus A319,S
572,694.0,21/11/2025 14-58-40,Eurowings,EW9443,Dusseldorf (DUS),19:35,"Retrasado, Ha salido",239.0,Airbus A321neo,S
573,695.0,21/11/2025 14-58-40,Ryanair,FR2330,Al Aaroui (NDR),19:35,Ha salido,189.0,Boeing 737-800,Y
574,696.0,21/11/2025 14-58-40,Lauda Europe,LW7362,Vienna (VIE),19:40,"Retrasado, Ha salido",180.0,Airbus A320,S
575,697.0,21/11/2025 14-58-40,Easyjet,U28058,London (LGW),19:40,Ha salido,156.0,Airbus A319,M
576,698.0,21/11/2025 14-58-40,Ryanair,FR6374,Beauvais (BVA),19:45,"Retrasado, Ha salido",189.0,Boeing 737-800,U
577,699.0,21/11/2025 14-58-40,Eurowings,EW2521,Stuttgart (STR),19:55,"Retrasado, Ha salido",230.0,Airbus A321,U
578,700.0,21/11/2025 14-58-40,Volotea,V71415,Verona (VRN),19:55,"Retrasado, Ha salido",180.0,Airbus A320,U
579,701.0,21/11/2025 14-58-40,Wizz Air,W64666,Larnaca (LCA),19:55,"Retrasado, Ha salido",230.0,Airbus A321,Y
580,702.0,21/11/2025 14-58-40,Ryanair,FR1527,Valletta (MLA),20:05,Ha salido,189.0,Boeing 737-800,U
581,703.0,21/11/2025 14-58-40,Ryanair,FR2402,Sevilla (SVQ),20:10,"Retrasado, Ha salido",197.0,Boeing 737 MAX 8,R
582,704.0,21/11/2025 14-58-40,Ryanair,FR6275,Edinburgh (EDI),20:10,Programado,197.0,Boeing 737 MAX 8,W
583,705.0,21/11/2025 14-58-40,Ryanair,FR6305,Milan (BGY),20:10,"Retrasado, Ha salido",189.0,Boeing 737-800,R
584,706.0,21/11/2025 14-58-40,Wizz Air,W62096,Krakow (KRK),20:10,"Retrasado, Ha salido",239.0,Airbus A321neo,S
585,707.0,21/11/2025 14-58-40,easyJet Europe,EC1956,Milan (LIN),20:15,"Retrasado, Ha salido",180.0,Airbus A320,R
586,708.0,21/11/2025 14-58-40,Wizz Air Malta,W42940,Vienna (VIE),20:20,"Retrasado, Ha salido",239.0,Airbus A321neo,S
587,709.0,21/11/2025 14-58-40,Ryanair,FR3792,Birmingham (BHX),20:25,Ha salido,189.0,Boeing 737-800,Y
588,710.0,21/11/2025 14-58-40,T'Way Air,TW408,Seoul/Incheon (ICN),20:30,"Retrasado, Ha salido",246.0,Airbus A330-200,W
589,711.0,21/11/2025 14-58-40,Volotea,V72135,Bordeaux (BOD),20:30,"Retrasado, Ha salido",180.0,Airbus A320,R
590,712.0,21/11/2025 14-58-40,Ryanair,FR7539,Milan (MXP),20:35,Ha salido,189.0,Boeing 737-800,U
591,713.0,21/11/2025 14-58-40,Ryanair,FR8631,Tanger (TNG),20:35,"Retrasado, Ha salido",189.0,Boeing 737-800,W
592,714.0,21/11/2025 14-58-40,Air Serbia,JU585,Belgrade (BEG),20:35,"Retrasado, Ha salido",157.0,Airbus A319,Y
593,715.0,21/11/2025 14-58-40,BUZZ,RR1786,Vilnius (VNO),20:35,"Retrasado, Ha salido",197.0,Boeing 737 MAX 8,U
594,716.0,21/11/2025 14-58-40,Luxair,LG3592,Luxembourg (LUX),20:40,"Retrasado, Ha salido",189.0,Boeing 737-800,S
595,717.0,21/11/2025 14-58-40,Wizz Air,W62378,Budapest (BUD),20:45,"Retrasado, Ha salido",239.0,Airbus A321neo,S
