,fecha_scrapeo,Name_company,Num_flight,Name_Destiny,Time_flight,flight_state,flight_capacity,Aircraft,Gate,Type_f,week_day,day_time
541,2025-11-21,Pegasus Airlines,PC1094,Istanbul (SAW),15:45:00,Retrasado,220,Airbus A321,W,INT,Viernes,Tarde
542,2025-11-21,Grupo Ryanair,FR9045,London (STN),16:05:00,En hora,189,Boeing 737-800,W,INT,Viernes,Tarde
543,2025-11-21,Norwegian Air Sweden AOC,D85510,Copenhagen (CPH),16:15:00,Retrasado,189,Boeing 737-800,U,EU,Viernes,Tarde
544,2025-11-21,Grupo Ryanair,FR2925,Brussels (BRU),16:15:00,En hora,189,Boeing 737-800,S,EU,Viernes,Tarde
545,2025-11-21,Grupo Ryanair,FR6985,Rome (FCO),16:15:00,Retrasado,189,Boeing 737-800,U,EU,Viernes,Tarde
546,2025-11-21,Grupo wizz,W43564,Timisoara (TSR),16:25:00,En hora,180,Airbus A320,U,EU,Viernes,Tarde
547,2025-11-21,Grupo Ryanair,FR3129,Ibiza (IBZ),16:45:00,En hora,189,Boeing 737-800,U,NAC,Viernes,Tarde
548,2025-11-21,Grupo easy,EC7173,Berlin (BER),16:50:00,En hora,156,Airbus A319,R,EU,Viernes,Tarde
549,2025-11-21,Volotea,V73700,Vitoria (VIT),16:50:00,Retrasado,180,Airbus A320,R,NAC,Viernes,Tarde
550,2025-11-21,Grupo Ryanair,FR878,Venice (VCE),16:55:00,En hora,189,Boeing 737-800,S,EU,Viernes,Tarde
551,2025-11-21,Grupo Ryanair,FR4587,Porto (OPO),17:05:00,En hora,189,Boeing 737-800,S,EU,Viernes,Tarde
552,2025-11-21,Grupo wizz,W67920,Kopitnari (KUT),17:15:00,En hora,239,Airbus A321neo,W,INT,Viernes,Tarde
553,2025-11-21,Grupo Ryanair,FR3076,Stockholm (ARN),17:30:00,En hora,197,Boeing 737 MAX 8,U,EU,Viernes,Tarde
554,2025-11-21,Volotea,V73573,Asturias (OVD),17:40:00,En hora,156,Airbus A319,S,NAC,Viernes,Tarde
555,2025-11-21,Transavia,HV5134,Amsterdam (AMS),17:45:00,En hora,189,Boeing 737-800,U,EU,Viernes,Tarde
556,2025-11-21,Grupo Ryanair,FR6341,Rome (FCO),18:00:00,En hora,189,Boeing 737-800,S,EU,Viernes,Tarde
557,2025-11-21,Grupo Ryanair,FR6353,Milan (BGY),18:00:00,Retrasado,197,Boeing 737 MAX 8,R,EU,Viernes,Tarde
558,2025-11-21,Grupo easy,EC7205,Southampton (SOU),18:10:00,En hora,156,Airbus A319,R,EU,Viernes,Tarde
559,2025-11-21,Air Arabia Maroc,3O398,Rabat (RBA),18:30:00,En hora,174,Airbus A320,W,INT,Viernes,Tarde
560,2025-11-21,FlyOne,5F5512,Chisinau (KIV),18:30:00,Retrasado,180,Airbus A320,Y,INT,Viernes,Tarde
561,2025-11-21,Grupo wizz,W43686,Iasi (IAS),18:30:00,Retrasado,180,Airbus A320,U,EU,Viernes,Tarde
562,2025-11-21,Grupo Ryanair,FR2098,Bologna (BLQ),18:35:00,En hora,189,Boeing 737-800,U,EU,Viernes,Tarde
563,2025-11-21,Grupo easy,EC7103,"Basel, Switzerland/Mulhouse (BSL)",18:45:00,En hora,156,Airbus A319,R,EU,Viernes,Tarde
564,2025-11-21,Grupo Ryanair,FR3189,Fes (FEZ),18:50:00,Retrasado,189,Boeing 737-800,Y,INT,Viernes,Tarde
565,2025-11-21,Grupo wizz,W61478,Warsaw (WAW),19:00:00,En hora,239,Airbus A321neo,U,EU,Viernes,Tarde
566,2025-11-21,Grupo easy,EC7155,Milan (MXP),19:10:00,En hora,156,Airbus A319,R,EU,Viernes,Tarde
567,2025-11-21,Grupo Ryanair,FR149,Berlin (BER),19:15:00,Retrasado,197,Boeing 737 MAX 8,R,EU,Viernes,Tarde
568,2025-11-21,Grupo Ryanair,FR3078,Lisbon (LIS),19:20:00,Retrasado,189,Boeing 737-800,S,EU,Viernes,Tarde
569,2025-11-21,Grupo Ryanair,RR6330,Sofia (SOF),19:20:00,Retrasado,189,Boeing 737-800,U,EU,Viernes,Tarde
570,2025-11-21,Volotea,V72165,Nantes/Atlantique (NTE),19:30:00,En hora,156,Airbus A319,S,EU,Viernes,Tarde
571,2025-11-21,Eurowings,EW9443,Dusseldorf (DUS),19:35:00,Retrasado,232,Airbus A321neo,S,EU,Viernes,Tarde
572,2025-11-21,Grupo Ryanair,FR2330,Al Aaroui (NDR),19:35:00,En hora,189,Boeing 737-800,Y,INT,Viernes,Tarde
573,2025-11-21,Grupo Ryanair,LW7362,Vienna (VIE),19:40:00,Retrasado,180,Airbus A320,S,EU,Viernes,Tarde
574,2025-11-21,Grupo easy,U28058,London (LGW),19:40:00,En hora,156,Airbus A319,M,INT,Viernes,Tarde
575,2025-11-21,Grupo Ryanair,FR6374,Beauvais (BVA),19:45:00,Retrasado,189,Boeing 737-800,U,EU,Viernes,Tarde
576,2025-11-21,Eurowings,EW2521,Stuttgart (STR),19:55:00,Retrasado,226,Airbus A321,U,EU,Viernes,Tarde
577,2025-11-21,Volotea,V71415,Verona (VRN),19:55:00,Retrasado,180,Airbus A320,U,EU,Viernes,Tarde
578,2025-11-21,Grupo wizz,W64666,Larnaca (LCA),19:55:00,Retrasado,230,Airbus A321,Y,INT,Viernes,Tarde
579,2025-11-21,Grupo Ryanair,FR1527,Valletta (MLA),20:05:00,En hora,189,Boeing 737-800,U,EU,Viernes,Noche
580,2025-11-21,Grupo Ryanair,FR2402,Sevilla (SVQ),20:10:00,Retrasado,197,Boeing 737 MAX 8,R,NAC,Viernes,Noche
581,2025-11-21,Grupo Ryanair,FR6275,Edinburgh (EDI),20:10:00,En hora,197,Boeing 737 MAX 8,W,INT,Viernes,Noche
582,2025-11-21,Grupo Ryanair,FR6305,Milan (BGY),20:10:00,Retrasado,189,Boeing 737-800,R,EU,Viernes,Noche
583,2025-11-21,Grupo wizz,W62096,Krakow (KRK),20:10:00,Retrasado,239,Airbus A321neo,S,EU,Viernes,Noche
584,2025-11-21,Grupo easy,EC1956,Milan (LIN),20:15:00,Retrasado,180,Airbus A320,R,EU,Viernes,Noche
585,2025-11-21,Grupo wizz,W42940,Vienna (VIE),20:20:00,Retrasado,239,Airbus A321neo,S,EU,Viernes,Noche
586,2025-11-21,Grupo Ryanair,FR3792,Birmingham (BHX),20:25:00,En hora,189,Boeing 737-800,Y,INT,Viernes,Noche
587,2025-11-21,T'Way Air,TW408,Seoul/Incheon (ICN),20:30:00,Retrasado,246,Airbus A330-200,W,INT,Viernes,Noche
588,2025-11-21,Volotea,V72135,Bordeaux (BOD),20:30:00,Retrasado,180,Airbus A320,R,EU,Viernes,Noche
589,2025-11-21,Grupo Ryanair,FR7539,Milan (MXP),20:35:00,En hora,189,Boeing 737-800,U,EU,Viernes,Noche
590,2025-11-21,Grupo Ryanair,FR8631,Tanger (TNG),20:35:00,Retrasado,189,Boeing 737-800,W,INT,Viernes,Noche
591,2025-11-21,Air Serbia,JU585,Belgrade (BEG),20:35:00,Retrasado,144,Airbus A319,Y,INT,Viernes,Noche
592,2025-11-21,Grupo Ryanair,RR1786,Vilnius (VNO),20:35:00,Retrasado,197,Boeing 737 MAX 8,U,EU,Viernes,Noche
593,2025-11-21,Luxair,LG3592,Luxembourg (LUX),20:40:00,Retrasado,186,Boeing 737-800,S,EU,Viernes,Noche
594,2025-11-21,Grupo wizz,W62378,Budapest (BUD),20:45:00,Retrasado,239,Airbus A321neo,S,EU,Viernes,Noche
595,2025-11-21,Grupo Ryanair,FR5710,Napoli (NAP),20:50:00,En hora,197,Boeing 737 MAX 8,U,EU,Viernes,Noche
596,2025-11-21,Transavia,TO4759,Paris (ORY),20:50:00,Retrasado,186,Airbus A320neo,U,EU,Viernes,Noche
597,2025-11-21,Grupo easy,U22326,London (LTN),20:55:00,En hora,180,Airbus A320,M,INT,Viernes,Noche
598,2025-11-21,Grupo Ryanair,RR8394,Budapest (BUD),21:00:00,En hora,189,Boeing 737-800,S,EU,Viernes,Noche
599,2025-11-21,Aer Lingus,EI565,Dublin (DUB),21:05:00,En hora,174,Airbus A320,Y,INT,Viernes,Noche
600,2025-11-21,Grupo easy,U23374,Liverpool (LPL),21:05:00,En hora,180,Airbus A320,M,INT,Viernes,Noche
601,2025-11-21,Grupo Ryanair,FR3174,Ibiza (IBZ),21:10:00,En hora,189,Boeing 737-800,R,NAC,Viernes,Noche
602,2025-11-21,Grupo easy,EC1380,Geneva (GVA),21:15:00,Retrasado,180,Airbus A320,R,EU,Viernes,Noche
603,2025-11-21,Grupo wizz,W43178,Bucharest (BBU),21:20:00,En hora,230,Airbus A321,U,EU,Viernes,Noche
604,2025-11-21,Grupo wizz,W43406,Cluj-Napoca (CLJ),21:25:00,En hora,186,Airbus A320neo,R,EU,Viernes,Noche
605,2025-11-21,Grupo Ryanair,RR6944,Warsaw (WMI),21:30:00,En hora,189,Boeing 737-800,U,EU,Viernes,Noche
606,2025-11-21,Grupo Ryanair,FR7808,London (LTN),21:35:00,Retrasado,189,Boeing 737-800,Y,INT,Viernes,Noche
607,2025-11-21,Grupo wizz,W46020,Rome (FCO),21:35:00,Retrasado,239,Airbus A321neo,S,EU,Viernes,Noche
608,2025-11-21,Grupo Ryanair,FR8669,Dublin (DUB),21:40:00,Retrasado,189,Boeing 737-800,Y,INT,Viernes,Noche
609,2025-11-21,Grupo Ryanair,FR9811,London (STN),21:40:00,Retrasado,189,Boeing 737-800,Y,INT,Viernes,Noche
610,2025-11-21,Grupo Ryanair,FR2495,Palma de Mallorca (PMI),21:45:00,En hora,189,Boeing 737-800,S,NAC,Viernes,Noche
611,2025-11-21,Grupo Ryanair,FR6597,Manchester (MAN),21:45:00,En hora,189,Boeing 737-800,W,INT,Viernes,Noche
612,2025-11-21,Grupo Ryanair,FR2250,Marrakech (RAK),21:55:00,En hora,189,Boeing 737-800,W,INT,Viernes,Noche
613,2025-11-21,Grupo wizz,W64116,Belgrade (BEG),21:55:00,Retrasado,239,Airbus A321neo,W,INT,Viernes,Noche
614,2025-11-21,Grupo Ryanair,FR3080,Malaga (AGP),22:30:00,En hora,197,Boeing 737 MAX 8,S,NAC,Viernes,Noche
615,2025-11-21,Grupo wizz,W45154,Tirana (TIA),22:45:00,En hora,230,Airbus A321,Y,INT,Viernes,Noche
616,2025-11-21,Grupo wizz,W61706,Gdansk (GDN),22:50:00,En hora,239,Airbus A321neo,S,EU,Viernes,Noche
617,2025-11-21,Grupo Ryanair,FR9814,London (STN),23:10:00,En hora,189,Boeing 737-800,W,INT,Viernes,Noche
618,2025-11-22,Grupo Ryanair,FR846,Milan (BGY),06:00:00,Retrasado,189,Boeing 737-800,S,EU,Sábado,Mañana
619,2025-11-22,Grupo easy,EC7105,Geneva (GVA),06:10:00,En hora,156,Airbus A319,R,EU,Sábado,Mañana
620,2025-11-22,Grupo Ryanair,FR5718,Bratislava (BTS),06:10:00,En hora,189,Boeing 737-800,S,EU,Sábado,Mañana
621,2025-11-22,Grupo Ryanair,FR4545,Porto (OPO),06:15:00,En hora,197,Boeing 737 MAX 8,U,EU,Sábado,Mañana
622,2025-11-22,Grupo Ryanair,FR1342,Palma de Mallorca (PMI),06:20:00,En hora,189,Boeing 737-800,S,NAC,Sábado,Mañana
623,2025-11-22,Grupo Ryanair,FR777,Venice (VCE),06:30:00,Retrasado,189,Boeing 737-800,S,EU,Sábado,Mañana
624,2025-11-22,Grupo easy,EC7151,Milan (MXP),07:30:00,En hora,156,Airbus A319,R,EU,Sábado,Mañana
625,2025-11-22,Grupo Ryanair,FR2918,Brussels (BRU),08:05:00,En hora,189,Boeing 737-800,S,EU,Sábado,Mañana
626,2025-11-22,Grupo Ryanair,FR3180,Rome (FCO),08:15:00,En hora,189,Boeing 737-800,U,EU,Sábado,Mañana
627,2025-11-22,Air Arabia Maroc,3O376,Al Aaroui (NDR),08:35:00,En hora,174,Airbus A320,W,INT,Sábado,Mañana
628,2025-11-22,Grupo Ryanair,FR1165,Palma de Mallorca (PMI),08:50:00,En hora,189,Boeing 737-800,R,NAC,Sábado,Mañana
629,2025-11-22,Grupo Ryanair,FR575,Bologna (BLQ),08:50:00,En hora,189,Boeing 737-800,U,EU,Sábado,Mañana
630,2025-11-22,Grupo Ryanair,FR3166,Palermo (PMO),09:00:00,En hora,189,Boeing 737-800,S,EU,Sábado,Mañana
631,2025-11-22,Grupo wizz,W43938,Chisinau (KIV),09:00:00,En hora,180,Airbus A320,Y,INT,Sábado,Mañana
632,2025-11-22,Grupo wizz,W62048,Krakow (KRK),09:05:00,En hora,239,Airbus A321neo,S,EU,Sábado,Mañana
633,2025-11-22,Grupo Ryanair,FR2834,Charleroi (CRL),09:15:00,Retrasado,189,Boeing 737-800,U,EU,Sábado,Mañana
634,2025-11-22,Transavia,TO4751,Paris (ORY),09:15:00,En hora,189,Boeing 737-800,U,EU,Sábado,Mañana
635,2025-11-22,Grupo Ryanair,FR133,Berlin (BER),09:20:00,En hora,189,Boeing 737-800,U,EU,Sábado,Mañana
636,2025-11-22,Grupo Ryanair,FR2239,Marrakech (RAK),09:20:00,En hora,189,Boeing 737-800,W,INT,Sábado,Mañana
637,2025-11-22,Grupo Ryanair,FR3028,Ibiza (IBZ),09:20:00,En hora,189,Boeing 737-800,S,NAC,Sábado,Mañana
638,2025-11-22,Grupo wizz,W61914,Vilnius (VNO),09:20:00,En hora,239,Airbus A321neo,S,EU,Sábado,Mañana
639,2025-11-22,Grupo wizz,W43176,Bucharest (OTP),09:25:00,Retrasado,239,Airbus A321neo,U,EU,Sábado,Mañana
640,2025-11-22,Grupo wizz,W62376,Budapest (BUD),09:25:00,En hora,239,Airbus A321neo,U,EU,Sábado,Mañana
641,2025-11-22,Grupo Ryanair,RR3049,Krakow (KRK),09:30:00,En hora,189,Boeing 737-800,U,EU,Sábado,Mañana
642,2025-11-22,Grupo wizz,W42938,Vienna (VIE),09:35:00,En hora,239,Airbus A321neo,S,EU,Sábado,Mañana
643,2025-11-22,Air Serbia,JU581,Belgrade (BEG),09:55:00,En hora,144,Airbus A319,Y,INT,Sábado,Mañana
644,2025-11-22,Grupo Ryanair,FR6559,Liverpool (LPL),10:00:00,En hora,189,Boeing 737-800,W,INT,Sábado,Mañana
645,2025-11-22,Grupo wizz,W46018,Rome (FCO),10:00:00,En hora,239,Airbus A321neo,S,EU,Sábado,Mañana
646,2025-11-22,Transavia,HV5132,Amsterdam (AMS),10:05:00,Retrasado,232,Airbus A321neo,U,EU,Sábado,Mañana
647,2025-11-22,Grupo wizz,W61476,Warsaw (WAW),10:15:00,En hora,239,Airbus A321neo,R,EU,Sábado,Mañana
648,2025-11-22,Grupo Ryanair,FR9171,Stockholm (ARN),10:20:00,En hora,197,Boeing 737 MAX 8,R,EU,Sábado,Mañana
649,2025-11-22,Grupo easy,U22326,London (LTN),10:20:00,En hora,180,Airbus A320,M,INT,Sábado,Mañana
650,2025-11-22,Grupo Ryanair,FR3168,Newcastle (NCL),10:25:00,En hora,189,Boeing 737-800,W,INT,Sábado,Mañana
651,2025-11-22,Grupo Ryanair,FR9307,Cork (ORK),10:30:00,En hora,197,Boeing 737 MAX 8,Y,INT,Sábado,Mañana
652,2025-11-22,Grupo Ryanair,LW12,Vienna (VIE),10:30:00,Retrasado,180,Airbus A320,R,EU,Sábado,Mañana
653,2025-11-22,Grupo easy,U28056,London (LGW),10:35:00,En hora,156,Airbus A319,M,INT,Sábado,Mañana
654,2025-11-22,Azerbaijan Airlines,J246,Baku (GYD),10:45:00,En hora,186,Airbus A320neo,Y,INT,Sábado,Mañana
655,2025-11-22,SkyUp MT,U5406,Chisinau (KIV),10:50:00,En hora,149,Boeing 737-700,W,INT,Sábado,Mañana
656,2025-11-22,Grupo easy,U22704,Bristol (BRS),10:55:00,En hora,180,Airbus A320,M,INT,Sábado,Mañana
657,2025-11-22,Grupo Ryanair,FR6394,Dublin (DUB),11:00:00,En hora,197,Boeing 737 MAX 8,W,INT,Sábado,Mañana
658,2025-11-22,Grupo Ryanair,FR4597,Porto (OPO),11:20:00,En hora,197,Boeing 737 MAX 8,U,EU,Sábado,Mañana
659,2025-11-22,Grupo easy,EC7193,Leeds Bradford (LBA),11:30:00,En hora,156,Airbus A319,M,INT,Sábado,Mañana
660,2025-11-22,Aer Lingus,EI563,Dublin (DUB),11:30:00,En hora,174,Airbus A320,Y,INT,Sábado,Mañana
661,2025-11-22,Grupo Ryanair,FR2507,Cologne-Bonn (CGN),11:55:00,En hora,189,Boeing 737-800,U,EU,Sábado,Mañana
662,2025-11-22,Grupo Ryanair,FR3108,Luxembourg (LUX),12:05:00,En hora,189,Boeing 737-800,U,EU,Sábado,Tarde
663,2025-11-22,Grupo easy,EC8064,London (LGW),12:10:00,En hora,156,Airbus A319,M,INT,Sábado,Tarde
664,2025-11-22,Grupo Ryanair,FR8231,London (STN),12:25:00,En hora,189,Boeing 737-800,Y,INT,Sábado,Tarde
665,2025-11-22,Pegasus Airlines,PC1092,Istanbul (SAW),12:45:00,Retrasado,220,Airbus A321,Y,INT,Sábado,Tarde
666,2025-11-22,Grupo wizz,W67022,Bratislava (BTS),12:55:00,En hora,239,Airbus A321neo,U,EU,Sábado,Tarde
667,2025-11-22,Grupo Ryanair,FR483,Malaga (AGP),13:05:00,Retrasado,189,Boeing 737-800,S,NAC,Sábado,Tarde
668,2025-11-22,Boliviana de Aviacion,OB775,Santa Cruz (VVI),13:10:00,Retrasado,246,Airbus A330-200,Y,INT,Sábado,Tarde
669,2025-11-22,Grupo wizz,W46330,Milan (MXP),13:10:00,En hora,230,Airbus A321,U,EU,Sábado,Tarde
670,2025-11-22,Grupo easy,EC7101,"Basel, Switzerland/Mulhouse (BSL)",13:20:00,En hora,156,Airbus A319,R,EU,Sábado,Tarde
671,2025-11-22,Grupo Ryanair,FR7808,London (LTN),13:20:00,En hora,197,Boeing 737 MAX 8,W,INT,Sábado,Tarde
672,2025-11-22,Grupo Ryanair,RK6597,Manchester (MAN),13:25:00,En hora,189,Boeing 737-800,Y,INT,Sábado,Tarde
673,2025-11-22,Grupo Ryanair,FR2098,Bologna (BLQ),13:30:00,En hora,189,Boeing 737-800,U,EU,Sábado,Tarde
674,2025-11-22,Air Arabia Maroc,3O378,Tanger (TNG),13:35:00,Retrasado,174,Airbus A320,Y,INT,Sábado,Tarde
675,2025-11-22,Grupo easy,EC7153,Milan (MXP),13:35:00,En hora,156,Airbus A319,R,EU,Sábado,Tarde
676,2025-11-22,Ajet,VF608,Ankara (ESB),13:40:00,Retrasado,180,Airbus A320,W,INT,Sábado,Tarde
677,2025-11-22,Grupo Ryanair,FR1681,Frankfurt-Hahn (HHN),14:00:00,En hora,189,Boeing 737-800,U,EU,Sábado,Tarde
678,2025-11-22,Air Baltic,BT684,Riga (RIX),14:05:00,Retrasado,148,Airbus A220-300,S,EU,Sábado,Tarde
679,2025-11-22,Grupo Ryanair,RR6920,Dublin (DUB),14:05:00,Retrasado,189,Boeing 737-800,Y,INT,Sábado,Tarde
680,2025-11-22,Grupo Ryanair,FR58,Napoli (NAP),14:15:00,En hora,189,Boeing 737-800,U,EU,Sábado,Tarde
681,2025-11-22,Kuwait Airways,KU136,Kuwait City (KWI),14:25:00,En hora,278,Airbus A330-900,W,INT,Sábado,Tarde
682,2025-11-22,Grupo Ryanair,FR3070,Palma de Mallorca (PMI),14:40:00,Retrasado,189,Boeing 737-800,S,NAC,Sábado,Tarde
683,2025-11-22,Grupo Ryanair,FR774,Torino (TRN),14:45:00,En hora,189,Boeing 737-800,S,EU,Sábado,Tarde
684,2025-11-22,Grupo Ryanair,FR3121,Beauvais (BVA),14:50:00,En hora,189,Boeing 737-800,U,EU,Sábado,Tarde
685,2025-11-22,Grupo Ryanair,FR6300,Sofia (SOF),14:55:00,En hora,189,Boeing 737-800,R,EU,Sábado,Tarde
686,2025-11-22,Grupo Ryanair,FR3189,Fes (FEZ),15:30:00,En hora,189,Boeing 737-800,W,INT,Sábado,Tarde
687,2025-11-22,Grupo wizz,W46728,Venice (VCE),15:40:00,En hora,239,Airbus A321neo,S,EU,Sábado,Tarde
688,2025-11-22,Grupo Ryanair,FR3807,Charleroi (CRL),16:05:00,En hora,197,Boeing 737 MAX 8,U,EU,Sábado,Tarde
689,2025-11-22,Grupo Ryanair,RR8384,Budapest (BUD),16:10:00,Retrasado,189,Boeing 737-800,S,EU,Sábado,Tarde
690,2025-11-22,Grupo Ryanair,FR7543,Manchester (MAN),16:20:00,En hora,189,Boeing 737-800,Y,INT,Sábado,Tarde
691,2025-11-22,Grupo Ryanair,FR3146,Oujda (OUD),16:45:00,En hora,189,Boeing 737-800,W,INT,Sábado,Tarde
692,2025-11-22,Grupo Ryanair,FR269,Milan (MXP),16:50:00,En hora,189,Boeing 737-800,U,EU,Sábado,Tarde
693,2025-11-22,Grupo Ryanair,FR9015,London (STN),17:00:00,En hora,197,Boeing 737 MAX 8,W,INT,Sábado,Tarde
694,2025-11-22,Grupo Ryanair,FR5752,Valletta (MLA),17:10:00,En hora,197,Boeing 737 MAX 8,U,EU,Sábado,Tarde
695,2025-11-22,Grupo Ryanair,FR6874,Dublin (DUB),17:40:00,En hora,189,Boeing 737-800,Y,INT,Sábado,Tarde
696,2025-11-22,Grupo Ryanair,FR2233,Al Aaroui (NDR),17:50:00,Retrasado,189,Boeing 737-800,W,INT,Sábado,Tarde
697,2025-11-22,Grupo Ryanair,FR2925,Brussels (BRU),17:50:00,En hora,197,Boeing 737 MAX 8,U,EU,Sábado,Tarde
698,2025-11-22,Grupo Ryanair,FR6353,Milan (BGY),17:55:00,En hora,189,Boeing 737-800,S,EU,Sábado,Tarde
699,2025-11-22,Grupo easy,EC7103,"Basel, Switzerland/Mulhouse (BSL)",18:00:00,En hora,156,Airbus A319,R,EU,Sábado,Tarde
700,2025-11-22,Norwegian Air Sweden AOC,D81741,Oslo (OSL),18:15:00,En hora,189,Boeing 737-800,U,EU,Sábado,Tarde
701,2025-11-22,Grupo Ryanair,FR878,Venice (VCE),18:15:00,En hora,189,Boeing 737-800,U,EU,Sábado,Tarde
702,2025-11-22,Transavia,HV5134,Amsterdam (AMS),18:15:00,En hora,232,Airbus A321neo,U,EU,Sábado,Tarde
703,2025-11-22,Grupo Ryanair,FR3035,Krakow (KRK),18:20:00,En hora,197,Boeing 737 MAX 8,U,EU,Sábado,Tarde
704,2025-11-22,Grupo Ryanair,FR3792,Birmingham (BHX),18:55:00,En hora,197,Boeing 737 MAX 8,Y,INT,Sábado,Tarde
705,2025-11-22,Grupo wizz,W61176,Katowice (KTW),18:55:00,En hora,239,Airbus A321neo,S,EU,Sábado,Tarde
706,2025-11-22,Grupo wizz,W61478,Warsaw (WAW),19:00:00,En hora,239,Airbus A321neo,S,EU,Sábado,Tarde
707,2025-11-22,Grupo Ryanair,FR9045,London (STN),19:05:00,En hora,189,Boeing 737-800,W,INT,Sábado,Tarde
708,2025-11-22,Grupo Ryanair,FR5270,Manchester (MAN),19:20:00,En hora,189,Boeing 737-800,Y,INT,Sábado,Tarde
709,2025-11-22,Grupo Ryanair,FR149,Berlin (BER),19:35:00,Retrasado,197,Boeing 737 MAX 8,U,EU,Sábado,Tarde
710,2025-11-22,Grupo wizz,W64406,Sofia (SOF),19:35:00,En hora,239,Airbus A321neo,S,EU,Sábado,Tarde
711,2025-11-22,Air Baltic,BT878,Tallinn (TLL),19:40:00,En hora,148,Airbus A220-300,U,EU,Sábado,Tarde
712,2025-11-22,Grupo Ryanair,FR3078,Lisbon (LIS),19:55:00,En hora,189,Boeing 737-800,S,EU,Sábado,Tarde
713,2025-11-22,Grupo Ryanair,LW7351,Vienna (VIE),20:05:00,En hora,180,Airbus A320,R,EU,Sábado,Noche
714,2025-11-22,Grupo easy,EC1380,Geneva (GVA),20:10:00,En hora,180,Airbus A320,R,EU,Sábado,Noche
715,2025-11-22,Grupo Ryanair,FR867,Venice (VCE),20:20:00,En hora,189,Boeing 737-800,U,EU,Sábado,Noche
716,2025-11-22,Grupo Ryanair,FR9581,Sevilla (SVQ),20:25:00,En hora,197,Boeing 737 MAX 8,R,NAC,Sábado,Noche
717,2025-11-22,T'Way Air,TW408,Seoul/Incheon (ICN),20:30:00,En hora,294,BOEING 777-300ER,Y,INT,Sábado,Noche
718,2025-11-22,Grupo Ryanair,FR3182,Malaga (AGP),20:45:00,En hora,189,Boeing 737-800,U,NAC,Sábado,Noche
719,2025-11-22,Grupo Ryanair,FR3928,Trieste (TRS),20:45:00,En hora,189,Boeing 737-800,S,EU,Sábado,Noche
720,2025-11-22,Transavia,TO4759,Paris (ORY),20:45:00,Retrasado,186,Airbus A320neo,U,EU,Sábado,Noche
721,2025-11-22,Grupo wizz,W62378,Budapest (BUD),20:45:00,Retrasado,239,Airbus A321neo,U,EU,Sábado,Noche
722,2025-11-22,Grupo Ryanair,FR4585,Porto (OPO),20:50:00,Retrasado,189,Boeing 737-800,S,EU,Sábado,Noche
723,2025-11-22,Grupo Ryanair,FR6267,Edinburgh (EDI),20:55:00,En hora,189,Boeing 737-800,W,INT,Sábado,Noche
724,2025-11-22,Grupo Ryanair,FR3174,Ibiza (IBZ),21:20:00,En hora,189,Boeing 737-800,U,NAC,Sábado,Noche
725,2025-11-22,Grupo wizz,W43178,Bucharest (BBU),21:20:00,En hora,230,Airbus A321,S,EU,Sábado,Noche
726,2025-11-22,Grupo wizz,W43406,Cluj-Napoca (CLJ),21:25:00,En hora,180,Airbus A320,S,EU,Sábado,Noche
727,2025-11-22,Grupo Ryanair,FR5220,Bologna (BLQ),21:30:00,En hora,189,Boeing 737-800,U,EU,Sábado,Noche
728,2025-11-22,Grupo Ryanair,RR3039,Prague (PRG),21:35:00,En hora,197,Boeing 737 MAX 8,U,EU,Sábado,Noche
729,2025-11-22,Grupo wizz,W46020,Rome (FCO),21:35:00,En hora,239,Airbus A321neo,S,EU,Sábado,Noche
730,2025-11-22,Grupo Ryanair,FR3800,Birmingham (BHX),21:55:00,En hora,189,Boeing 737-800,Y,INT,Sábado,Noche
731,2025-11-22,Grupo Ryanair,FR8574,Rome (FCO),22:10:00,Retrasado,189,Boeing 737-800,U,EU,Sábado,Noche
732,2025-11-22,Grupo wizz,W64116,Belgrade (BEG),22:10:00,En hora,239,Airbus A321neo,Y,INT,Sábado,Noche
733,2025-11-22,Air Arabia Maroc,3O642,Tanger (TNG),22:15:00,En hora,174,Airbus A320,W,INT,Sábado,Noche
734,2025-11-23,Grupo Ryanair,FR3180,Rome (FCO),06:00:00,En hora,189,Boeing 737-800,U,EU,Domingo,Mañana
735,2025-11-23,Grupo Ryanair,FR2834,Charleroi (CRL),06:10:00,En hora,197,Boeing 737 MAX 8,S,EU,Domingo,Mañana
736,2025-11-23,Grupo Ryanair,FR2918,Brussels (BRU),06:25:00,En hora,189,Boeing 737-800,R,EU,Domingo,Mañana
737,2025-11-23,Grupo Ryanair,FR4084,Warsaw (WMI),06:25:00,Retrasado,189,Boeing 737-800,S,EU,Domingo,Mañana
738,2025-11-23,Grupo Ryanair,FR2239,Marrakech (RAK),06:30:00,En hora,189,Boeing 737-800,W,INT,Domingo,Mañana
739,2025-11-23,Grupo Ryanair,FR2507,Cologne-Bonn (CGN),06:40:00,En hora,189,Boeing 737-800,U,EU,Domingo,Mañana
740,2025-11-23,Grupo easy,EC7101,"Basel, Switzerland/Mulhouse (BSL)",06:50:00,En hora,156,Airbus A319,R,EU,Domingo,Mañana
741,2025-11-23,Grupo easy,EC7191,Glasgow (GLA),07:20:00,En hora,156,Airbus A319,M,INT,Domingo,Mañana
742,2025-11-23,Grupo Ryanair,FR6597,Manchester (MAN),07:30:00,En hora,189,Boeing 737-800,W,INT,Domingo,Mañana
