,fecha_scrapeo,Name_company,Num_flight,Name_Destiny,Time_flight,flight_state,flight_capacity,Aircraft,Gate,Type_f,week_day,day_time
1524,2025-11-29,Grupo wizz,W42938,Vienna (VIE),09:35:00,En hora,239,Airbus A321neo,U,EU,Sábado,Mañana
1525,2025-11-29,Air Serbia,JU581,Belgrade (BEG),09:55:00,Retrasado,144,Airbus A319,W,INT,Sábado,Mañana
1526,2025-11-29,Grupo Ryanair,FR6559,Liverpool (LPL),10:00:00,En hora,189,Boeing 737-800,Y,INT,Sábado,Mañana
1527,2025-11-29,Grupo wizz,W46018,Rome (FCO),10:00:00,En hora,239,Airbus A321neo,U,EU,Sábado,Mañana
1528,2025-11-29,Transavia,HV5132,Amsterdam (AMS),10:05:00,En hora,232,Airbus A321neo,U,EU,Sábado,Mañana
1529,2025-11-29,Grupo wizz,W61476,Warsaw (WAW),10:15:00,En hora,239,Airbus A321neo,U,EU,Sábado,Mañana
1530,2025-11-29,Grupo Ryanair,FR9171,Stockholm (ARN),10:20:00,En hora,197,Boeing 737 MAX 8,S,EU,Sábado,Mañana
1531,2025-11-29,Grupo easy,U22326,London (LTN),10:20:00,En hora,156,Airbus A319,M,INT,Sábado,Mañana
1532,2025-11-29,Grupo Ryanair,FR3168,Newcastle (NCL),10:25:00,En hora,189,Boeing 737-800,Y,INT,Sábado,Mañana
1533,2025-11-29,Grupo Ryanair,FR9307,Cork (ORK),10:30:00,Retrasado,197,Boeing 737 MAX 8,W,INT,Sábado,Mañana
1534,2025-11-29,Grupo Ryanair,LW12,Vienna (VIE),10:30:00,En hora,180,Airbus A320,R,EU,Sábado,Mañana
1535,2025-11-29,Grupo easy,U28056,London (LGW),10:35:00,En hora,156,Airbus A319,M,INT,Sábado,Mañana
1536,2025-11-29,Azerbaijan Airlines,J246,Baku (GYD),10:45:00,Retrasado,122,Airbus A319,W,INT,Sábado,Mañana
1537,2025-11-29,SkyUp MT,U5406,Chisinau (KIV),10:50:00,En hora,149,Boeing 737-700,W,INT,Sábado,Mañana
1538,2025-11-29,Grupo easy,U22704,Bristol (BRS),10:55:00,En hora,186,Airbus A320neo,M,INT,Sábado,Mañana
1539,2025-11-29,Grupo Ryanair,FR6394,Dublin (DUB),11:00:00,En hora,197,Boeing 737 MAX 8,Y,INT,Sábado,Mañana
1540,2025-11-29,Grupo Ryanair,FR4597,Porto (OPO),11:20:00,En hora,197,Boeing 737 MAX 8,U,EU,Sábado,Mañana
1541,2025-11-29,Grupo easy,EC7193,Leeds Bradford (LBA),11:30:00,En hora,156,Airbus A319,M,INT,Sábado,Mañana
1542,2025-11-29,Aer Lingus,EI563,Dublin (DUB),11:30:00,Retrasado,174,Airbus A320,Y,INT,Sábado,Mañana
1543,2025-11-29,Grupo Ryanair,FR2507,Cologne-Bonn (CGN),11:55:00,En hora,189,Boeing 737-800,S,EU,Sábado,Mañana
1544,2025-11-29,Grupo Ryanair,FR3108,Luxembourg (LUX),12:05:00,Retrasado,189,Boeing 737-800,U,EU,Sábado,Tarde
1545,2025-11-29,Grupo easy,EC8064,London (LGW),12:10:00,En hora,156,Airbus A319,M,INT,Sábado,Tarde
1546,2025-11-29,Grupo Ryanair,FR8231,London (STN),12:25:00,Retrasado,189,Boeing 737-800,Y,INT,Sábado,Tarde
1547,2025-11-29,Pegasus Airlines,PC1092,Istanbul (SAW),12:45:00,Retrasado,220,Airbus A321,W,INT,Sábado,Tarde
1548,2025-11-29,Grupo wizz,W67022,Bratislava (BTS),12:55:00,En hora,239,Airbus A321neo,U,EU,Sábado,Tarde
1549,2025-11-29,Grupo Ryanair,FR483,Malaga (AGP),13:05:00,Retrasado,189,Boeing 737-800,S,NAC,Sábado,Tarde
1550,2025-11-29,Boliviana de Aviacion,OB775,Santa Cruz (VVI),13:10:00,Retrasado,246,Airbus A330-200,Y,INT,Sábado,Tarde
1551,2025-11-29,Grupo wizz,W46330,Milan (MXP),13:10:00,En hora,239,Airbus A321neo,S,EU,Sábado,Tarde
1552,2025-11-29,Grupo easy,EC7101,"Basel, Switzerland/Mulhouse (BSL)",13:20:00,En hora,156,Airbus A319,R,EU,Sábado,Tarde
1553,2025-11-29,Grupo Ryanair,FR7808,London (LTN),13:20:00,Retrasado,197,Boeing 737 MAX 8,Y,INT,Sábado,Tarde
1554,2025-11-29,Grupo Ryanair,RK6597,Manchester (MAN),13:25:00,En hora,189,Boeing 737-800,Y,INT,Sábado,Tarde
1555,2025-11-29,Grupo Ryanair,FR2098,Bologna (BLQ),13:30:00,En hora,189,Boeing 737-800,S,EU,Sábado,Tarde
1556,2025-11-29,Air Arabia Maroc,3O378,Tanger (TNG),13:35:00,Retrasado,174,Airbus A320,W,INT,Sábado,Tarde
1557,2025-11-29,Grupo easy,EC7153,Milan (MXP),13:35:00,En hora,156,Airbus A319,R,EU,Sábado,Tarde
1558,2025-11-29,AJet 608,VF608,Ankara (ESB),13:40:00,En hora,186,Airbus A320,W,INT,Sábado,Tarde
1559,2025-11-29,Grupo Ryanair,FR1681,Frankfurt-Hahn (HHN),14:00:00,En hora,189,Boeing 737-800,S,EU,Sábado,Tarde
1560,2025-11-29,Air Baltic,BT684,Riga (RIX),14:05:00,Retrasado,148,Airbus A220-300,U,EU,Sábado,Tarde
1561,2025-11-29,Grupo Ryanair,RR6920,Dublin (DUB),14:05:00,En hora,189,Boeing 737-800,W,INT,Sábado,Tarde
1562,2025-11-29,Grupo Ryanair,FR58,Napoli (NAP),14:15:00,En hora,189,Boeing 737-800,U,EU,Sábado,Tarde
1563,2025-11-29,Kuwait Airways,KU136,Kuwait City (KWI),14:25:00,En hora,235,Airbus A330-800,W,INT,Sábado,Tarde
1564,2025-11-29,Grupo Ryanair,FR3070,Palma de Mallorca (PMI),14:40:00,En hora,189,Boeing 737-800,U,NAC,Sábado,Tarde
1565,2025-11-29,Grupo Ryanair,FR774,Torino (TRN),14:45:00,En hora,189,Boeing 737-800,S,EU,Sábado,Tarde
1566,2025-11-29,Grupo Ryanair,FR3121,Beauvais (BVA),14:50:00,En hora,189,Boeing 737-800,U,EU,Sábado,Tarde
1567,2025-11-29,Grupo Ryanair,FR6300,Sofia (SOF),14:55:00,En hora,189,Boeing 737-800,U,EU,Sábado,Tarde
1568,2025-11-29,Grupo Ryanair,FR3189,Fes (FEZ),15:30:00,En hora,189,Boeing 737-800,Y,INT,Sábado,Tarde
1569,2025-11-29,Grupo wizz,W46728,Venice (VCE),15:40:00,En hora,239,Airbus A321neo,U,EU,Sábado,Tarde
1570,2025-11-29,Grupo Ryanair,FR3807,Charleroi (CRL),16:05:00,En hora,197,Boeing 737 MAX 8,U,EU,Sábado,Tarde
1571,2025-11-29,Grupo Ryanair,RR8384,Budapest (BUD),16:10:00,En hora,189,Boeing 737-800,U,EU,Sábado,Tarde
1572,2025-11-29,Grupo Ryanair,FR7543,Manchester (MAN),16:20:00,Retrasado,189,Boeing 737-800,Y,INT,Sábado,Tarde
1573,2025-11-29,Grupo Ryanair,FR3146,Oujda (OUD),16:45:00,En hora,189,Boeing 737-800,Y,INT,Sábado,Tarde
1574,2025-11-29,Grupo Ryanair,FR269,Milan (MXP),16:50:00,En hora,189,Boeing 737-800,U,EU,Sábado,Tarde
1575,2025-11-29,Grupo Ryanair,FR9015,London (STN),17:00:00,En hora,197,Boeing 737 MAX 8,W,INT,Sábado,Tarde
1576,2025-11-29,Grupo Ryanair,FR5752,Valletta (MLA),17:10:00,Retrasado,197,Boeing 737 MAX 8,S,EU,Sábado,Tarde
1577,2025-11-29,Grupo Ryanair,FR6874,Dublin (DUB),17:40:00,En hora,189,Boeing 737-800,Y,INT,Sábado,Tarde
1578,2025-11-29,Grupo Ryanair,FR2233,Al Aaroui (NDR),17:50:00,En hora,189,Boeing 737-800,W,INT,Sábado,Tarde
1579,2025-11-29,Grupo Ryanair,FR2925,Brussels (BRU),17:50:00,En hora,197,Boeing 737 MAX 8,S,EU,Sábado,Tarde
1580,2025-11-29,Grupo Ryanair,FR6353,Milan (BGY),17:55:00,En hora,189,Boeing 737-800,U,EU,Sábado,Tarde
1581,2025-11-29,Bluebird Airways,BZ251,Tel Aviv (TLV),18:00:00,Retrasado,180,Airbus A320,Y,INT,Sábado,Tarde
1582,2025-11-29,Grupo easy,EC7103,"Basel, Switzerland/Mulhouse (BSL)",18:00:00,En hora,156,Airbus A319,R,EU,Sábado,Tarde
1583,2025-11-29,Norwegian Air Shuttle,DY1741,Oslo (OSL),18:15:00,Retrasado,189,Boeing 737-800,U,EU,Sábado,Tarde
1584,2025-11-29,Grupo Ryanair,FR878,Venice (VCE),18:15:00,Retrasado,197,Boeing 737 MAX 8,U,EU,Sábado,Tarde
1585,2025-11-29,Transavia,HV5134,Amsterdam (AMS),18:15:00,Retrasado,232,Airbus A321neo,U,EU,Sábado,Tarde
1586,2025-11-29,Grupo Ryanair,FR3035,Krakow (KRK),18:20:00,En hora,197,Boeing 737 MAX 8,S,EU,Sábado,Tarde
1587,2025-11-29,Grupo Ryanair,FR3792,Birmingham (BHX),18:55:00,En hora,197,Boeing 737 MAX 8,Y,INT,Sábado,Tarde
1588,2025-11-29,Grupo wizz,W61176,Katowice (KTW),18:55:00,En hora,239,Airbus A321neo,S,EU,Sábado,Tarde
1589,2025-11-29,Grupo wizz,W61478,Warsaw (WAW),19:00:00,En hora,239,Airbus A321neo,S,EU,Sábado,Tarde
1590,2025-11-29,Grupo Ryanair,FR9045,London (STN),19:05:00,En hora,189,Boeing 737-800,W,INT,Sábado,Tarde
1591,2025-11-29,Grupo Ryanair,FR5270,Manchester (MAN),19:20:00,En hora,189,Boeing 737-800,W,INT,Sábado,Tarde
1592,2025-11-29,Volotea,V72327,Strasbourg (SXB),19:20:00,Retrasado,180,Airbus A320,S,EU,Sábado,Tarde
1593,2025-11-29,Transavia,TO4757,Paris (ORY),19:25:00,En hora,186,Airbus A320neo,U,EU,Sábado,Tarde
1594,2025-11-29,Grupo Ryanair,FR149,Berlin (BER),19:35:00,Retrasado,189,Boeing 737-800,U,EU,Sábado,Tarde
1595,2025-11-29,Grupo wizz,W64406,Sofia (SOF),19:35:00,Retrasado,230,Airbus A321,S,EU,Sábado,Tarde
1596,2025-11-29,Air Baltic,BT878,Tallinn (TLL),19:40:00,Retrasado,148,Airbus A220-300,S,EU,Sábado,Tarde
1597,2025-11-29,Grupo Ryanair,FR3078,Lisbon (LIS),19:55:00,En hora,189,Boeing 737-800,S,EU,Sábado,Tarde
1598,2025-11-29,Grupo Ryanair,LW7351,Vienna (VIE),20:05:00,En hora,180,Airbus A320,R,EU,Sábado,Noche
1599,2025-11-29,Grupo easy,EC1380,Geneva (GVA),20:10:00,En hora,180,Airbus A320,R,EU,Sábado,Noche
1600,2025-11-29,Grupo Ryanair,FR867,Venice (VCE),20:20:00,Retrasado,189,Boeing 737-800,U,EU,Sábado,Noche
1601,2025-11-29,Grupo Ryanair,FR9581,Sevilla (SVQ),20:25:00,En hora,189,Boeing 737-800,S,NAC,Sábado,Noche
1602,2025-11-29,T'Way Air,TW408,Seoul/Incheon (ICN),20:30:00,Retrasado,294,BOEING 777-300ER,W,INT,Sábado,Noche
1603,2025-11-29,Grupo Ryanair,FR3182,Malaga (AGP),20:45:00,En hora,189,Boeing 737-800,S,NAC,Sábado,Noche
1604,2025-11-29,Grupo Ryanair,FR3928,Trieste (TRS),20:45:00,En hora,189,Boeing 737-800,U,EU,Sábado,Noche
1605,2025-11-29,Transavia,TO4759,Paris (ORY),20:45:00,En hora,186,Airbus A320neo,S,EU,Sábado,Noche
1606,2025-11-29,Grupo wizz,W62378,Budapest (BUD),20:45:00,En hora,239,Airbus A321neo,U,EU,Sábado,Noche
1607,2025-11-29,Grupo Ryanair,FR4585,Porto (OPO),20:50:00,En hora,189,Boeing 737-800,U,EU,Sábado,Noche
1608,2025-11-29,Grupo Ryanair,FR6267,Edinburgh (EDI),20:55:00,En hora,189,Boeing 737-800,W,INT,Sábado,Noche
1609,2025-11-29,Grupo Ryanair,FR3174,Ibiza (IBZ),21:20:00,En hora,189,Boeing 737-800,S,NAC,Sábado,Noche
1610,2025-11-29,Grupo wizz,W43178,Bucharest (BBU),21:20:00,En hora,230,Airbus A321,U,EU,Sábado,Noche
1611,2025-11-29,Grupo wizz,W43406,Cluj-Napoca (CLJ),21:25:00,En hora,180,Airbus A320,S,EU,Sábado,Noche
1612,2025-11-29,Grupo Ryanair,FR5220,Bologna (BLQ),21:30:00,En hora,189,Boeing 737-800,S,EU,Sábado,Noche
1613,2025-11-29,Grupo Ryanair,RR3039,Prague (PRG),21:35:00,En hora,197,Boeing 737 MAX 8,R,EU,Sábado,Noche
1614,2025-11-29,Grupo wizz,W46020,Rome (FCO),21:35:00,En hora,239,Airbus A321neo,S,EU,Sábado,Noche
1615,2025-11-29,Grupo Ryanair,FR3800,Birmingham (BHX),21:55:00,Retrasado,189,Boeing 737-800,Y,INT,Sábado,Noche
1616,2025-11-29,Grupo Ryanair,FR8574,Rome (FCO),22:10:00,En hora,189,Boeing 737-800,U,EU,Sábado,Noche
1617,2025-11-29,Grupo wizz,W64116,Belgrade (BEG),22:10:00,Retrasado,239,Airbus A321neo,W,INT,Sábado,Noche
1618,2025-11-29,Air Arabia Maroc,3O642,Tanger (TNG),22:15:00,En hora,174,Airbus A320,Y,INT,Sábado,Noche
1619,2025-11-30,Grupo Ryanair,FR3180,Rome (FCO),06:00:00,En hora,189,Boeing 737-800,S,EU,Domingo,Mañana
1620,2025-11-30,Grupo Ryanair,FR2834,Charleroi (CRL),06:10:00,En hora,197,Boeing 737 MAX 8,U,EU,Domingo,Mañana
1621,2025-11-30,Grupo Ryanair,FR2918,Brussels (BRU),06:25:00,En hora,189,Boeing 737-800,S,EU,Domingo,Mañana
1622,2025-11-30,Grupo Ryanair,FR4084,Warsaw (WMI),06:25:00,En hora,189,Boeing 737-800,U,EU,Domingo,Mañana
1623,2025-11-30,Grupo Ryanair,FR2239,Marrakech (RAK),06:30:00,En hora,189,Boeing 737-800,W,INT,Domingo,Mañana
1624,2025-11-30,Grupo Ryanair,FR2507,Cologne-Bonn (CGN),06:40:00,En hora,189,Boeing 737-800,U,EU,Domingo,Mañana
1625,2025-11-30,Grupo easy,EC7101,"Basel, Switzerland/Mulhouse (BSL)",06:50:00,En hora,156,Airbus A319,R,EU,Domingo,Mañana
1626,2025-11-30,Grupo easy,EC7191,Glasgow (GLA),07:20:00,En hora,156,Airbus A319,M,INT,Domingo,Mañana
1627,2025-11-30,Grupo Ryanair,FR6597,Manchester (MAN),07:30:00,En hora,189,Boeing 737-800,W,INT,Domingo,Mañana
1628,2025-11-30,Grupo Ryanair,FR3108,Luxembourg (LUX),07:35:00,En hora,189,Boeing 737-800,S,EU,Domingo,Mañana
1629,2025-11-30,Grupo Ryanair,FR1165,Sevilla (SVQ),07:50:00,En hora,189,Boeing 737-800,S,NAC,Domingo,Mañana
1630,2025-11-30,Norwegian Air Sweden AOC,D85510,Copenhagen (CPH),08:00:00,En hora,189,Boeing 737-800,U,EU,Domingo,Mañana
1631,2025-11-30,Grupo easy,EC7131,Nice/Cote D'Azur (NCE),08:00:00,En hora,156,Airbus A319,R,EU,Domingo,Mañana
1632,2025-11-30,Grupo easy,EC3754,Milan (MXP),08:25:00,En hora,180,Airbus A320,R,EU,Domingo,Mañana
1633,2025-11-30,Grupo Ryanair,FR878,Venice (VCE),08:30:00,En hora,189,Boeing 737-800,U,EU,Domingo,Mañana
1634,2025-11-30,Grupo easy,EC1376,Geneva (GVA),08:35:00,En hora,156,Airbus A319,R,EU,Domingo,Mañana
1635,2025-11-30,Volotea,V73735,Murcia (RMU),08:40:00,En hora,180,Airbus A320,S,NAC,Domingo,Mañana
1636,2025-11-30,Grupo Ryanair,RR1786,Vilnius (VNO),09:00:00,En hora,197,Boeing 737 MAX 8,U,EU,Domingo,Mañana
1637,2025-11-30,Grupo Ryanair,FR3028,Ibiza (IBZ),09:05:00,En hora,197,Boeing 737 MAX 8,S,NAC,Domingo,Mañana
1638,2025-11-30,Grupo wizz,W62048,Krakow (KRK),09:05:00,Retrasado,239,Airbus A321neo,S,EU,Domingo,Mañana
1639,2025-11-30,Grupo Ryanair,RR3193,Riga (RIX),09:10:00,En hora,189,Boeing 737-800,U,EU,Domingo,Mañana
1640,2025-11-30,Eurowings,EW7521,Hamburg (HAM),09:25:00,Retrasado,150,Airbus A319,U,EU,Domingo,Mañana
1641,2025-11-30,Grupo wizz,W43176,Bucharest (OTP),09:25:00,En hora,230,Airbus A321,S,EU,Domingo,Mañana
1642,2025-11-30,Grupo wizz,W45088,Tirana (TIA),09:25:00,En hora,230,Airbus A321,W,INT,Domingo,Mañana
1643,2025-11-30,Grupo wizz,W62376,Budapest (BUD),09:25:00,Retrasado,239,Airbus A321neo,S,EU,Domingo,Mañana
1644,2025-11-30,Grupo Ryanair,FR4545,Porto (OPO),09:35:00,En hora,189,Boeing 737-800,R,EU,Domingo,Mañana
1645,2025-11-30,Grupo wizz,W42938,Vienna (VIE),09:35:00,En hora,239,Airbus A321neo,S,EU,Domingo,Mañana
1646,2025-11-30,Grupo easy,EC7656,Lisbon (LIS),09:45:00,En hora,230,Airbus A321,R,EU,Domingo,Mañana
1647,2025-11-30,Grupo Ryanair,RR333,Gdansk (GDN),09:45:00,Retrasado,189,Boeing 737-800,U,EU,Domingo,Mañana
1648,2025-11-30,Grupo Ryanair,RR8384,Budapest (BUD),09:45:00,Retrasado,197,Boeing 737 MAX 8,S,EU,Domingo,Mañana
1649,2025-11-30,Grupo Ryanair,FR2495,Palma de Mallorca (PMI),09:50:00,En hora,189,Boeing 737-800,R,NAC,Domingo,Mañana
1650,2025-11-30,Grupo Ryanair,FR6341,Rome (FCO),09:55:00,En hora,189,Boeing 737-800,U,EU,Domingo,Mañana
1651,2025-11-30,Grupo Ryanair,RR3049,Krakow (KRK),09:55:00,Retrasado,197,Boeing 737 MAX 8,R,EU,Domingo,Mañana
1652,2025-11-30,Grupo Ryanair,FR8231,London (STN),10:00:00,En hora,189,Boeing 737-800,W,INT,Domingo,Mañana
1653,2025-11-30,Grupo wizz,W46018,Rome (FCO),10:00:00,En hora,239,Airbus A321neo,U,EU,Domingo,Mañana
1654,2025-11-30,Grupo Ryanair,FR6874,Dublin (DUB),10:05:00,En hora,197,Boeing 737 MAX 8,Y,INT,Domingo,Mañana
1655,2025-11-30,Grupo Ryanair,LW7351,Vienna (VIE),10:10:00,En hora,180,Airbus A320,S,EU,Domingo,Mañana
1656,2025-11-30,Grupo wizz,W61476,Warsaw (WAW),10:15:00,En hora,239,Airbus A321neo,U,EU,Domingo,Mañana
1657,2025-11-30,Grupo Ryanair,FR575,Bologna (BLQ),10:20:00,En hora,189,Boeing 737-800,U,EU,Domingo,Mañana
1658,2025-11-30,Grupo Ryanair,FR6267,Edinburgh (EDI),10:30:00,En hora,189,Boeing 737-800,Y,INT,Domingo,Mañana
1659,2025-11-30,Grupo Ryanair,FR7543,Manchester (MAN),10:40:00,En hora,197,Boeing 737 MAX 8,W,INT,Domingo,Mañana
1660,2025-11-30,Grupo Ryanair,FR1279,Copenhagen (CPH),10:45:00,En hora,189,Boeing 737-800,S,EU,Domingo,Mañana
1661,2025-11-30,Grupo Ryanair,FR3143,Milan (BGY),10:45:00,En hora,197,Boeing 737 MAX 8,U,EU,Domingo,Mañana
1662,2025-11-30,Azerbaijan Airlines,J246,Baku (GYD),10:45:00,Retrasado,174,Airbus A320,Y,INT,Domingo,Mañana
1663,2025-11-30,Grupo Ryanair,FR3166,Palermo (PMO),11:00:00,Retrasado,189,Boeing 737-800,S,EU,Domingo,Mañana
1664,2025-11-30,Norwegian Air Shuttle,DY1741,Oslo (OSL),11:15:00,En hora,189,Boeing 737 MAX 8,S,EU,Domingo,Mañana
1665,2025-11-30,Aer Lingus,EI563,Dublin (DUB),11:30:00,En hora,186,Airbus A320neo,W,INT,Domingo,Mañana
1666,2025-11-30,Grupo easy,EC7139,Rennes/Saint-Jacques (RNS),11:45:00,En hora,180,Airbus A320,R,EU,Domingo,Mañana
1667,2025-11-30,Icelandair,FI597,Keflavik (KEF),11:50:00,En hora,160,Boeing 737 MAX 8,R,EU,Domingo,Mañana
1668,2025-11-30,Grupo Ryanair,LW2889,Palma de Mallorca (PMI),11:55:00,En hora,180,Airbus A320,R,NAC,Domingo,Mañana
1669,2025-11-30,Volotea,V72327,Strasbourg (SXB),11:55:00,En hora,156,Airbus A319,S,EU,Domingo,Mañana
1670,2025-11-30,Grupo Ryanair,FR3129,Ibiza (IBZ),12:05:00,En hora,189,Boeing 737-800,S,NAC,Domingo,Tarde
1671,2025-11-30,Grupo Ryanair,FR3976,Dublin (DUB),12:25:00,En hora,197,Boeing 737 MAX 8,W,INT,Domingo,Tarde
1672,2025-11-30,Grupo Ryanair,FR1527,Valletta (MLA),12:30:00,En hora,189,Boeing 737-800,U,EU,Domingo,Tarde
1673,2025-11-30,Grupo Ryanair,FR2402,Sevilla (SVQ),12:30:00,En hora,189,Boeing 737-800,S,NAC,Domingo,Tarde
1674,2025-11-30,Volotea,V72167,Lille/Lesquin (LIL),12:35:00,En hora,180,Airbus A320,S,EU,Domingo,Tarde
1675,2025-11-30,Grupo Ryanair,FR6300,Sofia (SOF),12:45:00,En hora,189,Boeing 737-800,S,EU,Domingo,Tarde
1676,2025-11-30,Pegasus Airlines,PC1092,Istanbul (SAW),12:45:00,En hora,220,Airbus A321,Y,INT,Domingo,Tarde
1677,2025-11-30,Grupo Ryanair,FR2511,Cologne-Bonn (CGN),12:55:00,En hora,189,Boeing 737-800,U,EU,Domingo,Tarde
1678,2025-11-30,Grupo Ryanair,FR8598,Reggio Calabria (REG),13:05:00,En hora,189,Boeing 737-800,U,EU,Domingo,Tarde
1679,2025-11-30,Volotea,V71445,Olbia (OLB),13:05:00,En hora,180,Airbus A320,S,EU,Domingo,Tarde
1680,2025-11-30,Grupo wizz,W46330,Milan (MXP),13:10:00,Retrasado,230,Airbus A321,S,EU,Domingo,Tarde
1681,2025-11-30,Grupo Ryanair,FR3121,Beauvais (BVA),13:20:00,En hora,189,Boeing 737-800,U,EU,Domingo,Tarde
1682,2025-11-30,Grupo easy,U28056,London (LGW),13:25:00,En hora,156,Airbus A319,M,INT,Domingo,Tarde
1683,2025-11-30,Grupo easy,EC1380,Geneva (GVA),13:40:00,En hora,180,Airbus A320,R,EU,Domingo,Tarde
1684,2025-11-30,Grupo Ryanair,FR9811,London (STN),13:40:00,En hora,189,Boeing 737-800,W,INT,Domingo,Tarde
1685,2025-11-30,Grupo Ryanair,FR483,Malaga (AGP),13:50:00,En hora,189,Boeing 737-800,S,NAC,Domingo,Tarde
1686,2025-11-30,Air Baltic,BT684,Riga (RIX),14:05:00,En hora,148,Airbus A220-300,S,EU,Domingo,Tarde
1687,2025-11-30,Grupo easy,EC7153,Milan (MXP),14:05:00,En hora,156,Airbus A319,R,EU,Domingo,Tarde
1688,2025-11-30,Grupo Ryanair,FR1342,Palma de Mallorca (PMI),14:05:00,En hora,189,Boeing 737-800,U,NAC,Domingo,Tarde
1689,2025-11-30,Grupo Ryanair,FR6920,Dublin (DUB),14:05:00,En hora,197,Boeing 737 MAX 8,W,INT,Domingo,Tarde
1690,2025-11-30,Grupo Ryanair,FR4585,Porto (OPO),14:10:00,En hora,189,Boeing 737-800,S,EU,Domingo,Tarde
1691,2025-11-30,SunExpress,XQ895,Izmir (ADB),14:15:00,En hora,189,Boeing 737-800,Y,INT,Domingo,Tarde
1692,2025-11-30,Transavia,HV5132,Amsterdam (AMS),14:20:00,En hora,189,Boeing 737-800,U,EU,Domingo,Tarde
1693,2025-11-30,Grupo easy,EC7107,Geneva (GVA),14:25:00,En hora,156,Airbus A319,R,EU,Domingo,Tarde
1694,2025-11-30,Norwegian Air Sweden AOC,D85502,Stockholm (ARN),14:40:00,En hora,189,Boeing 737-800,U,EU,Domingo,Tarde
1695,2025-11-30,Bluebird Airways,BZ251,Tel Aviv (TLV),14:45:00,En hora,189,Boeing 737-800,Y,INT,Domingo,Tarde
1696,2025-11-30,Grupo Ryanair,FR269,Milan (MXP),14:55:00,En hora,189,Boeing 737-800,S,EU,Domingo,Tarde
1697,2025-11-30,SmartWings,QS1059,Prague (PRG),14:55:00,En hora,189,Boeing 737-800,U,EU,Domingo,Tarde
1698,2025-11-30,Grupo Ryanair,FR3320,Milan (BGY),15:00:00,En hora,189,Boeing 737-800,S,EU,Domingo,Tarde
1699,2025-11-30,Grupo Ryanair,FR774,Torino (TRN),15:15:00,En hora,189,Boeing 737-800,S,EU,Domingo,Tarde
1700,2025-11-30,Grupo Ryanair,RR3072,Prague (PRG),15:15:00,En hora,189,Boeing 737-800,U,EU,Domingo,Tarde
1701,2025-11-30,Transavia,TO4755,Paris (ORY),15:15:00,Retrasado,186,Airbus A320neo,U,EU,Domingo,Tarde
1702,2025-11-30,Grupo easy,EC7694,Lisbon (LIS),15:20:00,Retrasado,180,Airbus A320,R,EU,Domingo,Tarde
1703,2025-11-30,Grupo Ryanair,FR6973,Rome (FCO),15:30:00,Retrasado,197,Boeing 737 MAX 8,S,EU,Domingo,Tarde
1704,2025-11-30,Air Arabia Maroc,3O378,Tanger (TNG),15:35:00,Retrasado,174,Airbus A320,Y,INT,Domingo,Tarde
1705,2025-11-30,Grupo wizz,W46728,Venice (VCE),15:40:00,En hora,239,Airbus A321neo,U,EU,Domingo,Tarde
1706,2025-11-30,Grupo Ryanair,FR133,Berlin (BER),16:15:00,En hora,189,Boeing 737-800,S,EU,Domingo,Tarde
1707,2025-11-30,Grupo Ryanair,FR2922,Brussels (BRU),16:15:00,En hora,189,Boeing 737-800,S,EU,Domingo,Tarde
1708,2025-11-30,Grupo easy,EC7173,Berlin (BER),16:30:00,En hora,180,Airbus A320,R,EU,Domingo,Tarde
1709,2025-11-30,Grupo Ryanair,FR9814,London (STN),16:40:00,En hora,189,Boeing 737-800,W,INT,Domingo,Tarde
1710,2025-11-30,Grupo Ryanair,FR8669,Dublin (DUB),16:55:00,En hora,189,Boeing 737-800,W,INT,Domingo,Tarde
1711,2025-11-30,Air Arabia Maroc,3O374,Casablanca (CMN),17:00:00,En hora,174,Airbus A320,Y,INT,Domingo,Tarde
1712,2025-11-30,Grupo Ryanair,FR2250,Marrakech (RAK),17:00:00,Retrasado,189,Boeing 737-800,Y,INT,Domingo,Tarde
1713,2025-11-30,Grupo Ryanair,RR8394,Budapest (BUD),17:15:00,Retrasado,197,Boeing 737 MAX 8,U,EU,Domingo,Tarde
1714,2025-11-30,Grupo Ryanair,FR5718,Bratislava (BTS),17:20:00,Retrasado,189,Boeing 737-800,S,EU,Domingo,Tarde
1715,2025-11-30,Grupo Ryanair,FR12,Vienna (VIE),17:40:00,En hora,189,Boeing 737-800,S,EU,Domingo,Tarde
1716,2025-11-30,Volotea,V73573,Asturias (OVD),17:40:00,Retrasado,156,Airbus A319,U,NAC,Domingo,Tarde
1717,2025-11-30,Grupo Ryanair,RR5252,Krakow (KRK),17:50:00,En hora,189,Boeing 737-800,U,EU,Domingo,Tarde
1718,2025-11-30,Grupo Ryanair,FR1681,Frankfurt-Hahn (HHN),18:00:00,En hora,189,Boeing 737-800,U,EU,Domingo,Tarde
1719,2025-11-30,Grupo Ryanair,FR777,Venice (VCE),18:00:00,En hora,197,Boeing 737 MAX 8,U,EU,Domingo,Tarde
1720,2025-11-30,Grupo Ryanair,FR6305,Milan (BGY),18:05:00,En hora,189,Boeing 737-800,S,EU,Domingo,Tarde
1721,2025-11-30,Grupo easy,EC7109,Geneva (GVA),18:15:00,En hora,156,Airbus A319,R,EU,Domingo,Tarde
1722,2025-11-30,Volotea,V73700,Vitoria (VIT),18:20:00,En hora,180,Airbus A320,U,NAC,Domingo,Tarde
