Unnamed: 0,fecha_scrapeo,Name_company,Num_flight,Name_Destiny,Time_flight,flight_state,flight_capacity,Aircraft,Gate
0.0,16/11/2025 23-03-05,Ryanair,FR3166,Palermo (PMO),11:00,Ha salido,,,
1.0,16/11/2025 23-03-05,Norwegian Air Sweden AOC,D81741,Oslo (OSL),11:15,Ha salido,197.0,Boeing 737 MAX 8-200,
2.0,16/11/2025 23-03-05,Aer Lingus,EI563,Dublin (DUB),11:30,Ha salido,189.0,Boeing 737-8AS,
3.0,16/11/2025 23-03-05,easyJet Europe,EC7139,Rennes/Saint-Jacques (RNS),11:45,Ha salido,,,
4.0,16/11/2025 23-03-05,Icelandair,FI597,Keflavik (KEF),11:50,Ha salido,,,
5.0,16/11/2025 23-03-05,Lauda Europe,LW2889,Palma de Mallorca (PMI),11:55,Ha salido,,,R
6.0,16/11/2025 23-03-05,Ryanair,FR3129,Ibiza (IBZ),12:05,"Retrasado, Ha salido",189.0,Boeing 737-8AS,
7.0,16/11/2025 23-03-05,Ryanair,FR3976,Dublin (DUB),12:25,"Retrasado, Ha salido",,,
8.0,16/11/2025 23-03-05,Ryanair,FR1527,Valletta (MLA),12:30,Ha salido,,,
9.0,16/11/2025 23-03-05,Ryanair,FR2402,Sevilla (SVQ),12:30,Ha salido,189.0,Boeing 737-8AS,
10.0,16/11/2025 23-03-05,Volotea,V72167,Lille/Lesquin (LIL),12:35,Ha salido,189.0,Boeing 737-8AS,
11.0,16/11/2025 23-03-05,Ryanair,FR6300,Sofia (SOF),12:45,Ha salido,,,R
12.0,16/11/2025 23-03-05,Pegasus Airlines,PC1092,Istanbul (SAW),12:45,"Retrasado, Ha salido",189.0,Boeing 737-8AS,
13.0,16/11/2025 23-03-05,Ryanair,FR2511,Cologne-Bonn (CGN),12:55,"Retrasado, Ha salido",189.0,Boeing 737-8AS,
14.0,16/11/2025 23-03-05,Ryanair,FR8598,Reggio Calabria (REG),13:05,Ha salido,,,
15.0,16/11/2025 23-03-05,Volotea,V71445,Olbia (OLB),13:05,Ha salido,189.0,Boeing 737-8AS,
16.0,16/11/2025 23-03-05,Wizz Air Malta,W46330,Milan (MXP),13:10,Ha salido,,,
17.0,16/11/2025 23-03-05,Ryanair,FR3121,Beauvais (BVA),13:20,Ha salido,189.0,Boeing 737-8AS,
18.0,16/11/2025 23-03-05,Easyjet,U28056,London (LGW),13:25,Ha salido,189.0,Boeing 737-8AS,
19.0,16/11/2025 23-03-05,easyJet Europe,EC1380,Geneva (GVA),13:40,Ha salido,,,
20.0,16/11/2025 23-03-05,Ryanair,FR9811,London (STN),13:40,"Retrasado, Ha salido",,,
21.0,16/11/2025 23-03-05,Ryanair,FR483,Malaga (AGP),13:50,"Retrasado, Ha salido",189.0,Boeing 737-8AS,
22.0,16/11/2025 23-03-05,Air Baltic,BT684,Riga (RIX),14:05,"Retrasado, Ha salido",189.0,Boeing 737-8AS,
23.0,16/11/2025 23-03-05,easyJet Europe,EC7153,Milan (MXP),14:05,"Retrasado, Ha salido",197.0,Boeing 737 MAX 8-200,
24.0,16/11/2025 23-03-05,Ryanair,FR1342,Palma de Mallorca (PMI),14:05,"Retrasado, Ha salido",,,R
25.0,16/11/2025 23-03-05,Ryanair,FR6920,Dublin (DUB),14:05,Ha salido,,,
26.0,16/11/2025 23-03-05,Ryanair,FR4585,Porto (OPO),14:10,Ha salido,189.0,Boeing 737-8AS,
27.0,16/11/2025 23-03-05,Pegasus Airlines,PC7184,Istanbul (SAW),14:15,"Retrasado, Ha salido",,,
28.0,16/11/2025 23-03-05,SunExpress,XQ895,Izmir (ADB),14:15,"Retrasado, Ha salido",,,
29.0,16/11/2025 23-03-05,Transavia,HV5132,Amsterdam (AMS),14:20,Ha salido,,,R
30.0,16/11/2025 23-03-05,easyJet Europe,EC7107,Geneva (GVA),14:25,Ha salido,189.0,Boeing 737-8AS,
31.0,16/11/2025 23-03-05,Norwegian Air Sweden AOC,D85502,Stockholm (ARN),14:40,"Retrasado, Ha salido",,,
32.0,16/11/2025 23-03-05,Bluebird Airways,BZ251,Tel Aviv (TLV),14:45,Ha salido,,,
33.0,16/11/2025 23-03-05,Ryanair,FR269,Milan (MXP),14:55,"Retrasado, Ha salido",,,
34.0,16/11/2025 23-03-05,SmartWings,QS1059,Prague (PRG),14:55,Ha salido,,,
35.0,16/11/2025 23-03-05,Ryanair,FR3320,Milan (BGY),15:00,"Retrasado, Ha salido",,,R
36.0,16/11/2025 23-03-05,Ryanair,FR774,Torino (TRN),15:15,Ha salido,,,
37.0,16/11/2025 23-03-05,BUZZ,RR3072,Prague (PRG),15:15,Ha salido,189.0,Boeing 737-8AS,
38.0,16/11/2025 23-03-05,Transavia,TO4755,Paris (ORY),15:15,Ha salido,189.0,Boeing 737-8AS,
39.0,16/11/2025 23-03-05,easyJet Europe,EC7694,Lisbon (LIS),15:20,Ha salido,,,
40.0,16/11/2025 23-03-05,Ryanair,FR6973,Rome (FCO),15:30,"Retrasado, Ha salido",,,R
41.0,16/11/2025 23-03-05,Air Arabia Maroc,3O378,Tanger (TNG),15:35,Ha salido,,,
42.0,16/11/2025 23-03-05,Wizz Air Malta,W46728,Venice (VCE),15:40,Ha salido,189.0,Boeing 737-8AS,
43.0,16/11/2025 23-03-05,Ryanair,FR133,Berlin (BER),16:15,"Retrasado, Ha salido",,,R
44.0,16/11/2025 23-03-05,Ryanair,FR2922,Brussels (BRU),16:15,Ha salido,197.0,Boeing 737 MAX 8-200,
45.0,16/11/2025 23-03-05,easyJet Europe,EC7173,Berlin (BER),16:30,Ha salido,189.0,Boeing 737-8AS,
46.0,16/11/2025 23-03-05,Ryanair,FR9814,London (STN),16:40,Ha salido,,,
47.0,16/11/2025 23-03-05,Ryanair,FR8669,Dublin (DUB),16:55,Ha salido,,,
48.0,16/11/2025 23-03-05,Air Arabia Maroc,3O374,Casablanca (CMN),17:00,"Retrasado, Ha salido",,,
49.0,16/11/2025 23-03-05,Ryanair,FR2250,Marrakech (RAK),17:00,Ha salido,189.0,Boeing 737-8AS,
50.0,16/11/2025 23-03-05,BUZZ,RR8394,Budapest (BUD),17:15,Ha salido,,,
51.0,16/11/2025 23-03-05,Ryanair,FR5718,Bratislava (BTS),17:20,Ha salido,,,R
52.0,16/11/2025 23-03-05,Ryanair,FR12,Vienna (VIE),17:40,Ha salido,,,
53.0,16/11/2025 23-03-05,Volotea,V73573,Asturias (OVD),17:40,Ha salido,,,
54.0,16/11/2025 23-03-05,BUZZ,RR5252,Krakow (KRK),17:50,"Retrasado, Ha salido",189.0,Boeing 737-8AS,
55.0,16/11/2025 23-03-05,Ryanair,FR1681,Frankfurt-Hahn (HHN),18:00,Ha salido,,,R
56.0,16/11/2025 23-03-05,Ryanair,FR777,Venice (VCE),18:00,Ha salido,,,
57.0,16/11/2025 23-03-05,Ryanair,FR6305,Milan (BGY),18:05,Ha salido,,,
58.0,16/11/2025 23-03-05,easyJet Europe,EC7109,Geneva (GVA),18:15,Ha salido,,,
59.0,16/11/2025 23-03-05,Volotea,V73700,Vitoria (VIT),18:20,"Retrasado, Ha salido",189.0,Boeing 737-8AS,
60.0,16/11/2025 23-03-05,Ryanair,FR2406,Sevilla (SVQ),18:30,Ha salido,,,
61.0,16/11/2025 23-03-05,Wizz Air Malta,W43686,Iasi (IAS),18:30,"Retrasado, Ha salido",,,
62.0,16/11/2025 23-03-05,Jet2,LS804,Manchester (MAN),18:35,Ha salido,,,
63.0,16/11/2025 23-03-05,easyJet Europe,EC7103,"Basel, Switzerland/Mulhouse (BSL)",18:45,Ha salido,189.0,Boeing 737-8AS,
64.0,16/11/2025 23-03-05,Ryanair,FR8631,Tanger (TNG),18:45,Ha salido,,,
65.0,16/11/2025 23-03-05,Transavia,HV6066,Rotterdam (RTM),18:50,"Retrasado, Ha salido",,,
66.0,16/11/2025 23-03-05,Easyjet,U25716,Southend (SEN),18:55,Ha salido,,,
67.0,16/11/2025 23-03-05,Wizz Air,W61176,Katowice (KTW),18:55,"Retrasado, Ha salido",,,
68.0,16/11/2025 23-03-05,Wizz Air,W61478,Warsaw (WAW),19:00,Ha salido,,,
69.0,16/11/2025 23-03-05,easyJet Europe,EC7159,Milan (LIN),19:05,Ha salido,,,
70.0,16/11/2025 23-03-05,Wizz Air Malta,W43180,Bucharest (OTP),19:05,"Retrasado, Ha salido",189.0,Boeing 737-8AS,
71.0,16/11/2025 23-03-05,Ryanair,FR6394,Dublin (DUB),19:10,Ha salido,189.0,Boeing 737-8AS,
72.0,16/11/2025 23-03-05,Ryanair,FR3160,Bristol (BRS),19:25,Ha salido,,,
73.0,16/11/2025 23-03-05,Volotea,V72165,Nantes/Atlantique (NTE),19:30,Ha salido,,,
75.0,16/11/2025 23-03-05,Wizz Air,W64406,Sofia (SOF),19:35,Ha salido,,,
76.0,16/11/2025 23-03-05,Ryanair,FR2233,Al Aaroui (NDR),19:40,Ha salido,189.0,Boeing 737-8AS,
77.0,16/11/2025 23-03-05,easyJet Europe,EC3750,Milan (MXP),19:45,Ha salido,,,
78.0,16/11/2025 23-03-05,Ryanair,FR5710,Napoli (NAP),19:45,Ha salido,,,
79.0,16/11/2025 23-03-05,Ryanair,FR9015,London (STN),19:45,Ha salido,,,
80.0,16/11/2025 23-03-05,Easyjet,U28058,London (LGW),19:45,Ha salido,,,
81.0,16/11/2025 23-03-05,Jet2,LS1338,Birmingham (BHX),19:55,Ha salido,,,
82.0,16/11/2025 23-03-05,Wizz Air,W64666,Larnaca (LCA),19:55,Ha salido,,,
83.0,16/11/2025 23-03-05,Ryanair,FR8136,Ibiza (IBZ),20:10,Ha salido,,,
84.0,16/11/2025 23-03-05,Wizz Air,W62096,Krakow (KRK),20:10,Ha salido,,,
85.0,16/11/2025 23-03-05,easyJet Europe,EC4212,Napoli (NAP),20:20,"Retrasado, Ha salido",,,
86.0,16/11/2025 23-03-05,Transavia,HV6788,Eindhoven (EIN),20:20,Ha salido,,,
87.0,16/11/2025 23-03-05,Wizz Air,W67022,Bratislava (BTS),20:20,Ha salido,,,
88.0,16/11/2025 23-03-05,Ryanair,FR6985,Rome (FCO),20:30,Ha salido,,,
90.0,16/11/2025 23-03-05,Air Serbia,JU585,Belgrade (BEG),20:35,Ha salido,,,
91.0,16/11/2025 23-03-05,Norwegian Air Sweden AOC,D83659,Copenhagen (CPH),20:40,Ha salido,,,
92.0,16/11/2025 23-03-05,Eurowings,EW2521,Stuttgart (STR),20:40,Ha salido,,,
93.0,16/11/2025 23-03-05,Ryanair,FR4587,Porto (OPO),20:40,Ha salido,,,
94.0,16/11/2025 23-03-05,Luxair,LG3596,Luxembourg (LUX),20:40,"Retrasado, Ha salido",,,
95.0,16/11/2025 23-03-05,Transavia,TO4759,Paris (ORY),20:45,Ha salido,,,
96.0,16/11/2025 23-03-05,Wizz Air,W62378,Budapest (BUD),20:45,Ha salido,,,
97.0,16/11/2025 23-03-05,Ryanair,FR6275,Edinburgh (EDI),20:50,"Retrasado, Ha salido",,,
98.0,16/11/2025 23-03-05,Transavia,HV5134,Amsterdam (AMS),20:50,Ha salido,,,
99.0,16/11/2025 23-03-05,BUZZ,RR6944,Warsaw (WMI),20:50,Ha salido,,,
100.0,16/11/2025 23-03-05,Easyjet,U22326,London (LTN),20:55,Ha salido,,,
101.0,16/11/2025 23-03-05,Wizz Air,W64738,Skopje (SKP),20:55,Ha salido,,,
102.0,16/11/2025 23-03-05,BUZZ,RR8615,Budapest (BUD),21:00,"Retrasado, Ha salido",,,
103.0,16/11/2025 23-03-05,Aer Lingus,EI565,Dublin (DUB),21:05,Ha salido,,,
104.0,16/11/2025 23-03-05,Ryanair,FR2896,Palma de Mallorca (PMI),21:15,Ha salido,,,
105.0,16/11/2025 23-03-05,Ryanair,FR3792,Birmingham (BHX),21:20,Ha salido,,,
106.0,16/11/2025 23-03-05,Wizz Air Malta,W43178,Bucharest (BBU),21:20,Ha salido,,,
107.0,16/11/2025 23-03-05,Wizz Air Malta,W43406,Cluj-Napoca (CLJ),21:25,Ha salido,,,
108.0,16/11/2025 23-03-05,Easyjet,U28060,London (LGW),21:30,"Retrasado, Ha salido",,,
109.0,16/11/2025 23-03-05,Wizz Air Malta,W46020,Rome (FCO),21:35,Ha salido,,,
110.0,16/11/2025 23-03-05,Ryanair,FR5752,Valletta (MLA),21:45,Ha salido,,,
111.0,16/11/2025 23-03-05,Easyjet,U22706,Bristol (BRS),21:50,Ha salido,,,
112.0,16/11/2025 23-03-05,Volotea,V71415,Verona (VRN),21:55,Ha salido,,,
113.0,16/11/2025 23-03-05,Wizz Air,W64116,Belgrade (BEG),21:55,"Retrasado, Ha salido",,,
114.0,16/11/2025 23-03-05,Wizz Air Malta,W45154,Tirana (TIA),22:45,Ha salido,,,
115.0,16/11/2025 23-03-05,Ryanair,FR5220,Bologna (BLQ),22:50,"Retrasado, Ha salido",,,
116.0,16/11/2025 23-03-05,Wizz Air,W61706,Gdansk (GDN),22:50,Ha salido,,,
117.0,16/11/2025 23-03-05,Ryanair,FR9406,Fes (FEZ),23:15,Ha salido,,,
118.0,17/11/2025 14-06-56,Ryanair,FR3180,Rome (FCO),06:00,Ha salido,,,
119.0,17/11/2025 14-06-56,Ryanair,FR846,Milan (BGY),06:10,"Retrasado, Ha salido",,,
120.0,17/11/2025 14-06-56,easyJet Europe,EC7105,Geneva (GVA),06:15,Ha salido,,,
121.0,17/11/2025 14-06-56,Ryanair,FR2233,Al Aaroui (NDR),06:20,"Retrasado, Ha salido",,,
122.0,17/11/2025 14-06-56,Ryanair,FR8384,Budapest (BUD),06:25,Ha salido,,,
123.0,17/11/2025 14-06-56,Ryanair,FR3078,Lisbon (LIS),06:30,Ha salido,,,
124.0,17/11/2025 14-06-56,easyJet Europe,EC8062,London (LGW),06:45,"Retrasado, Ha salido",,,
125.0,17/11/2025 14-06-56,Ryanair,FR3035,Krakow (KRK),06:45,Ha salido,,,
126.0,17/11/2025 14-06-56,Ryanair,FR8215,London (STN),06:45,Ha salido,,,
127.0,17/11/2025 14-06-56,easyJet Europe,EC7141,Strasbourg (SXB),07:20,Ha salido,,,
128.0,17/11/2025 14-06-56,easyJet Europe,EC7151,Milan (MXP),07:20,Ha salido,,,
129.0,17/11/2025 14-06-56,Ryanair,FR3028,Ibiza (IBZ),07:35,Ha salido,,,
130.0,17/11/2025 14-06-56,Lauda Europe,LW1342,Palma de Mallorca (PMI),07:40,Ha salido,,,
131.0,17/11/2025 14-06-56,Ryanair,FR1165,Sevilla (SVQ),07:55,Ha salido,,,
132.0,17/11/2025 14-06-56,Norwegian Air Sweden AOC,D85510,Copenhagen (CPH),08:00,Ha salido,,,
133.0,17/11/2025 14-06-56,Ryanair,FR58,Napoli (NAP),08:35,Ha salido,,,
134.0,17/11/2025 14-06-56,Ryanair,FR575,Bologna (BLQ),08:40,Ha salido,,,
135.0,17/11/2025 14-06-56,easyJet Europe,EC1376,Geneva (GVA),08:45,Ha salido,,,
136.0,17/11/2025 14-06-56,Lauda Europe,LW12,Vienna (VIE),09:00,Ha salido,,,
137.0,17/11/2025 14-06-56,Ryanair,FR6078,Ouarzazate (OZZ),09:05,Ha salido,,,
138.0,17/11/2025 14-06-56,Wizz Air,W62048,Krakow (KRK),09:05,Ha salido,,,
139.0,17/11/2025 14-06-56,Volotea,V72327,Strasbourg (SXB),09:10,"Retrasado, Ha salido",,,
140.0,17/11/2025 14-06-56,Air Arabia Maroc,3O398,Rabat (RBA),09:20,Ha salido,,,
141.0,17/11/2025 14-06-56,Eurowings,EW2521,Stuttgart (STR),09:20,Ha salido,,,
142.0,17/11/2025 14-06-56,Wizz Air Malta,W43176,Bucharest (OTP),09:25,Ha salido,,,
143.0,17/11/2025 14-06-56,Wizz Air Malta,W45088,Tirana (TIA),09:25,Ha salido,,,
144.0,17/11/2025 14-06-56,Wizz Air,W62376,Budapest (BUD),09:25,Ha salido,,,
145.0,17/11/2025 14-06-56,Volotea,V73573,Asturias (OVD),09:30,"Retrasado, Ha salido",,,
146.0,17/11/2025 14-06-56,easyJet Europe,EC1030,"Basel, Switzerland/Mulhouse (BSL)",09:35,Ha salido,,,
147.0,17/11/2025 14-06-56,Ryanair,FR2834,Charleroi (CRL),09:40,"Retrasado, Ha salido",,,
148.0,17/11/2025 14-06-56,Transavia,HV6062,Rotterdam (RTM),09:40,Ha salido,,,
149.0,17/11/2025 14-06-56,Eurowings,EW9441,Dusseldorf (DUS),09:45,Ha salido,,,
150.0,17/11/2025 14-06-56,Ryanair,FR2495,Palma de Mallorca (PMI),09:45,"Retrasado, Ha salido",,,
151.0,17/11/2025 14-06-56,Ryanair,FR4545,Porto (OPO),09:50,Ha salido,,,
152.0,17/11/2025 14-06-56,Air Serbia,JU581,Belgrade (BEG),09:55,Ha salido,,,
153.0,17/11/2025 14-06-56,easyJet Europe,EC7656,Lisbon (LIS),10:00,Ha salido,,,
154.0,17/11/2025 14-06-56,Transavia,HV5132,Amsterdam (AMS),10:05,Ha salido,,,
155.0,17/11/2025 14-06-56,Transavia,TO4751,Paris (ORY),10:05,"Retrasado, Ha salido",,,
156.0,17/11/2025 14-06-56,Wizz Air Malta,W46018,Rome (FCO),10:05,"Retrasado, Ha salido",,,
157.0,17/11/2025 14-06-56,Ryanair,FR6559,Liverpool (LPL),10:15,Ha salido,,,
158.0,17/11/2025 14-06-56,Wizz Air,W61476,Warsaw (WAW),10:15,"Retrasado, Ha salido",,,
159.0,17/11/2025 14-06-56,Ryanair,FR3143,Milan (BGY),10:20,"Retrasado, Ha salido",,,
160.0,17/11/2025 14-06-56,Easyjet,U22324,London (LTN),10:25,"Retrasado, Ha salido",,,
161.0,17/11/2025 14-06-56,Ryanair,FR7808,London (LTN),10:35,Ha salido,,,
162.0,17/11/2025 14-06-56,easyJet Europe,EC7131,Nice/Cote D'Azur (NCE),10:40,Ha salido,,,
163.0,17/11/2025 14-06-56,Easyjet,U28056,London (LGW),10:40,"Retrasado, Ha salido",,,
164.0,17/11/2025 14-06-56,Ryanair,FR2239,Marrakech (RAK),10:45,Ha salido,,,
165.0,17/11/2025 14-06-56,Ryanair,FR3121,Beauvais (BVA),10:45,Ha salido,,,
166.0,17/11/2025 14-06-56,Ryanair,FR3976,Dublin (DUB),10:45,Ha salido,,,
167.0,17/11/2025 14-06-56,Ryanair,FR3039,Prague (PRG),10:55,"Retrasado, Programado",,,
168.0,17/11/2025 14-06-56,Ryanair,FR9045,London (STN),11:00,Programado,,,
169.0,17/11/2025 14-06-56,Easyjet,U22002,Manchester (MAN),11:20,"Retrasado, Ha salido",,,
170.0,17/11/2025 14-06-56,FLYONE Armenia,3F232,Yerevan (EVN),11:30,Ha salido,,,
171.0,17/11/2025 14-06-56,Aer Lingus,EI563,Dublin (DUB),11:30,Ha salido,,,
172.0,17/11/2025 14-06-56,Ryanair,FR7539,Milan (MXP),11:30,Ha salido,,,
173.0,17/11/2025 14-06-56,Transavia,TO4755,Paris (ORY),11:30,Ha salido,,,
174.0,17/11/2025 14-06-56,Ryanair,FR1279,Copenhagen (CPH),11:35,Ha salido,,,
175.0,17/11/2025 14-06-56,easyJet Europe,EC7197,Birmingham (BHX),11:40,Ha salido,,,
176.0,17/11/2025 14-06-56,Ryanair,FR777,Venice (VCE),11:55,Ha salido,,,
177.0,17/11/2025 14-06-56,Ryanair,FR8217,London (STN),12:00,Ha salido,,,
178.0,17/11/2025 14-06-56,Jet2,LS232,Leeds Bradford (LBA),12:00,Ha salido,,,
179.0,17/11/2025 14-06-56,Ryanair,FR3129,Ibiza (IBZ),12:35,"Retrasado, Ha salido",,,
180.0,17/11/2025 14-06-56,Ryanair,FR6973,Rome (FCO),12:35,"Retrasado, Ha salido",,,
181.0,17/11/2025 14-06-56,Ryanair,FR774,Torino (TRN),12:40,Ha salido,,,
182.0,17/11/2025 14-06-56,Pegasus Airlines,PC1092,Istanbul (SAW),12:45,Ha salido,,,
183.0,17/11/2025 14-06-56,Norwegian Air Sweden AOC,D83657,Copenhagen (CPH),12:50,Ha salido,,,
184.0,17/11/2025 14-06-56,easyJet Europe,EC7137,Lyon (LYS),12:55,Ha salido,,,
185.0,17/11/2025 14-06-56,Wizz Air,W67022,Bratislava (BTS),12:55,"Retrasado, Ha salido",,,
186.0,17/11/2025 14-06-56,Ryanair,FR3108,Luxembourg (LUX),13:00,"Retrasado, Ha salido",,,
187.0,17/11/2025 14-06-56,Wizz Air Malta,W46330,Milan (MXP),13:10,Ha salido,,,
188.0,17/11/2025 14-06-56,Ryanair,FR8631,Tanger (TNG),13:20,Ha salido,,,
189.0,17/11/2025 14-06-56,HiSky,H4264,Bucharest (OTP),13:20,Ha salido,,,
190.0,17/11/2025 14-06-56,Norwegian Air Sweden AOC,D81741,Oslo (OSL),13:25,Ha salido,,,
191.0,17/11/2025 14-06-56,Eurowings,EW521,Cologne-Bonn (CGN),13:25,Ha salido,,,
192.0,17/11/2025 14-06-56,Pegasus Airlines,PC1528,Izmir (ADB),13:30,Ha salido,,,
193.0,17/11/2025 14-06-56,Luxair,LG3592,Luxembourg (LUX),13:35,"Retrasado, Ha salido",,,
194.0,17/11/2025 14-06-56,easyJet Europe,EC7153,Milan (MXP),13:40,"Retrasado, Ha salido",,,
195.0,17/11/2025 14-06-56,Ryanair,FR4585,Porto (OPO),13:40,"Retrasado, Ha salido",,,
196.0,17/11/2025 14-06-56,Turkish Airlines,TK608,Ankara (ESB),13:40,"Retrasado, Ha salido",,,
197.0,17/11/2025 14-06-56,Ryanair,FR3189,Fes (FEZ),13:50,"Retrasado, Ha salido",,,
198.0,17/11/2025 14-06-56,Jet2,LS804,Manchester (MAN),13:50,Ha salido,,,
199.0,17/11/2025 14-06-56,Ryanair,FR3792,Birmingham (BHX),13:55,Ha salido,,,
200.0,17/11/2025 14-06-56,Air Baltic,BT684,Riga (RIX),14:05,"Retrasado, Ha salido",,,
201.0,17/11/2025 14-06-56,Ryanair,FR2889,Palma de Mallorca (PMI),14:05,"Retrasado, Ha salido",,,
202.0,17/11/2025 14-06-56,Norwegian Air Sweden AOC,D85502,Stockholm (ARN),14:40,Ha salido,,,
203.0,17/11/2025 14-06-56,Bluebird Airways,BZ251,Tel Aviv (TLV),14:45,Ha salido,,,
204.0,17/11/2025 14-06-56,easyJet Europe,EC7107,Geneva (GVA),14:45,"Retrasado, Ha salido",,,
205.0,17/11/2025 14-06-56,Volotea,V71443,Ancona (AOI),14:45,Ha salido,,,
206.0,17/11/2025 14-06-56,Wizz Air,W64406,Sofia (SOF),14:50,"Retrasado, Ha salido",,,
207.0,17/11/2025 14-06-56,easyJet Europe,EC4212,Napoli (NAP),14:55,Ha salido,,,
208.0,17/11/2025 14-06-56,SmartWings,QS1059,Prague (PRG),14:55,"Retrasado, Ha salido",,,
209.0,17/11/2025 14-06-56,Air Arabia Maroc,3O376,Al Aaroui (NDR),15:00,Ha salido,,,
210.0,17/11/2025 14-06-56,Ryanair,FR3146,Oujda (OUD),15:10,Ha salido,,,
211.0,17/11/2025 14-06-56,Ryanair,FR1681,Frankfurt-Hahn (HHN),15:35,Ha salido,,,
212.0,17/11/2025 14-06-56,Wizz Air Malta,W46728,Venice (VCE),15:40,Ha salido,,,
213.0,17/11/2025 14-06-56,Pegasus Airlines,PC1094,Istanbul (SAW),15:45,"Retrasado, Ha salido",,,
214.0,17/11/2025 14-06-56,Ryanair,FR867,Venice (VCE),16:05,Ha salido,,,
215.0,17/11/2025 14-06-56,Ryanair,FR9811,London (STN),16:05,Ha salido,,,
216.0,17/11/2025 14-06-56,Wizz Air Malta,W43564,Timisoara (TSR),16:25,"Retrasado, Ha salido",,,
217.0,17/11/2025 14-06-56,Volotea,V73735,Murcia (RMU),16:35,Ha salido,,,
218.0,17/11/2025 14-06-56,Ryanair,FR2507,Cologne-Bonn (CGN),16:45,Ha salido,,,
219.0,17/11/2025 14-06-56,Ryanair,FR5718,Bratislava (BTS),16:50,Ha salido,,,
220.0,17/11/2025 14-06-56,Ryanair,FR6305,Milan (BGY),16:50,Ha salido,,,
221.0,17/11/2025 14-06-56,BUZZ,RR6874,Dublin (DUB),16:55,"Retrasado, Ha salido",,,
222.0,17/11/2025 14-06-56,Easyjet,U23372,Liverpool (LPL),17:00,Ha salido,,,
223.0,17/11/2025 14-06-56,Ryanair,FR5270,Manchester (MAN),17:05,Ha salido,,,
224.0,17/11/2025 14-06-56,BUZZ,RR6300,Sofia (SOF),17:05,Ha salido,,,
225.0,17/11/2025 14-06-56,easyJet Europe,EC7173,Berlin (BER),17:10,Ha salido,,,
226.0,17/11/2025 14-06-56,Volotea,V73700,Vitoria (VIT),17:15,Ha salido,,,
227.0,17/11/2025 14-06-56,Wizz Air,W67920,Kopitnari (KUT),17:15,"Retrasado, Ha salido",,,
228.0,17/11/2025 14-06-56,Ryanair,FR1786,Vilnius (VNO),17:30,Ha salido,,,
229.0,17/11/2025 14-06-56,Ryanair,FR2922,Brussels (BRU),17:30,Ha salido,,,
230.0,17/11/2025 14-06-56,easyJet Europe,EC3737,Milan (MXP),17:35,Ha salido,,,
231.0,17/11/2025 14-06-56,easyJet Europe,EC7199,Edinburgh (EDI),17:35,Ha salido,,,
232.0,17/11/2025 14-06-56,Transavia,HV5134,Amsterdam (AMS),17:50,"Retrasado, Ha salido",,,
233.0,17/11/2025 14-06-56,BUZZ,RR333,Gdansk (GDN),17:55,Ha salido,,,
234.0,17/11/2025 14-06-56,Ryanair,FR269,Milan (MXP),18:00,"Retrasado, Ha salido",,,
235.0,17/11/2025 14-06-56,easyJet Europe,EC7205,Southampton (SOU),18:05,Ha salido,,,
236.0,17/11/2025 14-06-56,Ryanair,FR3320,Milan (BGY),18:30,Ha salido,,,
237.0,17/11/2025 14-06-56,Wizz Air Malta,W43686,Iasi (IAS),18:30,Ha salido,,,
238.0,17/11/2025 14-06-56,Ryanair,FR3174,Ibiza (IBZ),18:45,"Retrasado, Ha salido",,,
239.0,17/11/2025 14-06-56,Wizz Air,W61478,Warsaw (WAW),19:00,Ha salido,,,
240.0,17/11/2025 14-06-56,Ryanair,FR3185,Rabat (RBA),19:05,"Retrasado, Ha salido",,,
241.0,17/11/2025 14-06-56,Ryanair,FR9307,Cork (ORK),19:15,Ha salido,,,
242.0,17/11/2025 14-06-56,Ryanair,FR8231,London (STN),19:25,Ha salido,,,
243.0,17/11/2025 14-06-56,Eurowings,E69443,Dusseldorf (DUS),19:35,"Retrasado, Ha salido",,,
244.0,17/11/2025 14-06-56,Eurowings,EW7521,Hamburg (HAM),19:40,Ha salido,,,
245.0,17/11/2025 14-06-56,Lauda Europe,LW2896,Palma de Mallorca (PMI),19:40,Ha salido,,,
246.0,17/11/2025 14-06-56,Wizz Air,W61706,Gdansk (GDN),19:40,Ha salido,,,
247.0,17/11/2025 14-06-56,Ryanair,FR133,Berlin (BER),19:45,Ha salido,,,
248.0,17/11/2025 14-06-56,Lauda Europe,LW7351,Vienna (VIE),19:45,Ha salido,,,
249.0,17/11/2025 14-06-56,Easyjet,U28058,London (LGW),19:45,Ha salido,,,
250.0,17/11/2025 14-06-56,Volotea,V71415,Verona (VRN),19:55,Ha salido,,,
251.0,17/11/2025 14-06-56,Wizz Air,W64666,Larnaca (LCA),19:55,Ha salido,,,
252.0,17/11/2025 14-06-56,Ryanair,FR3080,Malaga (AGP),20:00,Ha salido,,,
253.0,17/11/2025 14-06-56,Air Arabia Maroc,3O378,Tanger (TNG),20:05,Ha salido,,,
254.0,17/11/2025 14-06-56,Ryanair,FR3807,Charleroi (CRL),20:05,Ha salido,,,
255.0,17/11/2025 14-06-56,Ryanair,FR6341,Rome (FCO),20:10,Ha salido,,,
256.0,17/11/2025 14-06-56,Ryanair,FR6597,Manchester (MAN),20:10,Ha salido,,,
