Unnamed: 0,fecha_scrapeo,Name_company,Num_flight,Name_Destiny,Time_flight,flight_state,flight_capacity,Aircraft,Gate
,27/Nov/2025,Ryanair,FR149,Berlin (BER),15:40,"En hora, Ha salido",,,S21
,27/Nov/2025,Wizz Air Malta,W46728,Venice (VCE),15:40,"En hora, Ha salido",,,S25
,27/Nov/2025,Ryanair,FR2922,Brussels (BRU),16:05,"En hora, Ha salido",,,U32
,27/Nov/2025,Volotea,V73573,Asturias (OVD),16:05,"En hora, Ha salido",,,S24
,27/Nov/2025,Volotea,V73700,Vitoria (VIT),16:15,"En hora, Ha salido",,,S23
,27/Nov/2025,Ryanair,FR9045,London (STN),16:30,"En hora, Ha salido",,,Y58
,27/Nov/2025,Ryanair,FR9913,Tallinn (TLL),16:30,"En hora, Ha salido",,,U37
,27/Nov/2025,Ryanair,FR4585,Porto (OPO),16:35,"En hora, Ha salido",,,U31
,27/Nov/2025,easyJet Europe,EC1378,Geneva (GVA),16:50,"Retrasado, Ha salido 17:02",,,R11
,27/Nov/2025,Ryanair,FR2098,Bologna (BLQ),17:15,"En hora, Ha salido",,,U41
,27/Nov/2025,easyJet Europe,EC7173,Berlin (BER),17:25,"En hora, Ha salido",,,R9
,27/Nov/2025,BUZZ,RR8394,Budapest (BUD),17:30,"Retrasado, Ha salido 17:40",,,U33
,27/Nov/2025,Volotea,V72327,Strasbourg (SXB),17:30,"En hora, Ha salido",,,S21
,27/Nov/2025,Transavia,HV5136,Amsterdam (AMS),17:45,"En hora, Ha salido",,,U35
,27/Nov/2025,BUZZ,RR6300,Sofia (SOF),17:45,"En hora, Ha salido",,,S20
,27/Nov/2025,Ryanair,FR5718,Bratislava (BTS),18:00,"Retrasado, Ha salido 18:15",,,U37
,27/Nov/2025,Ryanair,FR6341,Rome (FCO),18:00,"En hora, Ha salido",,,S26
,27/Nov/2025,easyJet Europe,EC7139,Rennes/Saint-Jacques (RNS),18:15,"En hora, Ha salido",,,R10
,27/Nov/2025,Ryanair,FR3078,Lisbon (LIS),18:30,"En hora, Ha salido",,,U31
,27/Nov/2025,Ryanair,FR6394,Dublin (DUB),18:30,"En hora, Ha salido",,,W42
,27/Nov/2025,easyJet Europe,EC7103,"Basel, Switzerland/Mulhouse (BSL)",18:40,"En hora, Ha salido",,,R13
,27/Nov/2025,Ryanair,FR3800,Birmingham (BHX),18:45,"En hora, Ha salido",,,Y55
,27/Nov/2025,Wizz Air Malta,W43180,Bucharest (OTP),18:45,"En hora, Ha salido",,,S25
,27/Nov/2025,Wizz Air,W61176,Katowice (KTW),18:55,"En hora, Ha salido",,A320,U34
,27/Nov/2025,BUZZ,RR3193,Riga (RIX),19:05,"En hora, Ha salido",,,U36
,27/Nov/2025,easyJet Europe,EC7155,Milan (MXP),19:15,"En hora, Ha salido",,,R12
,27/Nov/2025,Ryanair,FR1342,Palma de Mallorca (PMI),19:25,"En hora, Ha salido",,,R14
,27/Nov/2025,Ryanair,FR8217,London (STN),19:25,"En hora, Ha salido",,B738,W45
,27/Nov/2025,,E69443,Dusseldorf (DUS),19:35,"Retrasado, Ha salido 20:02",,,S20
,27/Nov/2025,Wizz Air,W64406,Sofia (SOF),19:35,"En hora, Ha salido",,A21N,U33
,27/Nov/2025,Air Arabia Maroc,3O378,Tanger (TNG),19:40,"Retrasado, Ha salido 19:57",,,Y57
,27/Nov/2025,Eurowings,EW2521,Stuttgart (STR),19:40,"Retrasado, Ha salido 20:37",,,S25
,27/Nov/2025,Wizz Air,W61478,Warsaw (WAW),19:40,"En hora, Ha salido",,,U32
,27/Nov/2025,Ryanair,FR8598,Reggio Calabria (REG),19:45,"En hora, Ha salido",,,U35
,27/Nov/2025,Easyjet,U28058,London (LGW),19:45,"En hora, Ha salido",,,M8
,27/Nov/2025,Ryanair,FR8631,Tanger (TNG),19:55,"En hora, Ha salido",,,Y58
,27/Nov/2025,Volotea,V72167,Lille/Lesquin (LIL),19:55,"En hora, Ha salido",,,S23
,27/Nov/2025,Transavia,HV6788,Eindhoven (EIN),20:00,"En hora, Ha salido",,,U31
,27/Nov/2025,easyJet Europe,EC1956,Milan (LIN),20:15,"En hora, Ha salido",,,R9
,27/Nov/2025,Air Arabia Maroc,3O376,Al Aaroui (NDR),20:25,"Retrasado, Ha salido 21:40",,,Y54
,27/Nov/2025,Ryanair,FR3143,Milan (BGY),20:25,"En hora, Ha salido",,,R11
,27/Nov/2025,Ryanair,FR4587,Porto (OPO),20:45,"En hora, Ha salido",,,R13
,27/Nov/2025,Wizz Air,W62378,Budapest (BUD),20:45,"En hora, Ha salido",,,S24
,27/Nov/2025,Transavia,TO4759,Paris (ORY),20:50,"En hora, Ha salido",,,U36
,27/Nov/2025,Easyjet,U22324,London (LTN),20:55,"En hora, Ha salido",,,M6
,27/Nov/2025,Wizz Air,W64738,Skopje (SKP),20:55,"En hora, Ha salido",,,W46
,27/Nov/2025,BUZZ,RR333,Gdansk (GDN),21:00,"En hora, Ha salido",,,R10
,27/Nov/2025,Aer Lingus,EI565,Dublin (DUB),21:05,"En hora, Ha salido",,,Y55
,27/Nov/2025,easyJet Europe,EC1380,Geneva (GVA),21:15,"Retrasado, Ha salido 21:53",,,R12
,27/Nov/2025,Ryanair,FR1527,Valletta (MLA),21:20,"Retrasado, Ha salido 21:45",,,U37
,27/Nov/2025,Wizz Air Malta,W43178,Bucharest (BBU),21:20,"En hora, Ha salido",,,S23
,27/Nov/2025,Wizz Air Malta,W43406,Cluj-Napoca (CLJ),21:25,"En hora, Ha salido",,,R14
,27/Nov/2025,BUZZ,RR3035,Krakow (KRK),21:30,"En hora, Ha salido",,,U32
,27/Nov/2025,BUZZ,RR4084,Warsaw (WMI),21:30,"En hora, Ha salido",,,S21
,27/Nov/2025,Wizz Air Malta,W46020,Rome (FCO),21:35,"En hora, Ha salido",,,S20
,27/Nov/2025,Wizz Air,W64116,Belgrade (BEG),22:10,"Retrasado, Programado 22:27",,,W45
,27/Nov/2025,Wizz Air Malta,W45154,Tirana (TIA),22:45,"En hora, Programado",,,Y57
,28/Nov/2025,easyJet Europe,EC7105,Geneva (GVA),06:10,"En hora, Ha salido",,,R11
,28/Nov/2025,Ryanair,FR8183,Bologna (BLQ),06:10,"En hora, Ha salido",,,U33
,28/Nov/2025,Ryanair,FR8231,London (STN),06:10,"En hora, Ha salido",,,W44
,28/Nov/2025,Ryanair,FR777,Venice (VCE),06:20,"En hora, Ha salido",,B738,U35
,28/Nov/2025,Ryanair,FR846,Milan (BGY),06:25,"Retrasado, Ha salido 06:35",,,S23
,28/Nov/2025,Ryanair,FR133,Berlin (BER),06:35,"Retrasado, Ha salido 06:45",,,U31
,28/Nov/2025,Ryanair,FR4545,Porto (OPO),06:45,"En hora, Ha salido",,,S21
,28/Nov/2025,easyJet Europe,EC7101,"Basel, Switzerland/Mulhouse (BSL)",07:20,"En hora, Ha salido",,,R10
,28/Nov/2025,easyJet Europe,EC7199,Edinburgh (EDI),07:20,"En hora, Ha salido",,,M3
,28/Nov/2025,Lauda Europe,LW2889,Palma de Mallorca (PMI),07:40,"En hora, Ha salido",,Airbus A320,R13
,28/Nov/2025,Norwegian Air Sweden AOC,D85502,Stockholm (ARN),08:00,"En hora, Ha salido",,,U37
,28/Nov/2025,Ryanair,FR3976,Dublin (DUB),08:00,"En hora, Ha salido",,,Y59
,28/Nov/2025,Ryanair,FR3185,Rabat (RBA),08:10,"En hora, Ha salido",,,W46
,28/Nov/2025,Ryanair,FR6973,Rome (FCO),08:15,"En hora, Ha salido",,,U32
,28/Nov/2025,easyJet Europe,EC1376,Geneva (GVA),08:40,"En hora, Ha salido",,,R11
,28/Nov/2025,Ryanair,FR5752,Valletta (MLA),08:40,"Retrasado, Ha salido 08:51",,,U31
,28/Nov/2025,Ryanair,FR1165,Sevilla (SVQ),09:00,"En hora, Ha salido",,Boeing 737-800,S20
,28/Nov/2025,Wizz Air,W62048,Krakow (KRK),09:05,"Retrasado, Ha salido 11:23",,,S24
,28/Nov/2025,easyJet Europe,EC3737,Milan (MXP),09:10,"Retrasado, Ha salido 10:04",,,R10
,28/Nov/2025,Ryanair,FR2834,Charleroi (CRL),09:15,"En hora, Ha salido",,,U33
,28/Nov/2025,Air Arabia Maroc,3O374,Casablanca (CMN),09:25,"En hora, Ha salido",,,W44
,28/Nov/2025,Lauda Europe,LW12,Vienna (VIE),09:25,"Retrasado, Ha salido 09:50",,,R13
,28/Nov/2025,Wizz Air Malta,W43176,Bucharest (OTP),09:25,"En hora, Ha salido",,,S23
,28/Nov/2025,Wizz Air Malta,W45088,Tirana (TIA),09:25,"En hora, Ha salido",,A21N,Y54
,28/Nov/2025,Wizz Air,W62376,Budapest (BUD),09:25,"En hora, Ha salido",,,U35
,28/Nov/2025,Ryanair,FR3028,Ibiza (IBZ),09:40,"En hora, Ha salido",,,S26
,28/Nov/2025,Ryanair,FR3320,Milan (BGY),09:45,"Retrasado, Ha salido 10:45",,,R11
,28/Nov/2025,Transavia,HV6788,Eindhoven (EIN),09:45,"En hora, Ha salido",,,R14
,28/Nov/2025,Easyjet,U26654,Birmingham (BHX),09:45,"Retrasado, Ha salido",,Airbus A320,M
,28/Nov/2025,Air Arabia Maroc,3O378,Tanger (TNG),09:50,"En hora, Ha salido",,,W45
,28/Nov/2025,easyJet Europe,EC7656,Lisbon (LIS),09:55,"Retrasado, Ha salido 10:12",,,R11
,28/Nov/2025,Air Serbia,JU581,Belgrade (BEG),09:55,"En hora, Ha salido",,,Y58
,28/Nov/2025,Ryanair,FR9015,London (STN),10:00,"En hora, Ha salido",,,W42
,28/Nov/2025,Wizz Air Malta,W46018,Rome (FCO),10:00,"Retrasado, Ha salido 10:17",,A21N,S24
,28/Nov/2025,Ryanair,FR6920,Dublin (DUB),10:05,"En hora, Ha salido",,,Y55
,28/Nov/2025,Transavia,HV5132,Amsterdam (AMS),10:05,"Retrasado, Ha salido 10:19",,,U31
,28/Nov/2025,Eurowings,EW7521,Hamburg (HAM),10:10,"En hora, Ha salido",,A320,S20
,28/Nov/2025,Wizz Air,W61476,Warsaw (WAW),10:15,Ha salido,,Airbus A320,S
,28/Nov/2025,Ryanair,FR2239,Marrakech (RAK),10:20,"En hora, Ha salido",,,Y57
,28/Nov/2025,Easyjet,U22002,Manchester (MAN),10:25,"En hora, Ha salido",,,M8
,28/Nov/2025,easyJet Europe,EC7131,Nice/Cote D'Azur (NCE),10:30,"Retrasado, Ha salido 10:41",,,R15
,28/Nov/2025,Ryanair,FR6267,Edinburgh (EDI),10:30,"En hora, Ha salido",,,W44
,28/Nov/2025,easyJet Europe,EC4212,Napoli (NAP),10:35,"En hora, Ha salido",,,R9
,28/Nov/2025,Transavia,HV6064,Rotterdam (RTM),10:40,"En hora, Ha salido",,,U35
,28/Nov/2025,Easyjet,U22704,Bristol (BRS),10:50,"Retrasado, Ha salido 11:07",,,M3
,28/Nov/2025,Ryanair,FR5270,Manchester (MAN),10:55,"En hora, Ha salido",,,Y54
,28/Nov/2025,BUZZ,RR8384,Budapest (BUD),11:00,"En hora, Ha salido",,,S21
,28/Nov/2025,Ryanair,FR3166,Palermo (PMO),11:10,"En hora, Ha salido",,,S25
,28/Nov/2025,Ryanair,FR269,Milan (MXP),11:20,Cancelado 11:20,,,
,28/Nov/2025,FLYONE Armenia,3F232,Yerevan (EVN),11:30,Ha salido,,Airbus A320,W
,28/Nov/2025,Aer Lingus,EI563,Dublin (DUB),11:35,"En hora, Ha salido",,,Y58
,28/Nov/2025,Ryanair,FR3121,Beauvais (BVA),11:35,"En hora, Ha salido",,B38M,R14
,28/Nov/2025,Lauda Europe,LW2896,Palma de Mallorca (PMI),11:35,"En hora, Ha salido",,Airbus A320,S20
,28/Nov/2025,easyJet Europe,EC7141,Strasbourg (SXB),11:45,"En hora, Ha salido",,,R12
,28/Nov/2025,BUZZ,RR3049,Krakow (KRK),11:45,"En hora, Ha salido",,,U33
,28/Nov/2025,Easyjet,U28056,London (LGW),11:45,"En hora, Ha salido",,,M6
,28/Nov/2025,Icelandair,FI597,Keflavik (KEF),11:50,"Retrasado, Ha salido 12:56",,B752,S22
,28/Nov/2025,Ryanair,FR774,Torino (TRN),11:55,"En hora, Ha salido",,,U31
,28/Nov/2025,easyJet Europe,EC8064,London (LGW),12:15,"Retrasado, Ha salido 12:27",,,M8
,28/Nov/2025,Ryanair,FR4585,Porto (OPO),12:15,"En hora, Ha salido",,,U35
,28/Nov/2025,Norwegian Air Sweden AOC,D83657,Copenhagen (CPH),12:30,"Retrasado, Ha salido 12:47",,,U32
,28/Nov/2025,Ryanair,FR575,Bologna (BLQ),12:45,"En hora, Ha salido",,B38M,R11
,28/Nov/2025,Ryanair,FR58,Napoli (NAP),12:45,"Retrasado, Ha salido",,Boeing 737-800,U
,28/Nov/2025,Pegasus Airlines,PC1092,Istanbul (SAW),12:45,"En hora, Ha salido",,,Y55
,28/Nov/2025,Ryanair,FR6874,Dublin (DUB),12:55,"Retrasado, Ha salido 13:18",,B738,W42
,28/Nov/2025,Wizz Air,W67022,Bratislava (BTS),12:55,"Retrasado, Programado 15:25",,,
,28/Nov/2025,Wizz Air Malta,W46330,Milan (MXP),13:10,"Retrasado, Ha salido 13:42",,,S24
,28/Nov/2025,HiSky,H4264,Bucharest (OTP),13:20,"En hora, Ha salido",,A320,R13
,28/Nov/2025,Norwegian Air Shuttle,DY1741,Oslo (OSL),13:25,"En hora, Ha salido",,,S23
,28/Nov/2025,Pegasus Airlines,PC1528,Izmir (ADB),13:30,"En hora, Ha salido",,A320,Y57
,28/Nov/2025,Turkish Airlines,TK608,Ankara (ESB),13:40,"En hora, Ha salido",,B738,W45
,28/Nov/2025,Ryanair,FR6078,Ouarzazate (OZZ),13:50,"Retrasado, Programado 14:32",,,W42
,28/Nov/2025,Jet2,LS804,Manchester (MAN),13:50,"Retrasado, Ha salido 14:06",,,W44
,28/Nov/2025,Ryanair,FR3180,Rome (FCO),13:55,"En hora, Ha salido",,B738,S21
,28/Nov/2025,Air Baltic,BT684,Riga (RIX),14:05,"En hora, Ha salido",,BCS3,U35
,28/Nov/2025,easyJet Europe,EC7153,Milan (MXP),14:20,"En hora, Ha salido",,,R15
,28/Nov/2025,Lauda Europe,LW7351,Vienna (VIE),14:20,"En hora, Programado",,,R14
,28/Nov/2025,Transavia,TO4755,Paris (ORY),14:20,"Retrasado, Programado 14:40",,,U31
,28/Nov/2025,Ryanair,FR8215,London (STN),14:35,"En hora, Programado",,,Y58
,28/Nov/2025,easyJet Europe,EC7107,Geneva (GVA),14:40,"En hora, Programado",,,R11
,28/Nov/2025,Volotea,V71443,Ancona (AOI),14:45,"En hora, Programado",,,S20
,28/Nov/2025,Wizz Air,W64406,Sofia (SOF),14:50,"Retrasado, Programado 15:20",,,
,28/Nov/2025,Ryanair,FR2507,Cologne-Bonn (CGN),14:55,"En hora, Programado",,,S24
,28/Nov/2025,Ryanair,FR867,Venice (VCE),14:55,"En hora, Programado",,,U37
,28/Nov/2025,SmartWings,QS1059,Prague (PRG),14:55,"En hora, Programado",,,U32
,28/Nov/2025,Ryanair,FR1342,Palma de Mallorca (PMI),15:00,"En hora, Programado",,Boeing 737-800,U41
,28/Nov/2025,Ryanair,FR5718,Bratislava (BTS),15:10,"En hora, Ha salido",,,S22
,28/Nov/2025,Volotea,V73735,Corvera (RMU),15:15,"En hora, Ha salido",,Airbus A319,S21
,28/Nov/2025,Ryanair,FR483,Malaga (AGP),15:25,"Retrasado, Ha salido 17:08",,Boeing 737 MAX 8,R14
,28/Nov/2025,Wizz Air Malta,W46728,Venice (VCE),15:40,"En hora, Ha salido",,,S23
,28/Nov/2025,Pegasus Airlines,PC1094,Istanbul (SAW),15:45,"Retrasado, Ha salido 16:01",,,Y55
,28/Nov/2025,Ryanair,FR9045,London (STN),16:05,"Retrasado, Ha salido 17:18",,,Y57
,28/Nov/2025,Norwegian Air Sweden AOC,D85510,Copenhagen (CPH),16:15,"En hora, Ha salido",,,U41
,28/Nov/2025,Ryanair,FR2925,Brussels (BRU),16:15,"En hora, Ha salido",,,U35
,28/Nov/2025,Ryanair,FR6985,Rome (FCO),16:15,"En hora, Ha salido",,,U31
,28/Nov/2025,Wizz Air Malta,W43564,Timisoara (TSR),16:25,"En hora, Ha salido",,,S20
,28/Nov/2025,Ryanair,FR3129,Ibiza (IBZ),16:45,"En hora, Ha salido",,,R12
,28/Nov/2025,easyJet Europe,EC7173,Berlin (BER),16:50,"Retrasado, Ha salido 17:05",,,R11
,28/Nov/2025,Volotea,V73700,Vitoria (VIT),16:50,"En hora, Ha salido",,,S22
,28/Nov/2025,Ryanair,FR878,Venice (VCE),16:55,"En hora, Ha salido",,,U33
,28/Nov/2025,Ryanair,FR4587,Porto (OPO),17:05,"En hora, Ha salido",,,S24
,28/Nov/2025,Wizz Air,W67920,Kopitnari (KUT),17:15,"En hora, Ha salido",,,Y54
,28/Nov/2025,Ryanair,FR3076,Stockholm (ARN),17:30,"En hora, Ha salido",,,U34
,28/Nov/2025,Volotea,V73573,Asturias (OVD),17:40,"En hora, Ha salido",,,S21
,28/Nov/2025,Transavia,HV5134,Amsterdam (AMS),17:45,"Retrasado, Ha salido 19:37",,,U35
,28/Nov/2025,Ryanair,FR6341,Rome (FCO),18:00,"En hora, Ha salido",,,U33
,28/Nov/2025,Ryanair,FR6353,Milan (BGY),18:00,"En hora, Ha salido",,,S20
,28/Nov/2025,easyJet Europe,EC7205,Southampton (SOU),18:10,"En hora, Ha salido",,,M8
,28/Nov/2025,Air Arabia Maroc,3O398,Rabat (RBA),18:30,"Retrasado, Ha salido 18:46",,,W45
,28/Nov/2025,FlyOne,5F5512,Chisinau (KIV),18:30,"En hora, Ha salido",,,Y55
,28/Nov/2025,Wizz Air Malta,W43686,Iasi (IAS),18:30,"En hora, Ha salido",,,S22
,28/Nov/2025,Ryanair,FR2098,Bologna (BLQ),18:35,"En hora, Ha salido",,,U31
,28/Nov/2025,easyJet Europe,EC7103,"Basel, Switzerland/Mulhouse (BSL)",18:45,"En hora, Ha salido",,,R11
,28/Nov/2025,Ryanair,FR3189,Fes (FEZ),18:50,"Retrasado, Ha salido 19:01",,,Y58
,28/Nov/2025,Wizz Air,W61478,Warsaw (WAW),19:00,"En hora, Ha salido",,,S25
,28/Nov/2025,easyJet Europe,EC7155,Milan (MXP),19:10,"En hora, Ha salido",,,R12
,28/Nov/2025,Ryanair,FR149,Berlin (BER),19:15,"En hora, Ha salido",,,U32
,28/Nov/2025,Ryanair,FR3078,Lisbon (LIS),19:20,"En hora, Ha salido",,,S23
,28/Nov/2025,BUZZ,RR6330,Sofia (SOF),19:20,"En hora, Ha salido",,,S24
,28/Nov/2025,Volotea,V72165,Nantes/Atlantique (NTE),19:30,"En hora, Ha salido",,,S20
,28/Nov/2025,Eurowings,EW9443,Dusseldorf (DUS),19:35,"Retrasado, Ha salido 19:49",,,U34
,28/Nov/2025,Ryanair,FR2330,Al Aaroui (NDR),19:35,"En hora, Ha salido",,,W42
,28/Nov/2025,Lauda Europe,LW7362,Vienna (VIE),19:40,"Retrasado, Ha salido 20:22",,,R14
,28/Nov/2025,Easyjet,U28058,London (LGW),19:40,"En hora, Ha salido",,,M6
,28/Nov/2025,Ryanair,FR6374,Beauvais (BVA),19:45,"Retrasado, Ha salido 20:12",,,U37
,28/Nov/2025,Eurowings,EW2521,Stuttgart (STR),19:55,"Retrasado, Ha salido 20:31",,,U33
,28/Nov/2025,Volotea,V71415,Verona (VRN),19:55,"En hora, Ha salido",,,S21
,28/Nov/2025,Wizz Air,W64666,Larnaca (LCA),19:55,"En hora, Ha salido",,,Y54
,28/Nov/2025,Ryanair,FR1527,Valletta (MLA),20:05,"En hora, Ha salido",,,R13
,28/Nov/2025,Ryanair,FR2402,Sevilla (SVQ),20:10,"Retrasado, Ha salido 21:05",,Boeing 737 MAX 8,R13
,28/Nov/2025,Ryanair,FR6275,Edinburgh (EDI),20:10,"Retrasado, Ha salido 20:24",,,Y55
,28/Nov/2025,Ryanair,FR6305,Milan (BGY),20:10,"En hora, Ha salido",,,U31
,28/Nov/2025,Wizz Air,W62096,Krakow (KRK),20:10,"En hora, Ha salido",,,S25
,28/Nov/2025,easyJet Europe,EC1956,Milan (LIN),20:15,"En hora, Ha salido",,,R11
,28/Nov/2025,Wizz Air Malta,W42940,Vienna (VIE),20:20,"En hora, Ha salido",,,S22
,28/Nov/2025,Ryanair,FR3792,Birmingham (BHX),20:25,"En hora, Ha salido",,,W45
,28/Nov/2025,T'Way Air,TW408,Seoul/Incheon (ICN),20:30,"En hora, Ha salido",,,W44
,28/Nov/2025,Volotea,V72135,Bordeaux (BOD),20:30,"Retrasado, Ha salido 20:40",,,S24
,28/Nov/2025,Ryanair,FR7539,Milan (MXP),20:35,"En hora, Ha salido",,,S23
,28/Nov/2025,Ryanair,FR8631,Tanger (TNG),20:35,"Retrasado, Programado 21:40",,,Y55
,28/Nov/2025,Air Serbia,JU585,Belgrade (BEG),20:35,"En hora, Ha salido",,,Y58
,28/Nov/2025,BUZZ,RR1786,Vilnius (VNO),20:35,"Retrasado, Ha salido 20:58",,,U34
,28/Nov/2025,Luxair,LG3592,Luxembourg (LUX),20:40,"Retrasado, Ha salido 20:59",,,R12
,28/Nov/2025,Wizz Air,W62378,Budapest (BUD),20:45,"Retrasado, Ha salido 21:02",,,S20
,28/Nov/2025,Ryanair,FR5710,Napoli (NAP),20:50,"Retrasado, Ha salido 21:25",,,U35
,28/Nov/2025,Transavia,TO4759,Paris (ORY),20:50,"Retrasado, Ha salido 21:13",,,U32
,28/Nov/2025,Easyjet,U22326,London (LTN),20:55,"En hora, Ha salido",,,M8
,28/Nov/2025,BUZZ,RR8394,Budapest (BUD),21:00,"En hora, Ha salido",,,R9
,28/Nov/2025,Aer Lingus,EI565,Dublin (DUB),21:05,"Retrasado, Ha salido 21:56",,,Y54
,28/Nov/2025,Easyjet,U23374,Liverpool (LPL),21:05,"Retrasado, Ha salido 21:34",,,M6
,28/Nov/2025,Ryanair,FR3174,Ibiza (IBZ),21:10,"Retrasado, Ha salido 21:23",,,R10
,28/Nov/2025,easyJet Europe,EC1380,Geneva (GVA),21:15,"En hora, Ha salido",,,R14
,28/Nov/2025,Wizz Air Malta,W43178,Bucharest (BBU),21:20,"En hora, Ha salido",,,S21
,28/Nov/2025,Wizz Air Malta,W43406,Cluj-Napoca (CLJ),21:25,"En hora, Ha salido",,,S25
,28/Nov/2025,BUZZ,RR6944,Warsaw (WMI),21:30,"En hora, Ha salido",,,R11
,28/Nov/2025,Ryanair,FR7808,London (LTN),21:35,"En hora, Ha salido",,,Y57
,28/Nov/2025,Wizz Air Malta,W46020,Rome (FCO),21:35,"En hora, Ha salido",,,S22
,28/Nov/2025,Ryanair,FR8669,Dublin (DUB),21:40,"Retrasado, Ha salido 21:53",,,W46
,28/Nov/2025,Ryanair,FR9811,London (STN),21:40,"En hora, Ha salido",,,W45
,28/Nov/2025,easyJet Europe,EC7682,Lisbon (LIS),21:45,"En hora, Ha salido",,,R12
,28/Nov/2025,Ryanair,FR2495,Palma de Mallorca (PMI),21:45,"En hora, Ha salido",,Boeing 737-800,S23
,28/Nov/2025,Ryanair,FR6597,Manchester (MAN),21:45,"En hora, Ha salido",,,W42
,28/Nov/2025,Ryanair,FR2250,Marrakech (RAK),21:55,"En hora, Programado",,,Y58
,28/Nov/2025,Wizz Air,W64116,Belgrade (BEG),21:55,"En hora, Ha salido",,,W44
,28/Nov/2025,Ryanair,FR3080,Malaga (AGP),22:30,"En hora, Programado",,Boeing 737 MAX 8,R
,28/Nov/2025,Wizz Air Malta,W45154,Tirana (TIA),22:45,"En hora, Programado",,,Y57
,28/Nov/2025,Wizz Air,W61706,Gdansk (GDN),22:50,"En hora, Programado",,,S24
,28/Nov/2025,Ryanair,FR9814,London (STN),23:10,"En hora, Programado",,,Y58
,29/Nov/2025,Ryanair,FR846,Milan (BGY),06:00,"En hora, Ha salido",,,U31
,29/Nov/2025,easyJet Europe,EC7105,Geneva (GVA),06:10,"En hora, Ha salido",,,R11
,29/Nov/2025,Ryanair,FR5718,Bratislava (BTS),06:10,"En hora, Ha salido",,,S22
,29/Nov/2025,Ryanair,FR4545,Porto (OPO),06:15,"En hora, Ha salido",,,U35
,29/Nov/2025,Ryanair,FR1342,Palma de Mallorca (PMI),06:20,"En hora, Ha salido",189.0,Boeing 737-800,S25
,29/Nov/2025,Ryanair,FR777,Venice (VCE),06:30,"En hora, Ha salido",,,U32
,29/Nov/2025,easyJet Europe,EC7151,Milan (MXP),07:30,"En hora, Ha salido",,,R15
,29/Nov/2025,Ryanair,FR2918,Brussels (BRU),08:05,"En hora, Ha salido",,,U34
,29/Nov/2025,Ryanair,FR3180,Rome (FCO),08:15,"En hora, Ha salido",,,R13
,29/Nov/2025,Air Arabia Maroc,3O376,Al Aaroui (NDR),08:35,"En hora, Ha salido",,,W44
,29/Nov/2025,Ryanair,FR1165,Sevilla (SVQ),08:50,"En hora, Ha salido",197.0,Boeing 737 MAX 8,U35
,29/Nov/2025,Ryanair,FR575,Bologna (BLQ),08:50,"En hora, Ha salido",,,U31
,29/Nov/2025,Ryanair,FR3166,Palermo (PMO),09:00,"En hora, Ha salido",,,S23
,29/Nov/2025,Wizz Air Malta,W43938,Chisinau (KIV),09:00,"Retrasado, Ha salido 09:15",,,W45
,29/Nov/2025,Wizz Air,W62048,Krakow (KRK),09:05,"En hora, Ha salido",,,S21
,29/Nov/2025,Ryanair,FR2834,Charleroi (CRL),09:15,"En hora, Ha salido",,,R14
,29/Nov/2025,Ryanair,FR133,Berlin (BER),09:20,"En hora, Ha salido",,,S22
,29/Nov/2025,Ryanair,FR2239,Marrakech (RAK),09:20,"En hora, Ha salido",,,Y55
,29/Nov/2025,Ryanair,FR3028,Ibiza (IBZ),09:20,"En hora, Ha salido",,,R11
,29/Nov/2025,Wizz Air,W61914,Vilnius (VNO),09:20,"Retrasado, Ha salido 11:55",,,S24
,29/Nov/2025,Wizz Air Malta,W43176,Bucharest (OTP),09:25,"Retrasado, Ha salido 09:41",,,U38
,29/Nov/2025,Wizz Air,W62376,Budapest (BUD),09:25,"Retrasado, Ha salido 11:45",,,S25
,29/Nov/2025,BUZZ,RR3049,Krakow (KRK),09:30,"En hora, Ha salido",,,R12
,29/Nov/2025,Wizz Air Malta,W42938,Vienna (VIE),09:35,"En hora, Ha salido",,,U32
,29/Nov/2025,Air Serbia,JU581,Belgrade (BEG),09:55,"Retrasado, Ha salido 11:03",,A319,W46
,29/Nov/2025,Ryanair,FR6559,Liverpool (LPL),10:00,"En hora, Ha salido",,B738,Y58
,29/Nov/2025,Wizz Air Malta,W46018,Rome (FCO),10:00,"En hora, Ha salido",,,U35
,29/Nov/2025,Transavia,HV5132,Amsterdam (AMS),10:05,"En hora, Ha salido",,,U34
,29/Nov/2025,Wizz Air,W61476,Warsaw (WAW),10:15,"En hora, Ha salido",,,U31
,29/Nov/2025,Ryanair,FR9171,Stockholm (ARN),10:20,"En hora, Ha salido",,B38M,S21
,29/Nov/2025,Easyjet,U22326,London (LTN),10:20,"En hora, Ha salido",,,M8
,29/Nov/2025,Ryanair,FR3168,Newcastle (NCL),10:25,"En hora, Ha salido",,B738,Y55
,29/Nov/2025,Ryanair,FR9307,Cork (ORK),10:30,"Retrasado, Ha salido 10:50",,,W44
,29/Nov/2025,Lauda Europe,LW12,Vienna (VIE),10:30,"En hora, Ha salido",,,R13
,29/Nov/2025,Easyjet,U28056,London (LGW),10:35,"En hora, Ha salido",,,M1
,29/Nov/2025,Azerbaijan Airlines,J246,Baku (GYD),10:45,"Retrasado, Ha salido 11:03",,A319,W45
,29/Nov/2025,SkyUp MT,U5406,Chisinau (KIV),10:50,"En hora, Ha salido",,,W42
