,fecha_scrapeo,Num_flight,Name_Destiny,Time_flight,flight_capacity,Type_f,week_day,day_time,festivo,Visper_fest,OCC,Name_company,Airline_Type
212,2025-11-21,FR2834,charleroi,09:15:00,197,EU,Viernes,Mañana,0,0,0.96,Grupo Ryanair,Low_Cost
213,2025-11-21,FR12,vienna,09:25:00,180,EU,Viernes,Mañana,0,0,0.99,Grupo Ryanair,Low_Cost
214,2025-11-21,FR3028,ibiza,09:40:00,189,NAC,Viernes,Mañana,0,0,0.6,Grupo Ryanair,Low_Cost
215,2025-11-21,FR3320,milan,09:45:00,189,EU,Viernes,Mañana,0,0,0.98,Grupo Ryanair,Low_Cost
216,2025-11-21,FR9015,london,10:00:00,197,INT,Viernes,Mañana,0,0,0.98,Grupo Ryanair,Low_Cost
217,2025-11-21,FR6920,dublin,10:05:00,197,INT,Viernes,Mañana,0,0,0.95,Grupo Ryanair,Low_Cost
218,2025-11-21,FR2239,marrakech,10:20:00,189,INT,Viernes,Mañana,0,0,0.94,Grupo Ryanair,Low_Cost
219,2025-11-21,FR6267,edinburgh,10:30:00,189,INT,Viernes,Mañana,0,0,0.98,Grupo Ryanair,Low_Cost
220,2025-11-21,FR5270,manchester,10:55:00,197,INT,Viernes,Mañana,0,0,0.98,Grupo Ryanair,Low_Cost
221,2025-11-21,FR8384,budapest,11:00:00,189,EU,Viernes,Mañana,0,0,0.98,Grupo Ryanair,Low_Cost
222,2025-11-21,FR3166,palermo,11:10:00,189,EU,Viernes,Mañana,0,0,0.97,Grupo Ryanair,Low_Cost
223,2025-11-21,FR269,milan,11:20:00,189,EU,Viernes,Mañana,0,0,0.98,Grupo Ryanair,Low_Cost
224,2025-11-21,FR3121,paris,11:35:00,197,EU,Viernes,Mañana,0,0,0.99,Grupo Ryanair,Low_Cost
225,2025-11-21,FR2896,palma de mallorca,11:35:00,180,NAC,Viernes,Mañana,0,0,0.87,Grupo Ryanair,Low_Cost
226,2025-11-21,FR3049,krakow,11:45:00,189,EU,Viernes,Mañana,0,0,0.99,Grupo Ryanair,Low_Cost
227,2025-11-21,FR774,torino,11:55:00,197,EU,Viernes,Mañana,0,0,0.97,Grupo Ryanair,Low_Cost
228,2025-11-21,FR4585,porto,12:15:00,189,EU,Viernes,Tarde,0,0,0.94,Grupo Ryanair,Low_Cost
229,2025-11-21,FR575,bologna,12:45:00,189,EU,Viernes,Tarde,0,0,0.97,Grupo Ryanair,Low_Cost
230,2025-11-21,FR58,napoli,12:45:00,189,EU,Viernes,Tarde,0,0,0.99,Grupo Ryanair,Low_Cost
231,2025-11-21,FR6874,dublin,12:55:00,189,INT,Viernes,Tarde,0,0,0.95,Grupo Ryanair,Low_Cost
232,2025-11-21,FR6078,ouarzazate,13:50:00,189,INT,Viernes,Tarde,0,0,0.94,Grupo Ryanair,Low_Cost
233,2025-11-21,FR3180,rome,13:55:00,189,EU,Viernes,Tarde,0,0,0.95,Grupo Ryanair,Low_Cost
234,2025-11-21,FR7351,vienna,14:20:00,180,EU,Viernes,Tarde,0,0,0.99,Grupo Ryanair,Low_Cost
235,2025-11-21,FR8215,london,14:35:00,189,INT,Viernes,Tarde,0,0,0.98,Grupo Ryanair,Low_Cost
236,2025-11-21,FR2507,cologne-bonn,14:55:00,189,EU,Viernes,Tarde,0,0,0.99,Grupo Ryanair,Low_Cost
237,2025-11-21,FR867,venice,14:55:00,189,EU,Viernes,Tarde,0,0,0.96,Grupo Ryanair,Low_Cost
238,2025-11-21,FR1342,palma de mallorca,15:00:00,189,NAC,Viernes,Tarde,0,0,0.92,Grupo Ryanair,Low_Cost
239,2025-11-21,FR5718,bratislava,15:10:00,189,EU,Viernes,Tarde,0,0,0.95,Grupo Ryanair,Low_Cost
240,2025-11-21,FR483,malaga,15:25:00,197,NAC,Viernes,Tarde,0,0,0.96,Grupo Ryanair,Low_Cost
241,2025-11-21,FR9045,london,16:05:00,189,INT,Viernes,Tarde,0,0,0.98,Grupo Ryanair,Low_Cost
242,2025-11-21,FR2925,brussels,16:15:00,189,EU,Viernes,Tarde,0,0,0.96,Grupo Ryanair,Low_Cost
243,2025-11-21,FR6985,rome,16:15:00,189,EU,Viernes,Tarde,0,0,0.95,Grupo Ryanair,Low_Cost
244,2025-11-21,FR3129,ibiza,16:45:00,189,NAC,Viernes,Tarde,0,0,0.76,Grupo Ryanair,Low_Cost
245,2025-11-21,FR878,venice,16:55:00,189,EU,Viernes,Tarde,0,0,0.96,Grupo Ryanair,Low_Cost
246,2025-11-21,FR4587,porto,17:05:00,189,EU,Viernes,Tarde,0,0,0.94,Grupo Ryanair,Low_Cost
247,2025-11-21,FR3076,stockholm,17:30:00,197,EU,Viernes,Tarde,0,0,0.99,Grupo Ryanair,Low_Cost
248,2025-11-21,FR6341,rome,18:00:00,189,EU,Viernes,Tarde,0,0,0.95,Grupo Ryanair,Low_Cost
249,2025-11-21,FR6353,milan,18:00:00,197,EU,Viernes,Tarde,0,0,0.98,Grupo Ryanair,Low_Cost
250,2025-11-21,FR2098,bologna,18:35:00,189,EU,Viernes,Tarde,0,0,0.97,Grupo Ryanair,Low_Cost
251,2025-11-21,FR3189,fes,18:50:00,189,INT,Viernes,Tarde,0,0,0.95,Grupo Ryanair,Low_Cost
252,2025-11-21,FR149,berlin,19:15:00,197,EU,Viernes,Tarde,0,0,0.99,Grupo Ryanair,Low_Cost
253,2025-11-21,FR3078,lisbon,19:20:00,189,EU,Viernes,Tarde,0,0,0.98,Grupo Ryanair,Low_Cost
254,2025-11-21,FR6330,sofia,19:20:00,189,EU,Viernes,Tarde,0,0,0.97,Grupo Ryanair,Low_Cost
255,2025-11-21,FR2330,al aaroui,19:35:00,189,INT,Viernes,Tarde,0,0,0.96,Grupo Ryanair,Low_Cost
256,2025-11-21,FR7362,vienna,19:40:00,180,EU,Viernes,Tarde,0,0,0.99,Grupo Ryanair,Low_Cost
257,2025-11-21,FR6374,paris,19:45:00,189,EU,Viernes,Tarde,0,0,0.99,Grupo Ryanair,Low_Cost
258,2025-11-21,FR1527,valletta,20:05:00,189,EU,Viernes,Noche,0,0,0.95,Grupo Ryanair,Low_Cost
259,2025-11-21,FR2402,sevilla,20:10:00,197,NAC,Viernes,Noche,0,0,0.96,Grupo Ryanair,Low_Cost
260,2025-11-21,FR6275,edinburgh,20:10:00,197,INT,Viernes,Noche,0,0,0.98,Grupo Ryanair,Low_Cost
261,2025-11-21,FR6305,milan,20:10:00,189,EU,Viernes,Noche,0,0,0.98,Grupo Ryanair,Low_Cost
262,2025-11-21,FR3792,birmingham,20:25:00,189,INT,Viernes,Noche,0,0,0.96,Grupo Ryanair,Low_Cost
263,2025-11-21,FR7539,milan,20:35:00,189,EU,Viernes,Noche,0,0,0.98,Grupo Ryanair,Low_Cost
264,2025-11-21,FR8631,tanger,20:35:00,189,INT,Viernes,Noche,0,0,0.95,Grupo Ryanair,Low_Cost
265,2025-11-21,FR1786,vilnius,20:35:00,197,EU,Viernes,Noche,0,0,0.99,Grupo Ryanair,Low_Cost
266,2025-11-21,FR5710,napoli,20:50:00,197,EU,Viernes,Noche,0,0,0.99,Grupo Ryanair,Low_Cost
267,2025-11-21,FR8394,budapest,21:00:00,189,EU,Viernes,Noche,0,0,0.98,Grupo Ryanair,Low_Cost
268,2025-11-21,FR3174,ibiza,21:10:00,189,NAC,Viernes,Noche,0,0,0.76,Grupo Ryanair,Low_Cost
269,2025-11-21,FR6944,warsaw,21:30:00,189,EU,Viernes,Noche,0,0,0.98,Grupo Ryanair,Low_Cost
270,2025-11-21,FR7808,london,21:35:00,189,INT,Viernes,Noche,0,0,0.98,Grupo Ryanair,Low_Cost
271,2025-11-21,FR8669,dublin,21:40:00,189,INT,Viernes,Noche,0,0,0.95,Grupo Ryanair,Low_Cost
272,2025-11-21,FR9811,london,21:40:00,189,INT,Viernes,Noche,0,0,0.98,Grupo Ryanair,Low_Cost
273,2025-11-21,FR2495,palma de mallorca,21:45:00,189,NAC,Viernes,Noche,0,0,0.92,Grupo Ryanair,Low_Cost
274,2025-11-21,FR6597,manchester,21:45:00,189,INT,Viernes,Noche,0,0,0.98,Grupo Ryanair,Low_Cost
275,2025-11-21,FR2250,marrakech,21:55:00,189,INT,Viernes,Noche,0,0,0.94,Grupo Ryanair,Low_Cost
276,2025-11-21,FR3080,malaga,22:30:00,197,NAC,Viernes,Noche,0,0,0.96,Grupo Ryanair,Low_Cost
277,2025-11-21,FR9814,london,23:10:00,189,INT,Viernes,Noche,0,0,0.98,Grupo Ryanair,Low_Cost
278,2025-11-22,FR846,milan,06:00:00,189,EU,Sábado,Mañana,0,0,0.97,Grupo Ryanair,Low_Cost
279,2025-11-22,FR5718,bratislava,06:10:00,189,EU,Sábado,Mañana,0,0,0.94,Grupo Ryanair,Low_Cost
280,2025-11-22,FR4545,porto,06:15:00,197,EU,Sábado,Mañana,0,0,0.92,Grupo Ryanair,Low_Cost
281,2025-11-22,FR1342,palma de mallorca,06:20:00,189,NAC,Sábado,Mañana,0,0,0.68,Grupo Ryanair,Low_Cost
282,2025-11-22,FR777,venice,06:30:00,189,EU,Sábado,Mañana,0,0,0.95,Grupo Ryanair,Low_Cost
283,2025-11-22,FR2918,brussels,08:05:00,189,EU,Sábado,Mañana,0,0,0.96,Grupo Ryanair,Low_Cost
284,2025-11-22,FR3180,rome,08:15:00,189,EU,Sábado,Mañana,0,0,0.95,Grupo Ryanair,Low_Cost
285,2025-11-22,FR1165,palma de mallorca,08:50:00,189,NAC,Sábado,Mañana,0,0,0.69,Grupo Ryanair,Low_Cost
286,2025-11-22,FR575,bologna,08:50:00,189,EU,Sábado,Mañana,0,0,0.97,Grupo Ryanair,Low_Cost
287,2025-11-22,FR3166,palermo,09:00:00,189,EU,Sábado,Mañana,0,0,0.97,Grupo Ryanair,Low_Cost
288,2025-11-22,FR2834,charleroi,09:15:00,189,EU,Sábado,Mañana,0,0,0.96,Grupo Ryanair,Low_Cost
289,2025-11-22,FR133,berlin,09:20:00,189,EU,Sábado,Mañana,0,0,0.99,Grupo Ryanair,Low_Cost
290,2025-11-22,FR2239,marrakech,09:20:00,189,INT,Sábado,Mañana,0,0,0.92,Grupo Ryanair,Low_Cost
291,2025-11-22,FR3028,ibiza,09:20:00,189,NAC,Sábado,Mañana,0,0,0.59,Grupo Ryanair,Low_Cost
292,2025-11-22,FR3049,krakow,09:30:00,189,EU,Sábado,Mañana,0,0,0.99,Grupo Ryanair,Low_Cost
293,2025-11-22,FR6559,liverpool,10:00:00,189,INT,Sábado,Mañana,0,0,0.92,Grupo Ryanair,Low_Cost
294,2025-11-22,FR9171,stockholm,10:20:00,197,EU,Sábado,Mañana,0,0,0.99,Grupo Ryanair,Low_Cost
295,2025-11-22,FR3168,newcastle,10:25:00,189,INT,Sábado,Mañana,0,0,0.93,Grupo Ryanair,Low_Cost
296,2025-11-22,FR9307,cork,10:30:00,197,INT,Sábado,Mañana,0,0,0.92,Grupo Ryanair,Low_Cost
297,2025-11-22,FR12,vienna,10:30:00,180,EU,Sábado,Mañana,0,0,0.99,Grupo Ryanair,Low_Cost
298,2025-11-22,FR6394,dublin,11:00:00,197,INT,Sábado,Mañana,0,0,0.95,Grupo Ryanair,Low_Cost
299,2025-11-22,FR4597,porto,11:20:00,197,EU,Sábado,Mañana,0,0,0.94,Grupo Ryanair,Low_Cost
300,2025-11-22,FR2507,cologne-bonn,11:55:00,189,EU,Sábado,Mañana,0,0,0.99,Grupo Ryanair,Low_Cost
301,2025-11-22,FR3108,luxembourg,12:05:00,189,EU,Sábado,Tarde,0,0,0.97,Grupo Ryanair,Low_Cost
302,2025-11-22,FR8231,london,12:25:00,189,INT,Sábado,Tarde,0,0,0.98,Grupo Ryanair,Low_Cost
303,2025-11-22,FR483,malaga,13:05:00,189,NAC,Sábado,Tarde,0,0,0.96,Grupo Ryanair,Low_Cost
304,2025-11-22,FR7808,london,13:20:00,197,INT,Sábado,Tarde,0,0,0.98,Grupo Ryanair,Low_Cost
305,2025-11-22,FR6597,manchester,13:25:00,189,INT,Sábado,Tarde,0,0,0.98,Grupo Ryanair,Low_Cost
306,2025-11-22,FR2098,bologna,13:30:00,189,EU,Sábado,Tarde,0,0,0.97,Grupo Ryanair,Low_Cost
307,2025-11-22,FR1681,frankfurt-hahn,14:00:00,189,EU,Sábado,Tarde,0,0,0.98,Grupo Ryanair,Low_Cost
308,2025-11-22,FR6920,dublin,14:05:00,189,INT,Sábado,Tarde,0,0,0.95,Grupo Ryanair,Low_Cost
309,2025-11-22,FR58,napoli,14:15:00,189,EU,Sábado,Tarde,0,0,0.99,Grupo Ryanair,Low_Cost
310,2025-11-22,FR3070,palma de mallorca,14:40:00,189,NAC,Sábado,Tarde,0,0,0.92,Grupo Ryanair,Low_Cost
311,2025-11-22,FR774,torino,14:45:00,189,EU,Sábado,Tarde,0,0,0.97,Grupo Ryanair,Low_Cost
312,2025-11-22,FR3121,paris,14:50:00,189,EU,Sábado,Tarde,0,0,0.99,Grupo Ryanair,Low_Cost
313,2025-11-22,FR6300,sofia,14:55:00,189,EU,Sábado,Tarde,0,0,0.97,Grupo Ryanair,Low_Cost
314,2025-11-22,FR3189,fes,15:30:00,189,INT,Sábado,Tarde,0,0,0.95,Grupo Ryanair,Low_Cost
315,2025-11-22,FR3807,charleroi,16:05:00,197,EU,Sábado,Tarde,0,0,0.96,Grupo Ryanair,Low_Cost
316,2025-11-22,FR8384,budapest,16:10:00,189,EU,Sábado,Tarde,0,0,0.98,Grupo Ryanair,Low_Cost
317,2025-11-22,FR7543,manchester,16:20:00,189,INT,Sábado,Tarde,0,0,0.98,Grupo Ryanair,Low_Cost
318,2025-11-22,FR3146,oujda,16:45:00,189,INT,Sábado,Tarde,0,0,0.99,Grupo Ryanair,Low_Cost
319,2025-11-22,FR269,milan,16:50:00,189,EU,Sábado,Tarde,0,0,0.98,Grupo Ryanair,Low_Cost
320,2025-11-22,FR9015,london,17:00:00,197,INT,Sábado,Tarde,0,0,0.98,Grupo Ryanair,Low_Cost
321,2025-11-22,FR5752,valletta,17:10:00,197,EU,Sábado,Tarde,0,0,0.95,Grupo Ryanair,Low_Cost
322,2025-11-22,FR6874,dublin,17:40:00,189,INT,Sábado,Tarde,0,0,0.95,Grupo Ryanair,Low_Cost
323,2025-11-22,FR2233,al aaroui,17:50:00,189,INT,Sábado,Tarde,0,0,0.96,Grupo Ryanair,Low_Cost
324,2025-11-22,FR2925,brussels,17:50:00,197,EU,Sábado,Tarde,0,0,0.96,Grupo Ryanair,Low_Cost
325,2025-11-22,FR6353,milan,17:55:00,189,EU,Sábado,Tarde,0,0,0.98,Grupo Ryanair,Low_Cost
326,2025-11-22,FR878,venice,18:15:00,189,EU,Sábado,Tarde,0,0,0.96,Grupo Ryanair,Low_Cost
327,2025-11-22,FR3035,krakow,18:20:00,197,EU,Sábado,Tarde,0,0,0.99,Grupo Ryanair,Low_Cost
328,2025-11-22,FR3792,birmingham,18:55:00,197,INT,Sábado,Tarde,0,0,0.96,Grupo Ryanair,Low_Cost
329,2025-11-22,FR9045,london,19:05:00,189,INT,Sábado,Tarde,0,0,0.98,Grupo Ryanair,Low_Cost
330,2025-11-22,FR5270,manchester,19:20:00,189,INT,Sábado,Tarde,0,0,0.98,Grupo Ryanair,Low_Cost
331,2025-11-22,FR149,berlin,19:35:00,197,EU,Sábado,Tarde,0,0,0.99,Grupo Ryanair,Low_Cost
332,2025-11-22,FR3078,lisbon,19:55:00,189,EU,Sábado,Tarde,0,0,0.98,Grupo Ryanair,Low_Cost
333,2025-11-22,FR7351,vienna,20:05:00,180,EU,Sábado,Noche,0,0,0.99,Grupo Ryanair,Low_Cost
334,2025-11-22,FR867,venice,20:20:00,189,EU,Sábado,Noche,0,0,0.96,Grupo Ryanair,Low_Cost
335,2025-11-22,FR9581,sevilla,20:25:00,197,NAC,Sábado,Noche,0,0,0.96,Grupo Ryanair,Low_Cost
336,2025-11-22,FR3182,malaga,20:45:00,189,NAC,Sábado,Noche,0,0,0.96,Grupo Ryanair,Low_Cost
337,2025-11-22,FR3928,trieste,20:45:00,189,EU,Sábado,Noche,0,0,0.97,Grupo Ryanair,Low_Cost
338,2025-11-22,FR4585,porto,20:50:00,189,EU,Sábado,Noche,0,0,0.94,Grupo Ryanair,Low_Cost
339,2025-11-22,FR6267,edinburgh,20:55:00,189,INT,Sábado,Noche,0,0,0.98,Grupo Ryanair,Low_Cost
340,2025-11-22,FR3174,ibiza,21:20:00,189,NAC,Sábado,Noche,0,0,0.76,Grupo Ryanair,Low_Cost
341,2025-11-22,FR5220,bologna,21:30:00,189,EU,Sábado,Noche,0,0,0.97,Grupo Ryanair,Low_Cost
342,2025-11-22,FR3039,prague,21:35:00,197,EU,Sábado,Noche,0,0,0.99,Grupo Ryanair,Low_Cost
343,2025-11-22,FR3800,birmingham,21:55:00,189,INT,Sábado,Noche,0,0,0.96,Grupo Ryanair,Low_Cost
344,2025-11-22,FR8574,rome,22:10:00,189,EU,Sábado,Noche,0,0,0.95,Grupo Ryanair,Low_Cost
345,2025-11-23,FR3180,rome,06:00:00,189,EU,Domingo,Mañana,0,0,0.96,Grupo Ryanair,Low_Cost
346,2025-11-23,FR2834,charleroi,06:10:00,197,EU,Domingo,Mañana,0,0,0.94,Grupo Ryanair,Low_Cost
347,2025-11-23,FR2918,brussels,06:25:00,189,EU,Domingo,Mañana,0,0,0.94,Grupo Ryanair,Low_Cost
348,2025-11-23,FR4084,warsaw,06:25:00,189,EU,Domingo,Mañana,0,0,0.99,Grupo Ryanair,Low_Cost
349,2025-11-23,FR2239,marrakech,06:30:00,189,INT,Domingo,Mañana,0,0,0.87,Grupo Ryanair,Low_Cost
350,2025-11-23,FR2507,cologne-bonn,06:40:00,189,EU,Domingo,Mañana,0,0,0.99,Grupo Ryanair,Low_Cost
351,2025-11-23,FR6597,manchester,07:30:00,189,INT,Domingo,Mañana,0,0,0.71,Grupo Ryanair,Low_Cost
352,2025-11-23,FR3108,luxembourg,07:35:00,189,EU,Domingo,Mañana,0,0,0.96,Grupo Ryanair,Low_Cost
353,2025-11-23,FR1165,sevilla,07:50:00,189,NAC,Domingo,Mañana,0,0,0.95,Grupo Ryanair,Low_Cost
354,2025-11-23,FR878,venice,08:30:00,189,EU,Domingo,Mañana,0,0,0.93,Grupo Ryanair,Low_Cost
355,2025-11-23,FR1786,vilnius,09:00:00,197,EU,Domingo,Mañana,0,0,0.99,Grupo Ryanair,Low_Cost
356,2025-11-23,FR3028,ibiza,09:05:00,197,NAC,Domingo,Mañana,0,0,0.16,Grupo Ryanair,Low_Cost
357,2025-11-23,FR3193,riga,09:10:00,189,EU,Domingo,Mañana,0,0,1.0,Grupo Ryanair,Low_Cost
358,2025-11-23,FR4545,porto,09:35:00,189,EU,Domingo,Mañana,0,0,0.78,Grupo Ryanair,Low_Cost
359,2025-11-23,FR333,gdansk,09:45:00,189,EU,Domingo,Mañana,0,0,1.0,Grupo Ryanair,Low_Cost
360,2025-11-23,FR8384,budapest,09:45:00,197,EU,Domingo,Mañana,0,0,0.99,Grupo Ryanair,Low_Cost
361,2025-11-23,FR2495,palma de mallorca,09:50:00,189,NAC,Domingo,Mañana,0,0,0.96,Grupo Ryanair,Low_Cost
362,2025-11-23,FR6341,rome,09:55:00,189,EU,Domingo,Mañana,0,0,0.93,Grupo Ryanair,Low_Cost
363,2025-11-23,FR3049,krakow,09:55:00,197,EU,Domingo,Mañana,0,0,1.0,Grupo Ryanair,Low_Cost
364,2025-11-23,FR8231,london,10:00:00,189,INT,Domingo,Mañana,0,0,1.0,Grupo Ryanair,Low_Cost
365,2025-11-23,FR6874,dublin,10:05:00,197,INT,Domingo,Mañana,0,0,0.85,Grupo Ryanair,Low_Cost
366,2025-11-23,FR7351,vienna,10:10:00,180,EU,Domingo,Mañana,0,0,1.0,Grupo Ryanair,Low_Cost
367,2025-11-23,FR575,bologna,10:20:00,189,EU,Domingo,Mañana,0,0,0.94,Grupo Ryanair,Low_Cost
368,2025-11-23,FR6267,edinburgh,10:30:00,189,INT,Domingo,Mañana,0,0,0.93,Grupo Ryanair,Low_Cost
369,2025-11-23,FR7543,manchester,10:40:00,197,INT,Domingo,Mañana,0,0,0.98,Grupo Ryanair,Low_Cost
370,2025-11-23,FR1279,copenhagen,10:45:00,189,EU,Domingo,Mañana,0,0,1.0,Grupo Ryanair,Low_Cost
371,2025-11-23,FR3143,milan,10:45:00,197,EU,Domingo,Mañana,0,0,0.99,Grupo Ryanair,Low_Cost
372,2025-11-23,FR3166,palermo,11:00:00,189,EU,Domingo,Mañana,0,0,0.98,Grupo Ryanair,Low_Cost
373,2025-11-23,FR2889,palma de mallorca,11:55:00,180,NAC,Domingo,Mañana,0,0,0.96,Grupo Ryanair,Low_Cost
374,2025-11-23,FR3129,ibiza,12:05:00,189,NAC,Domingo,Tarde,0,0,0.94,Grupo Ryanair,Low_Cost
375,2025-11-23,FR3976,dublin,12:25:00,197,INT,Domingo,Tarde,0,0,0.97,Grupo Ryanair,Low_Cost
376,2025-11-23,FR1527,valletta,12:30:00,189,EU,Domingo,Tarde,0,0,0.81,Grupo Ryanair,Low_Cost
377,2025-11-23,FR2402,sevilla,12:30:00,189,NAC,Domingo,Tarde,0,0,0.93,Grupo Ryanair,Low_Cost
378,2025-11-23,FR6300,sofia,12:45:00,189,EU,Domingo,Tarde,0,0,0.94,Grupo Ryanair,Low_Cost
379,2025-11-23,FR2511,cologne-bonn,12:55:00,189,EU,Domingo,Tarde,0,0,0.99,Grupo Ryanair,Low_Cost
380,2025-11-23,FR8598,reggio calabria,13:05:00,189,EU,Domingo,Tarde,0,0,0.93,Grupo Ryanair,Low_Cost
381,2025-11-23,FR3121,paris,13:20:00,189,EU,Domingo,Tarde,0,0,0.99,Grupo Ryanair,Low_Cost
382,2025-11-23,FR9811,london,13:40:00,189,INT,Domingo,Tarde,0,0,0.98,Grupo Ryanair,Low_Cost
383,2025-11-23,FR483,malaga,13:50:00,189,NAC,Domingo,Tarde,0,0,0.96,Grupo Ryanair,Low_Cost
384,2025-11-23,FR1342,palma de mallorca,14:05:00,189,NAC,Domingo,Tarde,0,0,0.97,Grupo Ryanair,Low_Cost
385,2025-11-23,FR6920,dublin,14:05:00,197,INT,Domingo,Tarde,0,0,0.99,Grupo Ryanair,Low_Cost
386,2025-11-23,FR4585,porto,14:10:00,189,EU,Domingo,Tarde,0,0,0.91,Grupo Ryanair,Low_Cost
387,2025-11-23,FR269,milan,14:55:00,189,EU,Domingo,Tarde,0,0,0.98,Grupo Ryanair,Low_Cost
388,2025-11-23,FR3320,milan,15:00:00,189,EU,Domingo,Tarde,0,0,0.96,Grupo Ryanair,Low_Cost
389,2025-11-23,FR774,torino,15:15:00,189,EU,Domingo,Tarde,0,0,0.98,Grupo Ryanair,Low_Cost
390,2025-11-23,FR3072,prague,15:15:00,189,EU,Domingo,Tarde,0,0,0.99,Grupo Ryanair,Low_Cost
391,2025-11-23,FR6973,rome,15:30:00,197,EU,Domingo,Tarde,0,0,0.95,Grupo Ryanair,Low_Cost
392,2025-11-23,FR133,berlin,16:15:00,189,EU,Domingo,Tarde,0,0,1.0,Grupo Ryanair,Low_Cost
393,2025-11-23,FR2922,brussels,16:15:00,189,EU,Domingo,Tarde,0,0,0.96,Grupo Ryanair,Low_Cost
394,2025-11-23,FR9814,london,16:40:00,189,INT,Domingo,Tarde,0,0,1.0,Grupo Ryanair,Low_Cost
395,2025-11-23,FR8669,dublin,16:55:00,189,INT,Domingo,Tarde,0,0,0.9,Grupo Ryanair,Low_Cost
396,2025-11-23,FR2250,marrakech,17:00:00,189,INT,Domingo,Tarde,0,0,0.86,Grupo Ryanair,Low_Cost
397,2025-11-23,FR8394,budapest,17:15:00,197,EU,Domingo,Tarde,0,0,1.0,Grupo Ryanair,Low_Cost
398,2025-11-23,FR5718,bratislava,17:20:00,189,EU,Domingo,Tarde,0,0,0.97,Grupo Ryanair,Low_Cost
399,2025-11-23,FR12,vienna,17:40:00,189,EU,Domingo,Tarde,0,0,1.0,Grupo Ryanair,Low_Cost
400,2025-11-23,FR5252,krakow,17:50:00,189,EU,Domingo,Tarde,0,0,1.0,Grupo Ryanair,Low_Cost
401,2025-11-23,FR1681,frankfurt-hahn,18:00:00,189,EU,Domingo,Tarde,0,0,0.99,Grupo Ryanair,Low_Cost
402,2025-11-23,FR777,venice,18:00:00,197,EU,Domingo,Tarde,0,0,1.0,Grupo Ryanair,Low_Cost
403,2025-11-23,FR6305,milan,18:05:00,189,EU,Domingo,Tarde,0,0,0.99,Grupo Ryanair,Low_Cost
404,2025-11-23,FR2406,sevilla,18:30:00,189,NAC,Domingo,Tarde,0,0,0.95,Grupo Ryanair,Low_Cost
405,2025-11-23,FR8631,tanger,18:45:00,189,INT,Domingo,Tarde,0,0,0.9,Grupo Ryanair,Low_Cost
406,2025-11-23,FR6394,dublin,19:10:00,197,INT,Domingo,Tarde,0,0,0.89,Grupo Ryanair,Low_Cost
407,2025-11-23,FR3160,bristol,19:25:00,189,INT,Domingo,Tarde,0,0,1.0,Grupo Ryanair,Low_Cost
408,2025-11-23,FR2233,al aaroui,19:40:00,189,INT,Domingo,Tarde,0,0,0.84,Grupo Ryanair,Low_Cost
409,2025-11-23,FR5710,napoli,19:45:00,189,EU,Domingo,Tarde,0,0,0.97,Grupo Ryanair,Low_Cost
410,2025-11-23,FR9015,london,19:45:00,189,INT,Domingo,Tarde,0,0,0.99,Grupo Ryanair,Low_Cost
411,2025-11-23,FR8136,ibiza,20:10:00,189,NAC,Domingo,Noche,0,0,1.0,Grupo Ryanair,Low_Cost
412,2025-11-23,FR6985,rome,20:30:00,197,EU,Domingo,Noche,0,0,0.93,Grupo Ryanair,Low_Cost
413,2025-11-23,FR4587,porto,20:40:00,189,EU,Domingo,Noche,0,0,0.92,Grupo Ryanair,Low_Cost
414,2025-11-23,FR6275,edinburgh,20:50:00,189,INT,Domingo,Noche,0,0,1.0,Grupo Ryanair,Low_Cost
415,2025-11-23,FR6944,warsaw,20:50:00,189,EU,Domingo,Noche,0,0,0.99,Grupo Ryanair,Low_Cost
416,2025-11-23,FR8615,budapest,21:00:00,189,EU,Domingo,Noche,0,0,0.99,Grupo Ryanair,Low_Cost
417,2025-11-23,FR2896,palma de mallorca,21:15:00,189,NAC,Domingo,Noche,0,0,1.0,Grupo Ryanair,Low_Cost
418,2025-11-23,FR3792,birmingham,21:20:00,189,INT,Domingo,Noche,0,0,0.92,Grupo Ryanair,Low_Cost
419,2025-11-23,FR5752,valletta,21:45:00,197,EU,Domingo,Noche,0,0,0.94,Grupo Ryanair,Low_Cost
420,2025-11-23,FR5220,bologna,22:50:00,189,EU,Domingo,Noche,0,0,0.99,Grupo Ryanair,Low_Cost
421,2025-11-23,FR9406,fes,23:15:00,189,INT,Domingo,Noche,0,0,0.88,Grupo Ryanair,Low_Cost
422,2025-11-24,FR3180,rome,06:00:00,189,EU,Lunes,Mañana,0,0,0.88,Grupo Ryanair,Low_Cost
423,2025-11-24,FR846,milan,06:10:00,189,EU,Lunes,Mañana,0,0,1.0,Grupo Ryanair,Low_Cost
424,2025-11-24,FR2233,al aaroui,06:20:00,189,INT,Lunes,Mañana,0,0,0.7,Grupo Ryanair,Low_Cost
425,2025-11-24,FR8384,budapest,06:25:00,197,EU,Lunes,Mañana,0,0,1.0,Grupo Ryanair,Low_Cost
426,2025-11-24,FR3078,lisbon,06:30:00,189,EU,Lunes,Mañana,0,0,1.0,Grupo Ryanair,Low_Cost
427,2025-11-24,FR3035,krakow,06:45:00,189,EU,Lunes,Mañana,0,0,1.0,Grupo Ryanair,Low_Cost
428,2025-11-24,FR8215,london,06:45:00,197,INT,Lunes,Mañana,0,0,0.98,Grupo Ryanair,Low_Cost
