,fecha_scrapeo,Num_flight,Name_Destiny,Time_flight,flight_capacity,Type_f,week_day,day_time,OCC,OCC_pred
311,2025-11-22,FR774,torino,14:45:00,189,EU,Sábado,Tarde,,0.97
312,2025-11-22,FR3121,paris,14:50:00,189,EU,Sábado,Tarde,,0.98
313,2025-11-22,FR6300,sofia,14:55:00,189,EU,Sábado,Tarde,,0.97
314,2025-11-22,FR3189,fes,15:30:00,189,INT,Sábado,Tarde,,0.9
315,2025-11-22,FR3807,charleroi,16:05:00,197,EU,Sábado,Tarde,,0.95
316,2025-11-22,FR8384,budapest,16:10:00,189,EU,Sábado,Tarde,,0.98
317,2025-11-22,FR7543,manchester,16:20:00,189,INT,Sábado,Tarde,,0.96
318,2025-11-22,FR3146,oujda,16:45:00,189,INT,Sábado,Tarde,,0.83
319,2025-11-22,FR269,milan,16:50:00,189,EU,Sábado,Tarde,,0.95
320,2025-11-22,FR9015,london,17:00:00,197,INT,Sábado,Tarde,,0.94
321,2025-11-22,FR5752,valletta,17:10:00,197,EU,Sábado,Tarde,,0.95
322,2025-11-22,FR6874,dublin,17:40:00,189,INT,Sábado,Tarde,,0.95
323,2025-11-22,FR2233,al aaroui,17:50:00,189,INT,Sábado,Tarde,,0.93
324,2025-11-22,FR2925,brussels,17:50:00,197,EU,Sábado,Tarde,,0.95
325,2025-11-22,FR6353,milan,17:55:00,189,EU,Sábado,Tarde,,0.95
326,2025-11-22,FR878,venice,18:15:00,189,EU,Sábado,Tarde,,0.97
327,2025-11-22,FR3035,krakow,18:20:00,197,EU,Sábado,Tarde,,0.98
328,2025-11-22,FR3792,birmingham,18:55:00,197,INT,Sábado,Tarde,,0.96
329,2025-11-22,FR9045,london,19:05:00,189,INT,Sábado,Tarde,,0.94
330,2025-11-22,FR5270,manchester,19:20:00,189,INT,Sábado,Tarde,,0.96
331,2025-11-22,FR149,berlin,19:35:00,197,EU,Sábado,Tarde,,0.98
332,2025-11-22,FR3078,lisbon,19:55:00,189,EU,Sábado,Tarde,,0.98
333,2025-11-22,FR7351,vienna,20:05:00,180,EU,Sábado,Noche,,0.98
334,2025-11-22,FR867,venice,20:20:00,189,EU,Sábado,Noche,,0.97
335,2025-11-22,FR9581,sevilla,20:25:00,197,NAC,Sábado,Noche,,0.96
336,2025-11-22,FR3182,malaga,20:45:00,189,NAC,Sábado,Noche,,0.92
337,2025-11-22,FR3928,trieste,20:45:00,189,EU,Sábado,Noche,,0.92
338,2025-11-22,FR4585,porto,20:50:00,189,EU,Sábado,Noche,,0.91
339,2025-11-22,FR6267,edinburgh,20:55:00,189,INT,Sábado,Noche,,0.98
340,2025-11-22,FR3174,ibiza,21:20:00,189,NAC,Sábado,Noche,,0.8
341,2025-11-22,FR5220,bologna,21:30:00,189,EU,Sábado,Noche,,0.97
342,2025-11-22,FR3039,prague,21:35:00,197,EU,Sábado,Noche,,0.97
343,2025-11-22,FR3800,birmingham,21:55:00,189,INT,Sábado,Noche,,0.94
344,2025-11-22,FR8574,rome,22:10:00,189,EU,Sábado,Noche,,0.93
345,2025-11-23,FR3180,rome,06:00:00,189,EU,Domingo,Mañana,0.96,0.95
346,2025-11-23,FR2834,charleroi,06:10:00,197,EU,Domingo,Mañana,0.94,0.95
347,2025-11-23,FR2918,brussels,06:25:00,189,EU,Domingo,Mañana,0.94,0.95
348,2025-11-23,FR4084,warsaw,06:25:00,189,EU,Domingo,Mañana,0.99,0.98
349,2025-11-23,FR2239,marrakech,06:30:00,189,INT,Domingo,Mañana,0.87,0.8
350,2025-11-23,FR2507,cologne-bonn,06:40:00,189,EU,Domingo,Mañana,0.99,0.98
351,2025-11-23,FR6597,manchester,07:30:00,189,INT,Domingo,Mañana,0.71,0.95
352,2025-11-23,FR3108,luxembourg,07:35:00,189,EU,Domingo,Mañana,0.96,0.89
353,2025-11-23,FR1165,sevilla,07:50:00,189,NAC,Domingo,Mañana,0.95,0.96
354,2025-11-23,FR878,venice,08:30:00,189,EU,Domingo,Mañana,0.93,0.97
355,2025-11-23,FR1786,vilnius,09:00:00,197,EU,Domingo,Mañana,0.99,0.98
356,2025-11-23,FR3028,ibiza,09:05:00,197,NAC,Domingo,Mañana,0.16,0.57
357,2025-11-23,FR3193,riga,09:10:00,189,EU,Domingo,Mañana,1.0,0.94
358,2025-11-23,FR4545,porto,09:35:00,189,EU,Domingo,Mañana,0.78,0.87
359,2025-11-23,FR333,gdansk,09:45:00,189,EU,Domingo,Mañana,1.0,0.98
360,2025-11-23,FR8384,budapest,09:45:00,197,EU,Domingo,Mañana,0.99,0.98
361,2025-11-23,FR2495,palma de mallorca,09:50:00,189,NAC,Domingo,Mañana,0.96,0.89
362,2025-11-23,FR6341,rome,09:55:00,189,EU,Domingo,Mañana,0.93,0.95
363,2025-11-23,FR3049,krakow,09:55:00,197,EU,Domingo,Mañana,1.0,0.98
364,2025-11-23,FR8231,london,10:00:00,189,INT,Domingo,Mañana,1.0,0.94
365,2025-11-23,FR6874,dublin,10:05:00,197,INT,Domingo,Mañana,0.85,0.95
366,2025-11-23,FR7351,vienna,10:10:00,180,EU,Domingo,Mañana,1.0,0.98
367,2025-11-23,FR575,bologna,10:20:00,189,EU,Domingo,Mañana,0.94,0.97
368,2025-11-23,FR6267,edinburgh,10:30:00,189,INT,Domingo,Mañana,0.93,0.98
369,2025-11-23,FR7543,manchester,10:40:00,197,INT,Domingo,Mañana,0.98,0.96
370,2025-11-23,FR1279,copenhagen,10:45:00,189,EU,Domingo,Mañana,1.0,0.97
371,2025-11-23,FR3143,milan,10:45:00,197,EU,Domingo,Mañana,0.99,0.95
372,2025-11-23,FR3166,palermo,11:00:00,189,EU,Domingo,Mañana,0.98,0.97
373,2025-11-23,FR2889,palma de mallorca,11:55:00,180,NAC,Domingo,Mañana,0.96,0.92
374,2025-11-23,FR3129,ibiza,12:05:00,189,NAC,Domingo,Tarde,0.94,0.79
375,2025-11-23,FR3976,dublin,12:25:00,197,INT,Domingo,Tarde,0.97,0.95
376,2025-11-23,FR1527,valletta,12:30:00,189,EU,Domingo,Tarde,0.81,0.95
377,2025-11-23,FR2402,sevilla,12:30:00,189,NAC,Domingo,Tarde,0.93,0.96
378,2025-11-23,FR6300,sofia,12:45:00,189,EU,Domingo,Tarde,0.94,0.97
379,2025-11-23,FR2511,cologne-bonn,12:55:00,189,EU,Domingo,Tarde,0.99,0.98
380,2025-11-23,FR8598,reggio calabria,13:05:00,189,EU,Domingo,Tarde,0.93,0.84
381,2025-11-23,FR3121,paris,13:20:00,189,EU,Domingo,Tarde,0.99,0.98
382,2025-11-23,FR9811,london,13:40:00,189,INT,Domingo,Tarde,0.98,0.94
383,2025-11-23,FR483,malaga,13:50:00,189,NAC,Domingo,Tarde,,0.93
384,2025-11-23,FR1342,palma de mallorca,14:05:00,189,NAC,Domingo,Tarde,0.97,0.93
385,2025-11-23,FR6920,dublin,14:05:00,197,INT,Domingo,Tarde,0.99,0.95
386,2025-11-23,FR4585,porto,14:10:00,189,EU,Domingo,Tarde,0.91,0.92
387,2025-11-23,FR269,milan,14:55:00,189,EU,Domingo,Tarde,0.98,0.95
388,2025-11-23,FR3320,milan,15:00:00,189,EU,Domingo,Tarde,0.96,0.95
389,2025-11-23,FR774,torino,15:15:00,189,EU,Domingo,Tarde,0.98,0.97
390,2025-11-23,FR3072,prague,15:15:00,189,EU,Domingo,Tarde,0.99,0.98
391,2025-11-23,FR6973,rome,15:30:00,197,EU,Domingo,Tarde,0.95,0.95
392,2025-11-23,FR133,berlin,16:15:00,189,EU,Domingo,Tarde,1.0,0.98
393,2025-11-23,FR2922,brussels,16:15:00,189,EU,Domingo,Tarde,0.96,0.95
394,2025-11-23,FR9814,london,16:40:00,189,INT,Domingo,Tarde,1.0,0.94
395,2025-11-23,FR8669,dublin,16:55:00,189,INT,Domingo,Tarde,0.9,0.95
396,2025-11-23,FR2250,marrakech,17:00:00,189,INT,Domingo,Tarde,0.86,0.93
397,2025-11-23,FR8394,budapest,17:15:00,197,EU,Domingo,Tarde,1.0,0.98
398,2025-11-23,FR5718,bratislava,17:20:00,189,EU,Domingo,Tarde,0.97,0.94
399,2025-11-23,FR12,vienna,17:40:00,189,EU,Domingo,Tarde,1.0,0.98
400,2025-11-23,FR5252,krakow,17:50:00,189,EU,Domingo,Tarde,1.0,0.98
401,2025-11-23,FR1681,frankfurt-hahn,18:00:00,189,EU,Domingo,Tarde,0.99,0.98
402,2025-11-23,FR777,venice,18:00:00,197,EU,Domingo,Tarde,1.0,0.97
403,2025-11-23,FR6305,milan,18:05:00,189,EU,Domingo,Tarde,0.99,0.95
404,2025-11-23,FR2406,sevilla,18:30:00,189,NAC,Domingo,Tarde,0.95,0.96
405,2025-11-23,FR8631,tanger,18:45:00,189,INT,Domingo,Tarde,0.9,0.94
406,2025-11-23,FR6394,dublin,19:10:00,197,INT,Domingo,Tarde,0.89,0.95
407,2025-11-23,FR3160,bristol,19:25:00,189,INT,Domingo,Tarde,1.0,0.94
408,2025-11-23,FR2233,al aaroui,19:40:00,189,INT,Domingo,Tarde,0.84,0.93
409,2025-11-23,FR5710,napoli,19:45:00,189,EU,Domingo,Tarde,0.97,0.98
410,2025-11-23,FR9015,london,19:45:00,189,INT,Domingo,Tarde,0.99,0.94
411,2025-11-23,FR8136,ibiza,20:10:00,189,NAC,Domingo,Noche,1.0,0.81
412,2025-11-23,FR6985,rome,20:30:00,197,EU,Domingo,Noche,0.93,0.95
413,2025-11-23,FR4587,porto,20:40:00,189,EU,Domingo,Noche,0.92,0.92
414,2025-11-23,FR6275,edinburgh,20:50:00,189,INT,Domingo,Noche,1.0,0.98
415,2025-11-23,FR6944,warsaw,20:50:00,189,EU,Domingo,Noche,0.99,0.98
416,2025-11-23,FR8615,budapest,21:00:00,189,EU,Domingo,Noche,0.99,0.98
417,2025-11-23,FR2896,palma de mallorca,21:15:00,189,NAC,Domingo,Noche,1.0,0.92
418,2025-11-23,FR3792,birmingham,21:20:00,189,INT,Domingo,Noche,0.92,0.96
419,2025-11-23,FR5752,valletta,21:45:00,197,EU,Domingo,Noche,0.94,0.92
420,2025-11-23,FR5220,bologna,22:50:00,189,EU,Domingo,Noche,0.99,0.95
421,2025-11-23,FR9406,fes,23:15:00,189,INT,Domingo,Noche,0.88,0.87
422,2025-11-24,FR3180,rome,06:00:00,189,EU,Lunes,Mañana,0.88,0.95
423,2025-11-24,FR846,milan,06:10:00,189,EU,Lunes,Mañana,1.0,0.95
424,2025-11-24,FR2233,al aaroui,06:20:00,189,INT,Lunes,Mañana,0.7,0.82
425,2025-11-24,FR8384,budapest,06:25:00,197,EU,Lunes,Mañana,1.0,0.98
426,2025-11-24,FR3078,lisbon,06:30:00,189,EU,Lunes,Mañana,1.0,0.98
427,2025-11-24,FR3035,krakow,06:45:00,189,EU,Lunes,Mañana,1.0,0.98
428,2025-11-24,FR8215,london,06:45:00,197,INT,Lunes,Mañana,0.98,0.92
429,2025-11-24,FR3028,ibiza,07:35:00,189,NAC,Lunes,Mañana,0.84,0.56
430,2025-11-24,FR1342,palma de mallorca,07:40:00,180,NAC,Lunes,Mañana,0.62,0.64
431,2025-11-24,FR1165,sevilla,07:55:00,189,NAC,Lunes,Mañana,0.99,0.96
432,2025-11-24,FR58,napoli,08:35:00,197,EU,Lunes,Mañana,0.98,0.98
433,2025-11-24,FR575,bologna,08:40:00,189,EU,Lunes,Mañana,1.0,0.97
434,2025-11-24,FR12,vienna,09:00:00,180,EU,Lunes,Mañana,1.0,0.98
435,2025-11-24,FR6078,ouarzazate,09:05:00,189,INT,Lunes,Mañana,0.48,0.6
436,2025-11-24,FR2834,charleroi,09:40:00,189,EU,Lunes,Mañana,0.92,0.95
437,2025-11-24,FR2495,palma de mallorca,09:45:00,189,NAC,Lunes,Mañana,0.84,0.83
438,2025-11-24,FR4545,porto,09:50:00,189,EU,Lunes,Mañana,0.92,0.9
439,2025-11-24,FR6559,liverpool,10:15:00,189,INT,Lunes,Mañana,0.95,0.95
440,2025-11-24,FR3143,milan,10:20:00,189,EU,Lunes,Mañana,0.96,0.95
441,2025-11-24,FR7808,london,10:35:00,197,INT,Lunes,Mañana,0.98,0.94
442,2025-11-24,FR2239,marrakech,10:45:00,189,INT,Lunes,Mañana,0.9,0.91
443,2025-11-24,FR3121,paris,10:45:00,189,EU,Lunes,Mañana,0.99,0.98
444,2025-11-24,FR3976,dublin,10:45:00,189,INT,Lunes,Mañana,0.92,0.95
445,2025-11-24,FR3039,prague,10:55:00,189,EU,Lunes,Mañana,0.98,0.98
446,2025-11-24,FR9045,london,11:00:00,189,INT,Lunes,Mañana,0.99,0.94
447,2025-11-24,FR7539,milan,11:30:00,189,EU,Lunes,Mañana,0.98,0.95
448,2025-11-24,FR1279,copenhagen,11:35:00,189,EU,Lunes,Mañana,0.98,0.97
449,2025-11-24,FR777,venice,11:55:00,197,EU,Lunes,Mañana,0.96,0.97
450,2025-11-24,FR8217,london,12:00:00,189,INT,Lunes,Tarde,0.97,0.94
451,2025-11-24,FR3129,ibiza,12:35:00,189,NAC,Lunes,Tarde,0.7,0.77
452,2025-11-24,FR6973,rome,12:35:00,197,EU,Lunes,Tarde,0.9,0.95
453,2025-11-24,FR774,torino,12:40:00,189,EU,Lunes,Tarde,0.94,0.97
454,2025-11-24,FR3108,luxembourg,13:00:00,197,EU,Lunes,Tarde,0.96,0.93
455,2025-11-24,FR8631,tanger,13:20:00,189,INT,Lunes,Tarde,0.91,0.94
456,2025-11-24,FR4585,porto,13:40:00,189,EU,Lunes,Tarde,0.86,0.91
457,2025-11-24,FR3189,fes,13:50:00,189,INT,Lunes,Tarde,0.77,0.87
458,2025-11-24,FR3792,birmingham,13:55:00,189,INT,Lunes,Tarde,0.94,0.96
459,2025-11-24,FR2889,palma de mallorca,14:05:00,189,NAC,Lunes,Tarde,0.93,0.9
460,2025-11-24,FR3146,oujda,15:10:00,189,INT,Lunes,Tarde,0.76,0.8
461,2025-11-24,FR1681,frankfurt-hahn,15:35:00,189,EU,Lunes,Tarde,0.99,0.98
462,2025-11-24,FR867,venice,16:05:00,189,EU,Lunes,Tarde,0.99,0.97
463,2025-11-24,FR9811,london,16:05:00,189,INT,Lunes,Tarde,1.0,0.94
464,2025-11-24,FR2507,cologne-bonn,16:45:00,197,EU,Lunes,Tarde,0.99,0.98
465,2025-11-24,FR5718,bratislava,16:50:00,189,EU,Lunes,Tarde,0.92,0.94
466,2025-11-24,FR6305,milan,16:50:00,189,EU,Lunes,Tarde,0.96,0.95
467,2025-11-24,FR6874,dublin,16:55:00,189,INT,Lunes,Tarde,0.93,0.95
468,2025-11-24,FR5270,manchester,17:05:00,189,INT,Lunes,Tarde,1.0,0.96
469,2025-11-24,FR6300,sofia,17:05:00,189,EU,Lunes,Tarde,0.97,0.97
470,2025-11-24,FR1786,vilnius,17:30:00,197,EU,Lunes,Tarde,0.99,0.98
471,2025-11-24,FR2922,brussels,17:30:00,189,EU,Lunes,Tarde,0.95,0.95
472,2025-11-24,FR333,gdansk,17:55:00,189,EU,Lunes,Tarde,0.98,0.98
473,2025-11-24,FR269,milan,18:00:00,189,EU,Lunes,Tarde,0.99,0.95
474,2025-11-24,FR3320,milan,18:30:00,197,EU,Lunes,Tarde,0.96,0.95
475,2025-11-24,FR3174,ibiza,18:45:00,189,NAC,Lunes,Tarde,1.0,0.79
476,2025-11-24,FR3185,rabat,19:05:00,189,INT,Lunes,Tarde,0.89,0.91
477,2025-11-24,FR9307,cork,19:15:00,189,INT,Lunes,Tarde,0.9,0.92
478,2025-11-24,FR8231,london,19:25:00,189,INT,Lunes,Tarde,0.99,0.94
479,2025-11-24,FR2896,palma de mallorca,19:40:00,180,NAC,Lunes,Tarde,0.96,0.9
480,2025-11-24,FR133,berlin,19:45:00,189,EU,Lunes,Tarde,0.99,0.98
481,2025-11-24,FR7351,vienna,19:45:00,180,EU,Lunes,Tarde,0.99,0.98
482,2025-11-24,FR3080,malaga,20:00:00,189,NAC,Lunes,Noche,0.97,0.92
483,2025-11-24,FR3807,charleroi,20:05:00,197,EU,Lunes,Noche,0.93,0.95
484,2025-11-24,FR6341,rome,20:10:00,189,EU,Lunes,Noche,0.98,0.95
485,2025-11-24,FR6597,manchester,20:10:00,189,INT,Lunes,Noche,1.0,0.96
486,2025-11-24,FR5710,napoli,20:40:00,189,EU,Lunes,Noche,1.0,0.98
487,2025-11-24,FR8394,budapest,20:40:00,197,EU,Lunes,Noche,0.99,0.98
488,2025-11-24,FR2098,bologna,20:50:00,189,EU,Lunes,Noche,0.94,0.97
489,2025-11-24,FR3928,trieste,20:50:00,189,EU,Lunes,Noche,0.98,0.92
490,2025-11-24,FR878,venice,20:55:00,189,EU,Lunes,Noche,0.97,0.97
491,2025-11-24,FR6275,edinburgh,21:05:00,197,INT,Lunes,Noche,0.95,0.98
492,2025-11-24,FR6920,dublin,21:10:00,189,INT,Lunes,Noche,0.99,0.95
493,2025-11-24,FR2402,sevilla,21:30:00,189,NAC,Lunes,Noche,0.98,0.96
494,2025-11-24,FR4084,warsaw,21:30:00,189,EU,Lunes,Noche,0.99,0.98
495,2025-11-24,FR3168,newcastle,21:45:00,189,INT,Lunes,Noche,0.9,0.88
496,2025-11-24,FR4587,porto,21:45:00,197,EU,Lunes,Noche,0.8,0.88
497,2025-11-24,FR1527,valletta,21:50:00,197,EU,Lunes,Noche,0.92,0.91
498,2025-11-24,FR2250,marrakech,21:50:00,189,INT,Lunes,Noche,0.39,0.88
499,2025-11-24,FR8574,rome,22:20:00,189,EU,Lunes,Noche,0.87,0.93
500,2025-11-25,FR3189,fes,06:15:00,189,INT,Martes,Mañana,0.44,0.6
501,2025-11-25,FR2507,cologne-bonn,06:20:00,189,EU,Martes,Mañana,1.0,0.98
502,2025-11-25,FR4545,porto,06:35:00,189,EU,Martes,Mañana,0.7,0.8
503,2025-11-25,FR3166,palermo,07:35:00,189,EU,Martes,Mañana,0.94,0.96
504,2025-11-25,FR5718,bratislava,07:35:00,189,EU,Martes,Mañana,0.8,0.92
505,2025-11-25,FR3193,riga,07:55:00,189,EU,Martes,Mañana,1.0,0.93
506,2025-11-25,FR133,berlin,08:50:00,189,EU,Martes,Mañana,1.0,0.98
507,2025-11-25,FR3035,krakow,09:10:00,189,EU,Martes,Mañana,1.0,0.98
508,2025-11-25,FR3807,charleroi,09:10:00,197,EU,Martes,Mañana,0.89,0.95
509,2025-11-25,FR12,vienna,10:15:00,180,EU,Martes,Mañana,1.0,0.98
510,2025-11-25,FR1279,copenhagen,10:25:00,197,EU,Martes,Mañana,0.89,0.97
511,2025-11-25,FR5270,manchester,10:30:00,197,INT,Martes,Mañana,0.99,0.96
512,2025-11-25,FR58,napoli,11:40:00,189,EU,Martes,Mañana,0.97,0.98
513,2025-11-25,FR3108,luxembourg,12:15:00,189,EU,Martes,Tarde,0.96,0.93
514,2025-11-25,FR8384,budapest,12:35:00,197,EU,Martes,Tarde,1.0,0.98
515,2025-11-25,FR6267,edinburgh,12:55:00,189,INT,Martes,Tarde,1.0,0.98
516,2025-11-25,FR2239,marrakech,14:00:00,189,INT,Martes,Tarde,0.86,0.91
517,2025-11-25,FR3076,stockholm,14:05:00,189,EU,Martes,Tarde,0.99,0.98
518,2025-11-25,FR3792,birmingham,16:20:00,197,INT,Martes,Tarde,1.0,0.96
519,2025-11-25,FR846,milan,16:55:00,189,EU,Martes,Tarde,1.0,0.95
520,2025-11-25,FR1165,sevilla,17:05:00,197,NAC,Martes,Tarde,0.93,0.96
521,2025-11-25,FR575,bologna,17:25:00,197,EU,Martes,Tarde,0.94,0.97
522,2025-11-25,FR3180,rome,18:00:00,189,EU,Martes,Tarde,0.9,0.95
523,2025-11-25,FR6300,sofia,18:15:00,197,EU,Martes,Tarde,0.97,0.97
524,2025-11-25,FR777,venice,18:40:00,189,EU,Martes,Tarde,1.0,0.97
525,2025-11-25,FR2834,charleroi,18:45:00,197,EU,Martes,Tarde,0.94,0.95
526,2025-11-25,FR9015,london,19:25:00,189,INT,Martes,Tarde,0.98,0.94
527,2025-11-25,FR4084,warsaw,20:15:00,189,EU,Martes,Noche,0.99,0.98
528,2025-11-25,FR6394,dublin,21:15:00,197,INT,Martes,Noche,0.99,0.95
529,2025-11-25,FR4585,porto,22:00:00,197,EU,Martes,Noche,0.8,0.88
530,2025-11-26,FR2918,brussels,06:05:00,189,EU,Miércoles,Mañana,0.99,0.95
531,2025-11-26,FR3185,rabat,06:05:00,189,INT,Miércoles,Mañana,0.73,0.76
532,2025-11-26,FR9406,fes,06:05:00,189,INT,Miércoles,Mañana,0.44,0.6
533,2025-11-26,FR483,malaga,06:15:00,189,NAC,Miércoles,Mañana,0.63,0.84
534,2025-11-26,FR2239,marrakech,06:35:00,189,INT,Miércoles,Mañana,0.88,0.8
535,2025-11-26,FR3028,ibiza,06:45:00,189,NAC,Miércoles,Mañana,0.2,0.55
536,2025-11-26,FR3108,luxembourg,06:50:00,197,EU,Miércoles,Mañana,0.76,0.89
537,2025-11-26,FR8384,budapest,09:30:00,189,EU,Miércoles,Mañana,0.99,0.98
538,2025-11-26,FR4545,porto,09:45:00,189,EU,Miércoles,Mañana,0.82,0.9
539,2025-11-26,FR3049,krakow,09:55:00,197,EU,Miércoles,Mañana,0.98,0.98
540,2025-11-26,FR3078,lisbon,10:15:00,189,EU,Miércoles,Mañana,0.95,0.98
541,2025-11-26,FR3039,prague,10:20:00,189,EU,Miércoles,Mañana,0.98,0.98
542,2025-11-26,FR6267,edinburgh,10:45:00,197,INT,Miércoles,Mañana,0.99,0.98
543,2025-11-26,FR2507,cologne-bonn,11:00:00,197,EU,Miércoles,Mañana,1.0,0.98
544,2025-11-26,FR575,bologna,11:40:00,189,EU,Miércoles,Mañana,0.96,0.97
545,2025-11-26,FR9925,frankfurt-hahn,12:35:00,189,EU,Miércoles,Tarde,0.96,0.98
546,2025-11-26,FR6597,manchester,13:00:00,197,INT,Miércoles,Tarde,1.0,0.96
547,2025-11-26,FR3792,birmingham,13:10:00,189,INT,Miércoles,Tarde,1.0,0.96
548,2025-11-26,FR777,venice,15:10:00,197,EU,Miércoles,Tarde,0.97,0.97
549,2025-11-26,FR12,vienna,15:15:00,197,EU,Miércoles,Tarde,0.99,0.98
550,2025-11-26,FR3035,krakow,16:15:00,197,EU,Miércoles,Tarde,0.99,0.98
551,2025-11-26,FR3928,trieste,16:50:00,189,EU,Miércoles,Tarde,0.94,0.93
552,2025-11-26,FR5718,bratislava,16:50:00,189,EU,Miércoles,Tarde,0.91,0.94
553,2025-11-26,FR4585,porto,17:30:00,189,EU,Miércoles,Tarde,0.87,0.91
554,2025-11-26,FR3180,rome,18:00:00,189,EU,Miércoles,Tarde,0.96,0.95
555,2025-11-26,FR8231,london,19:00:00,189,INT,Miércoles,Tarde,0.97,0.94
556,2025-11-26,FR1165,sevilla,19:10:00,189,NAC,Miércoles,Tarde,1.0,0.96
557,2025-11-26,FR9334,marrakech,19:10:00,189,INT,Miércoles,Tarde,0.89,0.91
558,2025-11-26,FR1342,palma de mallorca,19:15:00,189,NAC,Miércoles,Tarde,0.79,0.91
559,2025-11-26,FR133,berlin,19:35:00,197,EU,Miércoles,Tarde,1.0,0.98
560,2025-11-26,FR3143,milan,19:55:00,189,EU,Miércoles,Tarde,0.93,0.95
561,2025-11-26,FR58,napoli,20:10:00,189,EU,Miércoles,Noche,0.99,0.98
562,2025-11-26,FR5246,vilnius,20:10:00,197,EU,Miércoles,Noche,0.98,0.98
563,2025-11-26,FR6394,dublin,22:05:00,189,INT,Miércoles,Noche,0.99,0.93
564,2025-11-27,FR8215,london,06:00:00,189,INT,Jueves,Mañana,0.93,0.92
565,2025-11-27,FR2918,brussels,06:05:00,189,EU,Jueves,Mañana,1.0,0.95
566,2025-11-27,FR3976,dublin,06:15:00,197,INT,Jueves,Mañana,0.9,0.95
567,2025-11-27,FR3049,krakow,06:40:00,197,EU,Jueves,Mañana,0.97,0.98
568,2025-11-27,FR3028,ibiza,06:45:00,189,NAC,Jueves,Mañana,0.12,0.55
569,2025-11-27,FR2495,palma de mallorca,07:20:00,180,NAC,Jueves,Mañana,0.19,0.62
570,2025-11-27,FR133,berlin,07:25:00,189,EU,Jueves,Mañana,0.97,0.98
571,2025-11-27,FR2507,cologne-bonn,07:45:00,197,EU,Jueves,Mañana,1.0,0.98
572,2025-11-27,FR575,bologna,08:05:00,189,EU,Jueves,Mañana,0.99,0.97
573,2025-11-27,FR774,torino,08:05:00,189,EU,Jueves,Mañana,1.0,0.97
574,2025-11-27,FR3928,trieste,08:40:00,189,EU,Jueves,Mañana,0.76,0.89
575,2025-11-27,FR6973,rome,08:40:00,189,EU,Jueves,Mañana,0.97,0.95
576,2025-11-27,FR5710,napoli,09:05:00,189,EU,Jueves,Mañana,1.0,0.98
577,2025-11-27,FR12,vienna,09:10:00,180,EU,Jueves,Mañana,1.0,0.98
578,2025-11-27,FR3320,milan,09:30:00,189,EU,Jueves,Mañana,0.71,0.95
579,2025-11-27,FR1279,copenhagen,10:00:00,197,EU,Jueves,Mañana,0.97,0.97
580,2025-11-27,FR1165,sevilla,10:20:00,189,NAC,Jueves,Mañana,0.97,0.96
581,2025-11-27,FR3121,paris,10:25:00,189,EU,Jueves,Mañana,0.97,0.98
582,2025-11-27,FR8384,budapest,10:25:00,189,EU,Jueves,Mañana,0.99,0.98
583,2025-11-27,FR3792,birmingham,11:00:00,189,INT,Jueves,Mañana,0.93,0.96
584,2025-11-27,FR4545,porto,11:00:00,197,EU,Jueves,Mañana,0.82,0.91
585,2025-11-27,FR3076,stockholm,11:10:00,189,EU,Jueves,Mañana,1.0,0.98
586,2025-11-27,FR483,malaga,11:10:00,189,NAC,Jueves,Mañana,0.95,0.92
587,2025-11-27,FR6597,manchester,11:20:00,189,INT,Jueves,Mañana,0.96,0.96
588,2025-11-27,FR2239,marrakech,12:30:00,189,INT,Jueves,Tarde,0.93,0.91
589,2025-11-27,FR3160,bristol,12:45:00,189,INT,Jueves,Tarde,0.8,0.94
590,2025-11-27,FR1681,frankfurt-hahn,13:00:00,189,EU,Jueves,Tarde,0.99,0.98
591,2025-11-27,FR3039,prague,13:30:00,197,EU,Jueves,Tarde,0.99,0.98
592,2025-11-27,FR269,milan,13:40:00,189,EU,Jueves,Tarde,0.98,0.95
593,2025-11-27,FR6267,edinburgh,13:45:00,197,INT,Jueves,Tarde,0.94,0.98
594,2025-11-27,FR846,milan,13:45:00,197,EU,Jueves,Tarde,0.96,0.95
595,2025-11-27,FR2233,al aaroui,14:00:00,189,INT,Jueves,Tarde,0.93,0.92
596,2025-11-27,FR3189,fes,15:00:00,189,INT,Jueves,Tarde,0.93,0.87
597,2025-11-27,FR149,berlin,15:40:00,189,EU,Jueves,Tarde,1.0,0.98
598,2025-11-27,FR2922,brussels,16:05:00,189,EU,Jueves,Tarde,1.0,0.95
599,2025-11-27,FR9045,london,16:30:00,197,INT,Jueves,Tarde,0.92,0.94
600,2025-11-27,FR9913,tallinn,16:30:00,197,EU,Jueves,Tarde,0.99,0.98
601,2025-11-27,FR4585,porto,16:35:00,197,EU,Jueves,Tarde,0.84,0.91
602,2025-11-27,FR2098,bologna,17:15:00,189,EU,Jueves,Tarde,0.97,0.97
603,2025-11-27,FR8394,budapest,17:30:00,189,EU,Jueves,Tarde,0.96,0.98
604,2025-11-27,FR6300,sofia,17:45:00,189,EU,Jueves,Tarde,0.97,0.97
605,2025-11-27,FR5718,bratislava,18:00:00,189,EU,Jueves,Tarde,0.93,0.94
606,2025-11-27,FR6341,rome,18:00:00,189,EU,Jueves,Tarde,0.97,0.95
607,2025-11-27,FR3078,lisbon,18:30:00,189,EU,Jueves,Tarde,0.99,0.98
608,2025-11-27,FR6394,dublin,18:30:00,197,INT,Jueves,Tarde,0.96,0.95
