,fecha_scrapeo,Name_company,Num_flight,Name_Destiny,Time_flight,flight_state,flight_capacity,Aircraft,Gate
24,01/12/2025,Wizz Air Malta,W43176,Bucharest (OTP),09:25,"En hora, Ha salido",230.0,Airbus A321,U34
25,01/12/2025,Wizz Air Malta,W45088,Tirana (TIA),09:25,"En hora, Ha salido",230.0,Airbus A321,W46
26,01/12/2025,Wizz Air,W62376,Budapest (BUD),09:25,"Retrasado, Ha salido 09:38",239.0,Airbus A321neo,U32
27,01/12/2025,Volotea,V73573,Asturias (OVD),09:30,"En hora, Ha salido",156.0,Airbus A319,S23
28,01/12/2025,easyJet Europe,EC1030,"Basel, Switzerland/Mulhouse (BSL)",09:35,"En hora, Ha salido",180.0,Airbus A320,R10
29,01/12/2025,Ryanair,FR2834,Charleroi (CRL),09:40,"En hora, Ha salido",189.0,Boeing 737-800,U35
30,01/12/2025,Transavia,HV6062,Rotterdam (RTM),09:40,"En hora, Ha salido",189.0,Boeing 737-800,S22
31,01/12/2025,Eurowings,EW9441,Dusseldorf (DUS),09:45,"En hora, Ha salido",230.0,Airbus A321,R14
32,01/12/2025,Ryanair,FR2495,Palma de Mallorca (PMI),09:45,"En hora, Ha salido",189.0,Boeing 737-800,R12
33,01/12/2025,Ryanair,FR4545,Porto (OPO),09:50,"En hora, Ha salido",189.0,Boeing 737-800,S25
34,01/12/2025,Air Serbia,JU581,Belgrade (BEG),09:55,"Retrasado, Ha salido 10:11",156.0,Airbus A319,W42
35,01/12/2025,easyJet Europe,EC7656,Lisbon (LIS),10:00,"En hora, Ha salido",230.0,Airbus A321,R11
36,01/12/2025,Transavia,HV5132,Amsterdam (AMS),10:05,"Retrasado, Ha salido 10:20",189.0,Boeing 737-800,S20
37,01/12/2025,Wizz Air Malta,W46018,Rome (FCO),10:05,"Retrasado, Ha salido 10:15",239.0,Airbus A321neo,U31
38,01/12/2025,Ryanair,FR9175,Bristol (BRS),10:10,"En hora, Ha salido",189.0,Boeing 737-800,Y54
39,01/12/2025,Ryanair,FR6559,Liverpool (LPL),10:15,"En hora, Ha salido",189.0,Boeing 737-800,Y57
40,01/12/2025,Wizz Air,W61476,Warsaw (WAW),10:15,"En hora, Ha salido",230.0,Airbus A321,U33
41,01/12/2025,Ryanair,FR3143,Milan (BGY),10:20,"En hora, Ha salido",189.0,Boeing 737-800,U37
42,01/12/2025,Easyjet,U22324,London (LTN),10:25,"En hora, Ha salido",186.0,Airbus A320neo,M6
43,01/12/2025,Ryanair,FR7808,London (LTN),10:35,"En hora, Ha salido",197.0,Boeing 737 MAX 8,W45
44,01/12/2025,easyJet Europe,EC7131,Nice/Cote D'Azur (NCE),10:40,"En hora, Ha salido",156.0,Airbus A319,R9
45,01/12/2025,Easyjet,U28056,London (LGW),10:40,"En hora, Ha salido",156.0,Airbus A319,M3
46,01/12/2025,Ryanair,FR2239,Marrakech (RAK),10:45,"Retrasado, Ha salido 11:03",189.0,Boeing 737-800,Y58
47,01/12/2025,Ryanair,FR3121,Beauvais (BVA),10:45,"En hora, Ha salido",189.0,Boeing 737-800,U34
48,01/12/2025,Ryanair,FR3976,Dublin (DUB),10:45,"En hora, Ha salido",189.0,Boeing 737-800,Y55
49,01/12/2025,Ryanair,FR3039,Prague (PRG),10:55,"En hora, Ha salido",189.0,Boeing 737-800,R13
50,01/12/2025,Ryanair,FR9045,London (STN),11:00,"En hora, Ha salido",189.0,Boeing 737-800,W44
51,01/12/2025,Easyjet,U22002,Manchester (MAN),11:20,"En hora, Ha salido",180.0,Airbus A320,M6
52,01/12/2025,Aer Lingus,EI563,Dublin (DUB),11:30,"En hora, Ha salido",180.0,Airbus A320,Y54
53,01/12/2025,Ryanair,FR7539,Milan (MXP),11:30,"En hora, Ha salido",189.0,Boeing 737-800,U32
54,01/12/2025,Transavia,TO4755,Paris (ORY),11:30,"Retrasado, Ha salido 11:46",189.0,Boeing 737-800,R14
55,01/12/2025,Ryanair,FR1279,Copenhagen (CPH),11:35,"En hora, Ha salido",189.0,Boeing 737-800,S25
56,01/12/2025,easyJet Europe,EC7197,Birmingham (BHX),11:40,"En hora, Ha salido",156.0,Airbus A319,M8
57,01/12/2025,Ryanair,FR777,Venice (VCE),11:55,"En hora, Ha salido",197.0,Boeing 737 MAX 8,S24
58,01/12/2025,Ryanair,FR8217,London (STN),12:00,"En hora, Ha salido",189.0,Boeing 737-800,W46
59,01/12/2025,Ryanair,FR6973,Rome (FCO),12:35,"Retrasado, Ha salido 12:45",197.0,Boeing 737 MAX 8,S20
60,01/12/2025,Ryanair,FR774,Torino (TRN),12:40,"En hora, Ha salido",189.0,Boeing 737-800,U35
61,01/12/2025,Ryanair,FR483,Malaga (AGP),12:45,"Retrasado, Ha salido 13:45",189.0,Boeing 737-800,S26
62,01/12/2025,Pegasus Airlines,PC1092,Istanbul (SAW),12:45,"Retrasado, Ha salido 13:07",230.0,Airbus A321,W44
63,01/12/2025,Norwegian Air Sweden AOC,D83657,Copenhagen (CPH),12:50,"En hora, Ha salido",189.0,Boeing 737-800,S23
64,01/12/2025,easyJet Europe,EC7137,Lyon (LYS),12:55,"En hora, Ha salido",156.0,Airbus A319,R12
65,01/12/2025,Wizz Air,W67022,Bratislava (BTS),12:55,"En hora, Ha salido",239.0,Airbus A321neo,S22
66,01/12/2025,Ryanair,FR3108,Luxembourg (LUX),13:00,"En hora, Ha salido",197.0,Boeing 737 MAX 8,U34
67,01/12/2025,Wizz Air Malta,W46330,Milan (MXP),13:10,"Retrasado, Ha salido 13:37",239.0,Airbus A321neo,U31
68,01/12/2025,Ryanair,FR8631,Tanger (TNG),13:20,"En hora, Ha salido",189.0,Boeing 737-800,W42
69,01/12/2025,HiSky,H4264,Bucharest (OTP),13:20,"En hora, Ha salido",180.0,Airbus A320,R11
70,01/12/2025,Norwegian Air Sweden AOC,D81741,Oslo (OSL),13:25,"En hora, Ha salido",189.0,Boeing 737-800,U33
71,01/12/2025,Eurowings,EW521,Cologne-Bonn (CGN),13:25,"Retrasado, Programado 14:10",180.0,Airbus A320,S21
72,01/12/2025,Pegasus Airlines,PC1528,Izmir (ADB),13:30,"En hora, Ha salido",180.0,Airbus A320,W45
73,01/12/2025,Luxair,LG3592,Luxembourg (LUX),13:35,"Retrasado, Ha salido 13:45",76.0,de Havilland Dash 8-400,U37
74,01/12/2025,easyJet Europe,EC7153,Milan (MXP),13:40,"En hora, Ha salido",156.0,Airbus A319,R10
75,01/12/2025,Ryanair,FR4585,Porto (OPO),13:40,"En hora, Ha salido",189.0,Boeing 737-800,U32
76,01/12/2025,Ryanair,FR3189,Fes (FEZ),13:50,"En hora, Ha salido",189.0,Boeing 737-800,Y55
77,01/12/2025,Jet2,LS804,Manchester (MAN),13:50,"En hora, Programado",189.0,Boeing 737-800,W46
78,01/12/2025,Ryanair,FR3792,Birmingham (BHX),13:55,"En hora, Ha salido",189.0,Boeing 737-800,Y57
79,01/12/2025,Air Baltic,BT684,Riga (RIX),14:05,"En hora, Ha salido",149.0,Airbus A220-300,S23
80,01/12/2025,Ryanair,FR2889,Palma de Mallorca (PMI),14:05,"En hora, Programado",189.0,Boeing 737-800,S24
81,01/12/2025,Norwegian Air Sweden AOC,D85502,Stockholm (ARN),14:40,"En hora, Programado",189.0,Boeing 737-800,U41
82,01/12/2025,Bluebird Airways,BZ251,Tel Aviv (TLV),14:45,"Retrasado, Programado 14:56",189.0,Boeing 737-800,Y
83,01/12/2025,easyJet Europe,EC7107,Geneva (GVA),14:45,"En hora, Programado",156.0,Airbus A319,R13
84,01/12/2025,Turkish Airlines,TK608,Ankara (ESB),14:45,"En hora, Programado",162.0,Boeing 737-800,W44
85,01/12/2025,Volotea,V71443,Ancona (AOI),14:45,"En hora, Programado",180.0,Airbus A320,R
86,01/12/2025,Wizz Air,W64406,Sofia (SOF),14:50,"En hora, Programado",239.0,Airbus A321neo,U33
87,01/12/2025,easyJet Europe,EC4212,Napoli (NAP),14:55,"Retrasado, Programado 15:23",180.0,Airbus A320,R
88,01/12/2025,SmartWings,QS1059,Prague (PRG),14:55,"En hora, Programado",149.0,Airbus A220-300,S
89,01/12/2025,Air Arabia Maroc,3O376,Al Aaroui (NDR),15:00,"En hora, Programado",174.0,Airbus A320,Y55
90,01/12/2025,Ryanair,FR3146,Oujda (OUD),15:10,"Retrasado, Ha salido 15:13",189.0,Boeing 737-800,W42
91,01/12/2025,Ryanair,FR2330,Al Aaroui (NDR),15:15,"En hora, Ha salido",189.0,Boeing 737-800,Y57
92,01/12/2025,Ryanair,FR1681,Frankfurt-Hahn (HHN),15:35,"En hora, Ha salido",189.0,Boeing 737-800,U31
93,01/12/2025,Wizz Air,W61412,Warsaw (WMI),15:40,"En hora, Ha salido",239.0,Airbus A321neo,U32
94,01/12/2025,Pegasus Airlines,PC1094,Istanbul (SAW),15:45,"Retrasado, Ha salido 15:50",220.0,Airbus A321,W45
95,01/12/2025,Ryanair,FR867,Venice (VCE),16:05,"Retrasado, Ha salido 16:06",189.0,Boeing 737-800,U35
96,01/12/2025,Ryanair,FR9811,London (STN),16:05,"En hora, Ha salido",189.0,Boeing 737-800,Y54
97,01/12/2025,Wizz Air Malta,W43564,Timisoara (TSR),16:25,"Retrasado, Ha salido 16:55",180.0,Airbus A320,R13
98,01/12/2025,Volotea,V73735,Murcia (RMU),16:35,"En hora, Ha salido",180.0,Airbus A320,R14
99,01/12/2025,Ryanair,FR2507,Cologne-Bonn (CGN),16:45,"En hora, Ha salido",197.0,Boeing 737 MAX 8,S21
100,01/12/2025,Ryanair,FR5718,Bratislava (BTS),16:50,"Retrasado, Ha salido 17:02",197.0,Boeing 737 MAX 8,S24
101,01/12/2025,Ryanair,FR6305,Milan (BGY),16:50,"Retrasado, Ha salido 18:42",189.0,Boeing 737-800,U33
102,01/12/2025,Ryanair,FR6874,Dublin (DUB),16:55,"En hora, Ha salido",189.0,Boeing 737-800,W46
103,01/12/2025,Easyjet,U23372,Liverpool (LPL),17:00,"En hora, Ha salido",156.0,Airbus A319,M
104,01/12/2025,Ryanair,FR5270,Manchester (MAN),17:05,En hora,189.0,Boeing 737-800,W42
105,01/12/2025,BUZZ,RR6300,Sofia (SOF),17:05,"En hora, Ha salido",189.0,Boeing 737-800,S24
106,01/12/2025,easyJet Europe,EC7173,Berlin (BER),17:10,"En hora, Ha salido",156.0,Airbus A319,R10
107,01/12/2025,Volotea,V73700,Vitoria (VIT),17:15,"En hora, Ha salido",156.0,Airbus A319,S23
108,01/12/2025,Wizz Air,W67920,Kopitnari (KUT),17:15,"En hora, Ha salido",239.0,Airbus A321neo,W44
109,01/12/2025,Ryanair,FR1786,Vilnius (VNO),17:30,"En hora, Ha salido",189.0,Boeing 737-800,U32
110,01/12/2025,Ryanair,FR2922,Brussels (BRU),17:30,"Retrasado, Ha salido 18:20",189.0,Boeing 737-800,U34
111,01/12/2025,easyJet Europe,EC3737,Milan (MXP),17:35,"En hora, Ha salido",156.0,Airbus A319,R
112,01/12/2025,easyJet Europe,EC7199,Edinburgh (EDI),17:35,"En hora, Ha salido",156.0,Airbus A319,M8
113,01/12/2025,Transavia,HV5134,Amsterdam (AMS),17:50,"Retrasado, Ha salido 18:41",239.0,Airbus A321neo,S22
114,01/12/2025,Ryanair,FR269,Milan (MXP),18:00,"En hora, Ha salido",189.0,Boeing 737-800,U35
115,01/12/2025,easyJet Europe,EC7205,Southampton (SOU),18:05,"En hora, Ha salido",156.0,Airbus A319,M3
116,01/12/2025,Ryanair,FR3320,Milan (BGY),18:30,"Retrasado, Ha salido 19:15",189.0,Boeing 737-800,S20
117,01/12/2025,Wizz Air Malta,W43686,Iasi (IAS),18:30,"En hora, Ha salido",180.0,Airbus A320,R14
118,01/12/2025,Ryanair,FR3174,Ibiza (IBZ),18:45,"Retrasado, Ha salido 20:25",189.0,Boeing 737-800,U31
119,01/12/2025,Wizz Air,W61478,Warsaw (WAW),19:00,"En hora, Ha salido",230.0,Airbus A321,U31
120,01/12/2025,Ryanair,FR3185,Rabat (RBA),19:05,"Retrasado, Ha salido 19:25",189.0,Boeing 737-800,W46
121,01/12/2025,Ryanair,FR9307,Cork (ORK),19:15,"En hora, Ha salido",189.0,Boeing 737-800,Y54
122,01/12/2025,Ryanair,FR8231,London (STN),19:25,"Retrasado, Ha salido 19:45",197.0,Boeing 737 MAX 8,W42
123,01/12/2025,Eurowings,EW7521,Hamburg (HAM),19:40,"Retrasado, Ha salido 20:14",180.0,Airbus A320,U32
124,01/12/2025,Lauda Europe,LW2896,Palma de Mallorca (PMI),19:40,"Retrasado, Ha salido 20:39",180.0,Airbus A320,S21
125,01/12/2025,Wizz Air,W61706,Gdansk (GDN),19:40,"En hora, Ha salido",230.0,Airbus A321,R11
126,01/12/2025,Ryanair,FR133,Berlin (BER),19:45,"En hora, Ha salido",197.0,Boeing 737 MAX 8,U33
127,01/12/2025,Lauda Europe,LW7351,Vienna (VIE),19:45,"Retrasado, Ha salido 19:57",180.0,Airbus A320,S24
128,01/12/2025,Easyjet,U28058,London (LGW),19:45,"En hora, Ha salido",156.0,Airbus A319,M6
129,01/12/2025,Volotea,V71415,Verona (VRN),19:55,"En hora, Ha salido",180.0,Airbus A320,R14
130,01/12/2025,Wizz Air,W64666,Larnaca (LCA),19:55,"En hora, Ha salido",230.0,Airbus A321,W45
131,01/12/2025,Ryanair,FR3080,Malaga (AGP),20:00,"Retrasado, Ha salido 20:14",189.0,Boeing 737-800,S22
132,01/12/2025,Air Arabia Maroc,3O378,Tanger (TNG),20:05,"En hora, Ha salido",174.0,Airbus A320,Y54
133,01/12/2025,Ryanair,FR3807,Charleroi (CRL),20:05,"En hora, Ha salido",189.0,Boeing 737-800,U35
134,01/12/2025,Ryanair,FR6341,Rome (FCO),20:10,"En hora, Ha salido",189.0,Boeing 737-800,S23
135,01/12/2025,Ryanair,FR6597,Manchester (MAN),20:10,"Retrasado, Ha salido 20:22",189.0,Boeing 737-800,Y58
136,01/12/2025,easyJet Europe,EC1956,Milan (LIN),20:15,"Retrasado, Ha salido 20:26",180.0,Airbus A320,R12
137,01/12/2025,Wizz Air Malta,W42940,Vienna (VIE),20:20,"En hora, Ha salido",239.0,Airbus A321neo,U34
138,01/12/2025,easyJet Europe,EC1010,"Basel, Switzerland/Mulhouse (BSL)",20:30,"En hora, Ha salido",156.0,Airbus A319,R10
139,01/12/2025,T'Way Air,TW408,Seoul/Incheon (ICN),20:30,"Retrasado, Ha salido 20:50",246.0,Airbus A330-200,W43
140,01/12/2025,Volotea,V72135,Bordeaux (BOD),20:30,"En hora, Ha salido",180.0,Airbus A320,S25
141,01/12/2025,Ryanair,FR5710,Napoli (NAP),20:40,"En hora, Ha salido",189.0,Boeing 737-800,U36
142,01/12/2025,BUZZ,RR8394,Budapest (BUD),20:40,"Retrasado, Ha salido 21:00",197.0,Boeing 737 MAX 8,U33
143,01/12/2025,Transavia,TO4759,Paris (ORY),20:45,"En hora, Ha salido",186.0,Airbus A320neo,S20
144,01/12/2025,Wizz Air,W62378,Budapest (BUD),20:45,"En hora, Ha salido",239.0,Airbus A321neo,R11
145,01/12/2025,Ryanair,FR2098,Bologna (BLQ),20:50,"En hora, Ha salido",189.0,Boeing 737-800,S24
146,01/12/2025,Ryanair,FR3928,Trieste (TRS),20:50,"En hora, Ha salido",189.0,Boeing 737-800,S29
147,01/12/2025,Volotea,V72165,Nantes/Atlantique (NTE),20:50,"En hora, Ha salido",156.0,Airbus A319,R9
148,01/12/2025,Ryanair,FR878,Venice (VCE),20:55,"En hora, Ha salido",189.0,Boeing 737-800,U35
149,01/12/2025,Aer Lingus,EI565,Dublin (DUB),21:05,"Retrasado, Ha salido 21:18",174.0,Airbus A320,Y54
150,01/12/2025,Ryanair,FR6275,Edinburgh (EDI),21:05,"Retrasado, Ha salido 21:28",197.0,Boeing 737 MAX 8,Y55
151,01/12/2025,Ryanair,FR6920,Dublin (DUB),21:10,"Retrasado, Ha salido 21:37",189.0,Boeing 737-800,W42
152,01/12/2025,easyJet Europe,EC1380,Geneva (GVA),21:20,"En hora, Ha salido",180.0,Airbus A320,R12
153,01/12/2025,Wizz Air Malta,W43178,Bucharest (BBU),21:20,"En hora, Ha salido",230.0,Airbus A321,U32
154,01/12/2025,Wizz Air Malta,W43406,Cluj-Napoca (CLJ),21:25,"En hora, Ha salido",180.0,Airbus A320,R14
155,01/12/2025,Ryanair,FR2402,Sevilla (SVQ),21:30,"En hora, Ha salido",189.0,Boeing 737-800,S25
156,01/12/2025,BUZZ,RR4084,Warsaw (WMI),21:30,"En hora, Ha salido",189.0,Boeing 737-800,U34
157,01/12/2025,Wizz Air Malta,W46020,Rome (FCO),21:35,"En hora, Ha salido",239.0,Airbus A321neo,S23
158,01/12/2025,Ryanair,FR3168,Newcastle (NCL),21:45,"En hora, Ha salido",189.0,Boeing 737-800,W45
159,01/12/2025,Ryanair,FR4587,Porto (OPO),21:45,"Retrasado, Ha salido 21:55",197.0,Boeing 737 MAX 8,U31
160,01/12/2025,Ryanair,FR1527,Valletta (MLA),21:50,"En hora, Ha salido",189.0,Boeing 737-800,S21
161,01/12/2025,Ryanair,FR2250,Marrakech (RAK),21:50,"Retrasado, Ha salido 22:03",189.0,Boeing 737-800,Y57
162,01/12/2025,Easyjet,U22706,Bristol (BRS),21:55,Retrasado,180.0,Airbus A320,M
163,01/12/2025,Wizz Air,W64116,Belgrade (BEG),21:55,"En hora, Ha salido",230.0,Airbus A321,W46
164,01/12/2025,Wizz Air Malta,W46728,Venice (VCE),22:00,"En hora, Ha salido",239.0,Airbus A321neo,S22
165,01/12/2025,Ryanair,FR8574,Rome (FCO),22:20,"En hora, Programado",189.0,Boeing 737-800,U33
166,01/12/2025,easyJet Europe,EC7682,Lisbon (LIS),22:35,"En hora, Programado",230.0,Airbus A321,R11
167,01/12/2025,Wizz Air Malta,W45154,Tirana (TIA),22:45,"En hora, Programado",230.0,Airbus A321,W44
168,01/12/2025,Ryanair,FR3800,Birmingham (BHX),23:00,"En hora, Programado",197.0,Boeing 737 MAX 8,Y55
169,02/12/2025,easyJet Europe,EC7105,Geneva (GVA),06:00,"En hora, Ha salido",156.0,Airbus A319,R10
170,02/12/2025,Ryanair,FR2918,Brussels (BRU),06:05,"En hora, Ha salido",189.0,Boeing 737-800,S21
171,02/12/2025,Ryanair,FR3189,Fes (FEZ),06:15,"En hora, Ha salido",189.0,Boeing 737-800,Y59
172,02/12/2025,Ryanair,FR2507,Cologne-Bonn (CGN),06:20,"En hora, Ha salido",189.0,Boeing 737-800,S23
173,02/12/2025,Ryanair,FR4545,Porto (OPO),06:35,"En hora, Ha salido",197.0,Boeing 737 MAX 8,U37
174,02/12/2025,easyJet Europe,EC7101,"Basel, Switzerland/Mulhouse (BSL)",07:25,"En hora, Ha salido",156.0,Airbus A319,R13
175,02/12/2025,easyJet Europe,EC8062,London (LGW),07:30,"En hora, Ha salido",156.0,Airbus A319,M6
176,02/12/2025,Ryanair,FR3166,Palermo (PMO),07:35,"En hora, Ha salido",189.0,Boeing 737-800,S20
177,02/12/2025,Ryanair,FR5718,Bratislava (BTS),07:35,"En hora, Ha salido",189.0,Boeing 737-800,S22
178,02/12/2025,Ryanair,FR3193,Riga (RIX),07:55,"En hora, Ha salido",189.0,Boeing 737-800,R14
179,02/12/2025,easyJet Europe,EC3737,Milan (MXP),08:00,"En hora, Ha salido",156.0,Airbus A319,R9
180,02/12/2025,Ryanair,FR6973,Rome (FCO),08:20,"En hora, Ha salido",189.0,Boeing 737-800,U31
181,02/12/2025,Ryanair,FR133,Berlin (BER),08:50,"En hora, Ha salido",189.0,Boeing 737-800,U35
182,02/12/2025,Wizz Air Malta,W43938,Chisinau (KIV),09:00,"En hora, Ha salido",180.0,Airbus A320,Y58
183,02/12/2025,Wizz Air,W62048,Krakow (KRK),09:05,"Retrasado, Ha salido 09:41",239.0,Airbus A321neo,U36
184,02/12/2025,Ryanair,FR3035,Krakow (KRK),09:10,"Retrasado, Ha salido 09:48",189.0,Boeing 737-800,S24
185,02/12/2025,Ryanair,FR3807,Charleroi (CRL),09:10,"En hora, Ha salido",197.0,Boeing 737 MAX 8,U32
186,02/12/2025,Wizz Air,W61914,Vilnius (VNO),09:20,"En hora, Ha salido",239.0,Airbus A321neo,U34
187,02/12/2025,Wizz Air Malta,W43176,Bucharest (OTP),09:25,"En hora, Ha salido",230.0,Airbus A321,S21
188,02/12/2025,Wizz Air,W62376,Budapest (BUD),09:25,"En hora, Ha salido",230.0,Airbus A321,U33
189,02/12/2025,Wizz Air Malta,W42938,Vienna (VIE),09:35,"En hora, Ha salido",239.0,Airbus A321neo,S25
190,02/12/2025,Air Arabia Maroc,3O378,Tanger (TNG),09:45,"En hora, Ha salido",174.0,Airbus A320,Y57
191,02/12/2025,Air Serbia,JU581,Belgrade (BEG),09:55,"En hora, Ha salido",144.0,Airbus A319,W44
192,02/12/2025,easyJet Europe,EC7656,Lisbon (LIS),10:05,"En hora, Ha salido",180.0,Airbus A320,R10
193,02/12/2025,Lauda Europe,LW12,Vienna (VIE),10:15,"En hora, Ha salido",180.0,Airbus A320,R14
194,02/12/2025,Wizz Air,W61476,Warsaw (WAW),10:15,"En hora, Ha salido",239.0,Airbus A321neo,U35
195,02/12/2025,Ryanair,FR1279,Copenhagen (CPH),10:25,"En hora, Ha salido",197.0,Boeing 737 MAX 8,U31
196,02/12/2025,Ryanair,FR5270,Manchester (MAN),10:30,"En hora, Ha salido",197.0,Boeing 737 MAX 8,Y58
197,02/12/2025,Easyjet,U22324,London (LTN),10:35,"En hora, Ha salido",186.0,Airbus A320neo,M6
198,02/12/2025,Azerbaijan Airlines,J246,Baku (GYD),10:45,"Retrasado, Ha salido 11:05",186.0,Airbus A320neo,W45
199,02/12/2025,Aer Lingus,EI563,Dublin (DUB),11:30,"En hora, Ha salido",180.0,Airbus A320,Y54
200,02/12/2025,Ryanair,FR58,Napoli (NAP),11:40,"Retrasado, Ha salido 11:50",189.0,Boeing 737-800,S25
201,02/12/2025,Icelandair,FI597,Keflavik (KEF),11:50,"Retrasado, Ha salido 12:09",197.0,Boeing 737 MAX 8,U37
202,02/12/2025,Ryanair,FR3108,Luxembourg (LUX),12:15,"En hora, Ha salido",189.0,Boeing 737-800,U41
203,02/12/2025,easyJet Europe,EC7151,Milan (MXP),12:20,"En hora, Ha salido",156.0,Airbus A319,R10
204,02/12/2025,easyJet Europe,EC8064,London (LGW),12:25,"En hora, Ha salido",156.0,Airbus A319,M6
205,02/12/2025,Norwegian Air Sweden AOC,D83657,Copenhagen (CPH),12:30,"En hora, Ha salido",189.0,Boeing 737-800,U31
206,02/12/2025,Ryanair,FR8384,Budapest (BUD),12:35,"En hora, Ha salido",197.0,Boeing 737 MAX 8,U36
207,02/12/2025,Pegasus Airlines,PC1092,Istanbul (SAW),12:45,"Retrasado, Ha salido 12:58",220.0,Airbus A321,Y57
208,02/12/2025,Ryanair,FR6267,Edinburgh (EDI),12:55,"Retrasado, Ha salido 13:23",197.0,Boeing 737 MAX 8,Y58
209,02/12/2025,FlyOne,5F5512,Chisinau (KIV),13:30,"En hora, Ha salido",194.0,Airbus A321,W46
210,02/12/2025,Ryanair,FR2239,Marrakech (RAK),14:00,"En hora, Ha salido",189.0,Boeing 737-800,W42
211,02/12/2025,Ryanair,FR3076,Stockholm (ARN),14:05,"En hora, Programado",189.0,Boeing 737-800,U31
212,02/12/2025,Kuwait Airways,KU136,Kuwait City (KWI),14:25,"En hora, Programado",278.0,Airbus A330-900,W43
213,02/12/2025,Bluebird Airways,BZ251,Tel Aviv (TLV),14:45,"En hora, Programado",189.0,Boeing 737-800,Y
214,02/12/2025,easyJet Europe,EC7682,Lisbon (LIS),15:00,"En hora, Ha salido",180.0,Airbus A320,R10
215,02/12/2025,Ryanair,FR8217,London (STN),15:25,"En hora, Ha salido",189.0,Boeing 737-800,Y59
216,02/12/2025,Ryanair,FR846,Milan (BGY),16:55,"En hora, Programado",189.0,Boeing 737-800,U
217,02/12/2025,Ryanair,FR1165,Sevilla (SVQ),17:05,"En hora, Ha salido",189.0,Boeing 737-800,U37
218,02/12/2025,Ryanair,FR575,Bologna (BLQ),17:25,"En hora, Ha salido",197.0,Boeing 737 MAX 8,U41
219,02/12/2025,Volotea,V72327,Strasbourg (SXB),17:30,"Retrasado, Ha salido 17:49",180.0,Airbus A320,R13
220,02/12/2025,Transavia,HV5134,Amsterdam (AMS),17:45,"En hora, Ha salido",232.0,Airbus A321neo,S25
221,02/12/2025,easyJet Europe,EC7103,"Basel, Switzerland/Mulhouse (BSL)",18:10,"En hora, Ha salido",156.0,Airbus A319,R11
222,02/12/2025,BUZZ,RR6300,Sofia (SOF),18:15,"Retrasado, Ha salido 18:30",197.0,Boeing 737 MAX 8,S20
223,02/12/2025,Ryanair,FR777,Venice (VCE),18:40,"En hora, Ha salido",189.0,Boeing 737-800,U32
224,02/12/2025,Wizz Air,W61176,Katowice (KTW),18:55,"En hora, Ha salido",239.0,Airbus A321neo,R14
225,02/12/2025,Wizz Air,W61478,Warsaw (WAW),19:00,"En hora, Ha salido",239.0,Airbus A321neo,U31
226,02/12/2025,Wizz Air Malta,W43180,Bucharest (OTP),19:20,"En hora, Ha salido",230.0,Airbus A321,R13
227,02/12/2025,Ryanair,FR9015,London (STN),19:25,"En hora, Ha salido",197.0,Boeing 737 MAX 8,W42
228,02/12/2025,Ryanair,FR2495,Palma de Mallorca (PMI),19:30,"En hora, Ha salido",197.0,Boeing 737 MAX 8,S21
229,02/12/2025,Wizz Air,W64406,Sofia (SOF),19:35,"En hora, Ha salido",239.0,Airbus A321neo,S25
230,02/12/2025,Easyjet,U28058,London (LGW),19:45,"En hora, Ha salido",156.0,Airbus A319,M8
231,02/12/2025,Transavia,HV6790,Eindhoven (EIN),19:55,"Retrasado, Ha salido 20:08",189.0,Boeing 737-800,U36
232,02/12/2025,Air Arabia Maroc,3O642,Tanger (TNG),20:00,"Retrasado, Ha salido 20:11",174.0,Airbus A320,Y57
233,02/12/2025,easyJet Europe,EC1956,Milan (LIN),20:15,"En hora, Ha salido",180.0,Airbus A320,R11
234,02/12/2025,BUZZ,RR4084,Warsaw (WMI),20:15,"En hora, Ha salido",189.0,Boeing 737-800,U32
235,02/12/2025,Transavia,TO4759,Paris (ORY),20:45,"En hora, Ha salido",186.0,Airbus A320neo,S25
236,02/12/2025,easyJet Europe,EC1380,Geneva (GVA),21:15,"Retrasado, Programado 21:52",180.0,Airbus A320,R13
237,02/12/2025,Ryanair,FR6394,Dublin (DUB),21:15,"En hora, Ha salido",197.0,Boeing 737 MAX 8,Y58
238,02/12/2025,Wizz Air Malta,W46020,Rome (FCO),21:35,"En hora, Ha salido",239.0,Airbus A321neo,S24
239,02/12/2025,Ryanair,FR4585,Porto (OPO),22:00,"En hora, Ha salido",197.0,Boeing 737 MAX 8,S21
240,03/12/2025,Ryanair,FR2918,Brussels (BRU),06:05,"En hora, Ha salido",189.0,Boeing 737-800,S23
241,03/12/2025,Ryanair,FR3185,Rabat (RBA),06:05,"En hora, Ha salido",189.0,Boeing 737-800,W46
242,03/12/2025,Ryanair,FR9406,Fes (FEZ),06:05,"En hora, Ha salido",189.0,Boeing 737-800,W45
243,03/12/2025,easyJet Europe,EC7105,Geneva (GVA),06:10,"En hora, Ha salido",156.0,Airbus A319,R10
244,03/12/2025,Ryanair,FR483,Malaga (AGP),06:15,"En hora, Ha salido",189.0,Boeing 737-800,U41
245,03/12/2025,easyJet Europe,EC7193,Leeds Bradford (LBA),06:30,"En hora, Ha salido",156.0,Airbus A319,M3
246,03/12/2025,Ryanair,FR2239,Marrakech (RAK),06:35,"En hora, Ha salido",189.0,Boeing 737-800,Y59
