,fecha_scrapeo,Name_company,Num_flight,Name_Destiny,Time_flight,flight_state,flight_capacity,Aircraft,Gate
247,03/12/2025,Ryanair,FR3028,Ibiza (IBZ),06:45,"En hora, Ha salido",189.0,Boeing 737-800,U37
248,03/12/2025,Ryanair,FR3108,Luxembourg (LUX),06:50,"En hora, Ha salido",197.0,Boeing 737 MAX 8,S20
249,03/12/2025,easyJet Europe,EC7101,"Basel, Switzerland/Mulhouse (BSL)",07:20,"En hora, Ha salido",156.0,Airbus A319,R15
250,03/12/2025,easyJet Europe,EC8062,London (LGW),07:20,"En hora, Ha salido",156.0,Airbus A319,M8
251,03/12/2025,Lauda Europe,LW2495,Palma de Mallorca (PMI),07:20,"En hora, Ha salido",180.0,Airbus A320,R13
252,03/12/2025,Ryanair,FR846,Milan (BGY),08:05,"En hora, Ha salido",189.0,Boeing 737-800,U37
253,03/12/2025,easyJet Europe,EC3737,Milan (MXP),08:25,"En hora, Ha salido",156.0,Airbus A319,R10
254,03/12/2025,easyJet Europe,EC7161,Napoli (NAP),09:20,"En hora, Ha salido",186.0,Airbus A320neo,R11
255,03/12/2025,Wizz Air Malta,W43176,Bucharest (OTP),09:25,"En hora, Ha salido",239.0,Airbus A321neo,S24
256,03/12/2025,Wizz Air,W62376,Budapest (BUD),09:25,"En hora, Ha salido",239.0,Airbus A321neo,U36
257,03/12/2025,BUZZ,RR8384,Budapest (BUD),09:30,"En hora, Ha salido",189.0,Boeing 737-800,R14
258,03/12/2025,Air Arabia Maroc,3O376,Al Aaroui (NDR),09:35,"Retrasado, Ha salido 09:52",174.0,Airbus A320,Y58
259,03/12/2025,Wizz Air Malta,W42940,Vienna (VIE),09:35,"En hora, Ha salido",239.0,Airbus A321neo,S23
260,03/12/2025,Ryanair,FR2834,Charleroi (CRL),09:45,"En hora, Ha salido",189.0,Boeing 737-800,S25
261,03/12/2025,Ryanair,FR4545,Porto (OPO),09:45,"En hora, Ha salido",197.0,Boeing 737 MAX 8,R13
262,03/12/2025,BUZZ,RR3049,Krakow (KRK),09:55,"Retrasado, Ha salido 10:30",197.0,Boeing 737 MAX 8,U31
263,03/12/2025,Air Arabia Maroc,3O642,Tanger (TNG),10:05,"En hora, Ha salido",174.0,Airbus A320,Y
264,03/12/2025,Transavia,HV5132,Amsterdam (AMS),10:05,"Retrasado, Ha salido 10:23",232.0,Airbus A321neo,U32
265,03/12/2025,Ryanair,FR3078,Lisbon (LIS),10:15,"En hora, Ha salido",189.0,Boeing 737-800,S20
266,03/12/2025,Wizz Air,W61476,Warsaw (WAW),10:15,"En hora, Ha salido",239.0,Airbus A321neo,U35
267,03/12/2025,Ryanair,FR3039,Prague (PRG),10:20,"En hora, Ha salido",189.0,Boeing 737-800,U33
268,03/12/2025,Easyjet,U22002,Manchester (MAN),10:30,"En hora, Ha salido",180.0,Airbus A320,M8
269,03/12/2025,Air Baltic,BT878,Tallinn (TLL),10:35,"Retrasado, Ha salido 10:54",148.0,Airbus A220-300,U34
270,03/12/2025,Norwegian Air Sweden AOC,D85544,Rovaniemi (RVN),10:40,"En hora, Ha salido",189.0,Boeing 737-800,S22
271,03/12/2025,Ryanair,FR6267,Edinburgh (EDI),10:45,"Retrasado, Ha salido 11:05",197.0,Boeing 737 MAX 8,Y55
272,03/12/2025,SkyUp MT,U5406,Chisinau (KIV),10:50,"Retrasado, Ha salido 12:24",141.0,Boeing 737-700,Y58
273,03/12/2025,Easyjet,U22704,Bristol (BRS),10:55,"Retrasado, Ha salido 11:25",180.0,Airbus A320,M6
274,03/12/2025,Ryanair,FR2507,Cologne-Bonn (CGN),11:00,"En hora, Ha salido",197.0,Boeing 737 MAX 8,U36
275,03/12/2025,Aer Lingus,EI563,Dublin (DUB),11:30,"Retrasado, Ha salido 11:49",174.0,Airbus A320,W46
276,03/12/2025,Ryanair,FR575,Bologna (BLQ),11:40,"En hora, Ha salido",189.0,Boeing 737-800,S24
277,03/12/2025,Ryanair,FR9925,Frankfurt-Hahn (HHN),12:35,"En hora, Ha salido",189.0,Boeing 737-800,S25
278,03/12/2025,Pegasus Airlines,PC1092,Istanbul (SAW),12:45,"En hora, Ha salido",230.0,Airbus A321,Y57
279,03/12/2025,Ryanair,FR6597,Manchester (MAN),13:00,"En hora, Ha salido",197.0,Boeing 737 MAX 8,W44
280,03/12/2025,HiSky,H4264,Bucharest (OTP),13:20,"En hora, Ha salido",180.0,Airbus A320,R13
281,03/12/2025,Eurowings,EW521,Cologne-Bonn (CGN),13:25,"Retrasado, Ha salido 14:08",180.0,Airbus A320,S24
282,03/12/2025,Turkish Airlines,TK608,Ankara (ESB),14:00,"En hora, Ha salido",162.0,Boeing 737-800,Y54
283,03/12/2025,Volotea,V72327,Strasbourg (SXB),14:40,"Retrasado, Programado 14:50",180.0,Airbus A320,R14
284,03/12/2025,Bluebird Airways,BZ251,Tel Aviv (TLV),14:45,"En hora, Programado",189.0,Boeing 737-800,Y55
285,03/12/2025,Norwegian Air Sweden AOC,D83659,Copenhagen (CPH),14:45,"En hora, Programado",189.0,Boeing 737-800,U32
286,03/12/2025,Eurowings,EW2521,Stuttgart (STR),15:10,"En hora, Ha salido",156.0,Airbus A319,S23
287,03/12/2025,Ryanair,FR777,Venice (VCE),15:10,"En hora, Ha salido",189.0,Boeing 737-800,S25
288,03/12/2025,Ryanair,FR12,Vienna (VIE),15:15,"En hora, Ha salido",197.0,Boeing 737 MAX 8,U37
289,03/12/2025,easyJet Europe,EC7682,Lisbon (LIS),15:25,"En hora, Ha salido",180.0,Airbus A320,R12
290,03/12/2025,Wizz Air,W61412,Warsaw (WMI),15:40,"En hora, Ha salido",239.0,Airbus A321neo,U36
291,03/12/2025,Pegasus Airlines,PC1094,Istanbul (SAW),15:45,"Retrasado, Ha salido 16:15",239.0,Airbus A321neo,Y57
292,03/12/2025,Volotea,V71415,Verona (VRN),15:45,"En hora, Ha salido",180.0,Airbus A320,R13
293,03/12/2025,Ryanair,FR3035,Krakow (KRK),16:15,"En hora, Ha salido",197.0,Boeing 737 MAX 8,U41
294,03/12/2025,Transavia,TO4755,Paris (ORY),16:45,"En hora, Ha salido",186.0,Airbus A320neo,U31
295,03/12/2025,Ryanair,FR3928,Trieste (TRS),16:50,"En hora, Ha salido",189.0,Boeing 737-800,U37
296,03/12/2025,Ryanair,FR5718,Bratislava (BTS),16:50,"En hora, Ha salido",189.0,Boeing 737-800,S20
297,03/12/2025,Wizz Air,W67920,Kopitnari (KUT),17:15,"En hora, Ha salido",230.0,Airbus A321,Y54
298,03/12/2025,Ryanair,FR4585,Porto (OPO),17:30,"En hora, Ha salido",189.0,Boeing 737-800,U33
299,03/12/2025,Iberojet,E9803,Palmerola (XPL),17:40,"Retrasado, Ha salido 18:03",432.0,Airbus A350-900,W46
300,03/12/2025,easyJet Europe,EC8060,London (LGW),17:45,"En hora, Ha salido",156.0,Airbus A319,M6
301,03/12/2025,Ryanair,FR3180,Rome (FCO),18:00,"En hora, Ha salido",189.0,Boeing 737-800,U37
302,03/12/2025,Wizz Air Malta,W43686,Iasi (IAS),18:30,"En hora, Ha salido",180.0,Airbus A320,S21
303,03/12/2025,easyJet Europe,EC7103,"Basel, Switzerland/Mulhouse (BSL)",18:35,"En hora, Ha salido",156.0,Airbus A319,R9
304,03/12/2025,Ryanair,FR3129,Ibiza (IBZ),18:35,"En hora, Ha salido",189.0,Boeing 737-800,S25
305,03/12/2025,BUZZ,RR8394,Budapest (BUD),18:50,"Retrasado, Ha salido 19:06",189.0,Boeing 737-800,S20
306,03/12/2025,easyJet Europe,EC7155,Milan (MXP),19:00,"En hora, Ha salido",156.0,Airbus A319,R11
307,03/12/2025,Ryanair,FR8231,London (STN),19:00,"En hora, Ha salido",189.0,Boeing 737-800,Y59
308,03/12/2025,Wizz Air,W61478,Warsaw (WAW),19:00,"En hora, Ha salido",239.0,Airbus A321neo,U36
309,03/12/2025,Ryanair,FR1165,Sevilla (SVQ),19:10,"En hora, Ha salido",197.0,Boeing 737 MAX 8,S23
310,03/12/2025,Ryanair,FR9334,Marrakech (RAK),19:10,"Retrasado, Ha salido 19:29",189.0,Boeing 737-800,Y55
311,03/12/2025,Ryanair,FR1342,Palma de Mallorca (PMI),19:15,"En hora, Ha salido",197.0,Boeing 737 MAX 8,S22
312,03/12/2025,Eurowings,EW9443,Dusseldorf (DUS),19:35,"Retrasado, Ha salido 19:48",180.0,Airbus A320,S24
313,03/12/2025,Ryanair,FR133,Berlin (BER),19:35,"Retrasado, Ha salido 19:55",197.0,Boeing 737 MAX 8,U31
314,03/12/2025,Transavia,HV6064,Rotterdam (RTM),19:40,"En hora, Ha salido",189.0,Boeing 737-800,U32
315,03/12/2025,Easyjet,U28058,London (LGW),19:45,"Retrasado, Programado 01:10",180.0,Airbus A320,M
316,03/12/2025,Ryanair,FR3143,Milan (BGY),19:55,"En hora, Ha salido",189.0,Boeing 737-800,U41
317,03/12/2025,Ryanair,FR58,Napoli (NAP),20:10,"En hora, Ha salido",189.0,Boeing 737-800,U37
318,03/12/2025,BUZZ,RR5246,Vilnius (VNO),20:10,"En hora, Ha salido",197.0,Boeing 737 MAX 8,U35
319,03/12/2025,easyJet Europe,EC1956,Milan (LIN),20:15,"En hora, Ha salido",180.0,Airbus A320,R12
320,03/12/2025,Air Arabia Maroc,3O378,Tanger (TNG),20:20,"En hora, Ha salido",174.0,Airbus A320,Y57
321,03/12/2025,T'Way Air,TW408,Seoul/Incheon (ICN),20:30,"En hora, Ha salido",294.0,BOEING 777-300ER,W43
322,03/12/2025,Air Europa,FB585,Belgrade (BEG),20:35,"Retrasado, Ha salido 20:49",108.0,Embraer ERJ-190,Y58
323,03/12/2025,Wizz Air,W62378,Budapest (BUD),20:45,"Retrasado, Ha salido 20:57",239.0,Airbus A321neo,U36
324,03/12/2025,Transavia,TO4759,Paris (ORY),20:50,"En hora, Ha salido",186.0,Airbus A320neo,U33
325,03/12/2025,Easyjet,U22326,London (LTN),20:55,"En hora, Ha salido",186.0,Airbus A320neo,M6
326,03/12/2025,easyJet Europe,EC1380,Geneva (GVA),21:15,"Retrasado, Programado 22:17",180.0,Airbus A320,R13
327,03/12/2025,Wizz Air Malta,W43406,Cluj-Napoca (CLJ),21:25,"En hora, Ha salido",186.0,Airbus A320neo,S21
328,03/12/2025,Wizz Air Malta,W46020,Rome (FCO),21:35,"Retrasado, Ha salido 21:46",239.0,Airbus A321neo,S22
329,03/12/2025,Ryanair,FR6394,Dublin (DUB),22:05,"En hora, Programado",189.0,Boeing 737-800,W44
330,04/12/2025,Ryanair,FR8215,London (STN),06:00,"En hora, Ha salido",189.0,Boeing 737-800,W46
331,04/12/2025,easyJet Europe,EC7105,Geneva (GVA),06:10,"En hora, Ha salido",156.0,Airbus A319,R10
332,04/12/2025,Ryanair,FR3976,Dublin (DUB),06:15,"En hora, Ha salido",197.0,Boeing 737 MAX 8,W42
333,04/12/2025,easyJet Europe,EC7191,Glasgow (GLA),06:40,"Retrasado, Ha salido 07:06",156.0,Airbus A319,M6
334,04/12/2025,Ryanair,FR3049,Krakow (KRK),06:40,"En hora, Ha salido",197.0,Boeing 737 MAX 8,U33
335,04/12/2025,Ryanair,FR3028,Ibiza (IBZ),06:45,"En hora, Ha salido",189.0,Boeing 737-800,U31
336,04/12/2025,Lauda Europe,LW2495,Palma de Mallorca (PMI),07:20,"En hora, Ha salido",180.0,Airbus A320,R13
337,04/12/2025,Ryanair,FR133,Berlin (BER),07:25,"En hora, Ha salido",189.0,Boeing 737-800,S23
338,04/12/2025,easyJet Europe,EC7101,"Basel, Switzerland/Mulhouse (BSL)",07:30,"En hora, Ha salido",156.0,Airbus A319,R15
339,04/12/2025,easyJet Europe,EC7151,Milan (MXP),07:30,"En hora, Ha salido",156.0,Airbus A319,R12
340,04/12/2025,Ryanair,FR2507,Cologne-Bonn (CGN),07:45,"En hora, Ha salido",197.0,Boeing 737 MAX 8,S24
341,04/12/2025,Norwegian Air Sweden AOC,D85510,Copenhagen (CPH),07:55,"En hora, Ha salido",189.0,Boeing 737-800,S25
342,04/12/2025,Ryanair,FR575,Bologna (BLQ),08:05,"En hora, Ha salido",189.0,Boeing 737-800,U37
343,04/12/2025,Ryanair,FR774,Torino (TRN),08:05,"En hora, Ha salido",189.0,Boeing 737-800,U36
344,04/12/2025,Ryanair,FR6973,Rome (FCO),08:40,"En hora, Ha salido",189.0,Boeing 737-800,S21
345,04/12/2025,Wizz Air Malta,W43938,Chisinau (KIV),09:00,"En hora, Ha salido",180.0,Airbus A320,W45
346,04/12/2025,Ryanair,FR5710,Napoli (NAP),09:05,"En hora, Ha salido",189.0,Boeing 737-800,S22
347,04/12/2025,Wizz Air,W62048,Krakow (KRK),09:05,"Retrasado, Ha salido 09:22",239.0,Airbus A321neo,U32
348,04/12/2025,Lauda Europe,LW12,Vienna (VIE),09:10,"Retrasado, Ha salido 09:30",180.0,Airbus A320,R13
349,04/12/2025,Wizz Air,W61914,Vilnius (VNO),09:20,"Retrasado, Ha salido 09:34",239.0,Airbus A321neo,U34
350,04/12/2025,Wizz Air Malta,W43176,Bucharest (OTP),09:25,"En hora, Ha salido",239.0,Airbus A321neo,U33
351,04/12/2025,Wizz Air,W62376,Budapest (BUD),09:25,"Retrasado, Ha salido 09:48",239.0,Airbus A321neo,U35
352,04/12/2025,Ryanair,FR3320,Milan (BGY),09:30,"En hora, Ha salido",189.0,Boeing 737-800,S25
353,04/12/2025,Wizz Air Malta,W42938,Vienna (VIE),09:35,"En hora, Ha salido",239.0,Airbus A321neo,S20
354,04/12/2025,Transavia,TO4751,Paris (ORY),09:40,"Retrasado, Ha salido 09:52",186.0,Airbus A320neo,U31
355,04/12/2025,Air Serbia,JU581,Belgrade (BEG),09:55,"En hora, Ha salido",156.0,Airbus A319,Y58
356,04/12/2025,easyJet Europe,EC7656,Lisbon (LIS),10:00,"En hora, Ha salido",180.0,Airbus A320,R10
357,04/12/2025,Ryanair,FR1279,Copenhagen (CPH),10:00,"En hora, Ha salido",197.0,Boeing 737 MAX 8,S24
358,04/12/2025,Transavia,HV5132,Amsterdam (AMS),10:05,"En hora, Ha salido",239.0,Airbus A321neo,R14
359,04/12/2025,Wizz Air,W61476,Warsaw (WAW),10:15,"En hora, Ha salido",239.0,Airbus A321neo,U36
360,04/12/2025,Ryanair,FR1165,Sevilla (SVQ),10:20,"En hora, Ha salido",189.0,Boeing 737-800,U37
361,04/12/2025,Ryanair,FR3121,Beauvais (BVA),10:25,"En hora, Ha salido",189.0,Boeing 737-800,S22
362,04/12/2025,BUZZ,RR8384,Budapest (BUD),10:25,"En hora, Ha salido",189.0,Boeing 737-800,S21
363,04/12/2025,Easyjet,U22326,London (LTN),10:35,"En hora, Ha salido",186.0,Airbus A320neo,M1
364,04/12/2025,Easyjet,U28056,London (LGW),10:35,"En hora, Ha salido",186.0,Airbus A320neo,M6
365,04/12/2025,Easyjet,U25716,Southend (SEN),10:40,"En hora, Ha salido",186.0,Airbus A320neo,M3
366,04/12/2025,Azerbaijan Airlines,J246,Baku (GYD),10:45,"Retrasado, Ha salido 10:55",156.0,Airbus A319,W46
367,04/12/2025,Ryanair,FR3792,Birmingham (BHX),11:00,"En hora, Ha salido",189.0,Boeing 737-800,Y57
368,04/12/2025,Ryanair,FR4545,Porto (OPO),11:00,"En hora, Ha salido",197.0,Boeing 737 MAX 8,U32
369,04/12/2025,Easyjet,U22704,Bristol (BRS),11:05,"En hora, Ha salido",186.0,Airbus A320neo,M2
370,04/12/2025,Ryanair,FR483,Malaga (AGP),11:10,"En hora, Ha salido",197.0,Boeing 737 MAX 8,S25
371,04/12/2025,Ryanair,FR6597,Manchester (MAN),11:20,Retrasado,189.0,Boeing 737-800,Y
372,04/12/2025,Aer Lingus,EI563,Dublin (DUB),11:30,"En hora, Ha salido",180.0,Airbus A320,W45
373,04/12/2025,easyJet Europe,EC7131,Nice/Cote D'Azur (NCE),12:00,"En hora, Ha salido",180.0,Airbus A320,R10
374,04/12/2025,easyJet Europe,EC8064,London (LGW),12:10,"En hora, Ha salido",156.0,Airbus A319,M6
375,04/12/2025,Ryanair,FR2239,Marrakech (RAK),12:30,"En hora, Ha salido",189.0,Boeing 737-800,Y58
376,04/12/2025,Ryanair,FR3160,Bristol (BRS),12:45,"En hora, Ha salido",189.0,Boeing 737-800,W42
377,04/12/2025,Pegasus Airlines,PC1092,Istanbul (SAW),12:45,"Retrasado, Ha salido 12:55",220.0,Airbus A321,Y55
378,04/12/2025,Wizz Air,W67022,Bratislava (BTS),12:55,"Retrasado, Ha salido 13:06",239.0,Airbus A321neo,U36
379,04/12/2025,Ryanair,FR1681,Frankfurt-Hahn (HHN),13:00,"En hora, Ha salido",189.0,Boeing 737-800,S21
380,04/12/2025,Volotea,V71445,Olbia (OLB),13:05,"En hora, Ha salido",180.0,Airbus A320,R14
381,04/12/2025,Norwegian Air Shuttle,DY1741,Oslo (OSL),13:25,"En hora, Ha salido",189.0,Boeing 737-800,U32
382,04/12/2025,Ryanair,FR3039,Prague (PRG),13:30,"En hora, Ha salido",197.0,Boeing 737 MAX 8,U33
383,04/12/2025,Luxair,LG3592,Luxembourg (LUX),13:35,"Retrasado, Ha salido 13:54",76.0,de Havilland Dash 8-400,U37
384,04/12/2025,Ryanair,FR269,Milan (MXP),13:40,"En hora, Ha salido",189.0,Boeing 737-800,U41
385,04/12/2025,Ryanair,FR6267,Edinburgh (EDI),13:45,"En hora, Ha salido",197.0,Boeing 737 MAX 8,Y58
386,04/12/2025,Ryanair,FR846,Milan (BGY),13:45,"En hora, Ha salido",197.0,Boeing 737 MAX 8,S25
387,04/12/2025,Jet2,LS804,Manchester (MAN),13:50,"En hora, Ha salido",189.0,Boeing 737-800,Y57
388,04/12/2025,Ryanair,FR2233,Al Aaroui (NDR),14:00,"En hora, Programado",189.0,Boeing 737-800,Y54
389,04/12/2025,Air Baltic,BT684,Riga (RIX),14:05,"En hora, Programado",149.0,Airbus A220-300,U34
390,04/12/2025,easyJet Europe,EC7153,Milan (MXP),14:10,"En hora, Ha salido",156.0,Airbus A319,R12
391,04/12/2025,SunExpress,XQ895,Izmir (ADB),14:15,"En hora, Programado",189.0,Boeing 737-800,W46
392,04/12/2025,Kuwait Airways,KU136,Kuwait City (KWI),14:25,"En hora, Programado",235.0,Airbus A330-800,W43
393,04/12/2025,Ryanair,FR9015,London (STN),14:30,"En hora, Programado",189.0,Boeing 737-800,Y55
394,04/12/2025,easyJet Europe,EC4212,Napoli (NAP),14:35,"En hora, Programado",180.0,Airbus A320,R10
395,04/12/2025,Norwegian Air Sweden AOC,D85502,Stockholm (ARN),14:40,"En hora, Programado",189.0,Boeing 737-800,U39
396,04/12/2025,Bluebird Airways,BZ251,Tel Aviv (TLV),14:45,"En hora, Programado",189.0,Boeing 737-800,W45
397,04/12/2025,SmartWings,QS1059,Prague (PRG),14:55,"Retrasado, Programado 15:06",149.0,Airbus A220-300,U
398,04/12/2025,Ryanair,FR3189,Fes (FEZ),15:00,"Retrasado, Ha salido 15:30",189.0,Boeing 737-800,Y58
399,04/12/2025,Ryanair,FR2922,Brussels (BRU),16:05,"En hora, Ha salido",189.0,Boeing 737-800,U32
400,04/12/2025,Volotea,V73573,Asturias (OVD),16:05,"En hora, Ha salido",156.0,Airbus A319,R14
401,04/12/2025,Volotea,V73700,Vitoria (VIT),16:15,"En hora, Ha salido",180.0,Airbus A320,R13
402,04/12/2025,Ryanair,FR9045,London (STN),16:30,"En hora, Ha salido",189.0,Boeing 737-800,W42
403,04/12/2025,Ryanair,FR9913,Tallinn (TLL),16:30,"En hora, Ha salido",197.0,Boeing 737 MAX 8,U37
404,04/12/2025,Ryanair,FR4585,Porto (OPO),16:35,"En hora, Ha salido",197.0,Boeing 737 MAX 8,U31
405,04/12/2025,easyJet Europe,EC1378,Geneva (GVA),16:50,"Retrasado, Ha salido 17:05",180.0,Airbus A320,R12
406,04/12/2025,easyJet Europe,EC7173,Berlin (BER),17:25,"En hora, Ha salido",156.0,Airbus A319,R11
407,04/12/2025,BUZZ,RR8394,Budapest (BUD),17:30,"En hora, Ha salido",189.0,Boeing 737-800,S20
408,04/12/2025,Volotea,V72327,Strasbourg (SXB),17:30,"En hora, Ha salido",180.0,Airbus A320,R14
409,04/12/2025,BUZZ,RR6300,Sofia (SOF),17:45,"En hora, Ha salido",189.0,Boeing 737-800,U32
410,04/12/2025,Ryanair,FR5718,Bratislava (BTS),18:00,"En hora, Ha salido",189.0,Boeing 737-800,U33
411,04/12/2025,easyJet Europe,EC7139,Rennes/Saint-Jacques (RNS),18:15,"En hora, Ha salido",156.0,Airbus A319,R10
412,04/12/2025,Ryanair,FR3078,Lisbon (LIS),18:30,"En hora, Ha salido",189.0,Boeing 737-800,S24
413,04/12/2025,Ryanair,FR6394,Dublin (DUB),18:30,"En hora, Ha salido",197.0,Boeing 737 MAX 8,W42
414,04/12/2025,easyJet Europe,EC7103,"Basel, Switzerland/Mulhouse (BSL)",18:40,"Retrasado, Ha salido 19:14",156.0,Airbus A319,R12
415,04/12/2025,Wizz Air Malta,W43180,Bucharest (OTP),18:45,"En hora, Ha salido",230.0,Airbus A321,S22
416,04/12/2025,Wizz Air,W61176,Katowice (KTW),18:55,"Retrasado, Ha salido 19:06",239.0,Airbus A321neo,U36
417,04/12/2025,BUZZ,RR3193,Riga (RIX),19:05,"En hora, Ha salido",189.0,Boeing 737-800,S20
418,04/12/2025,easyJet Europe,EC7155,Milan (MXP),19:15,"En hora, Ha salido",156.0,Airbus A319,R9
419,04/12/2025,Ryanair,FR1342,Palma de Mallorca (PMI),19:25,"En hora, Ha salido",189.0,Boeing 737-800,S21
420,04/12/2025,Ryanair,FR8217,London (STN),19:25,"En hora, Ha salido",189.0,Boeing 737-800,W44
421,04/12/2025,Wizz Air,W64406,Sofia (SOF),19:35,"En hora, Ha salido",239.0,Airbus A321neo,U34
422,04/12/2025,Air Arabia Maroc,3O378,Tanger (TNG),19:40,"Retrasado, Ha salido 20:12",174.0,Airbus A320,Y55
423,04/12/2025,Eurowings,EW2521,Stuttgart (STR),19:40,"Retrasado, Ha salido 20:55",239.0,Airbus A321neo,S25
424,04/12/2025,Wizz Air,W61478,Warsaw (WAW),19:40,"En hora, Ha salido",239.0,Airbus A321neo,U35
425,04/12/2025,Ryanair,FR8598,Reggio Calabria (REG),19:45,"En hora, Ha salido",189.0,Boeing 737-800,U31
426,04/12/2025,Easyjet,U28058,London (LGW),19:45,"En hora, Ha salido",186.0,Airbus A320neo,M6
427,04/12/2025,Ryanair,FR8631,Tanger (TNG),19:55,"En hora, Ha salido",189.0,Boeing 737-800,Y57
428,04/12/2025,Volotea,V72167,Lille/Lesquin (LIL),19:55,"En hora, Ha salido",180.0,Airbus A320,S24
429,04/12/2025,Transavia,HV6788,Eindhoven (EIN),20:00,"Retrasado, Ha salido 20:30",189.0,Boeing 737-800,U32
430,04/12/2025,easyJet Europe,EC1956,Milan (LIN),20:15,"En hora, Ha salido",180.0,Airbus A320,R11
431,04/12/2025,Air Arabia Maroc,3O376,Al Aaroui (NDR),20:25,"Retrasado, Ha salido 20:55",174.0,Airbus A320,Y54
432,04/12/2025,Ryanair,FR3143,Milan (BGY),20:25,"En hora, Ha salido",189.0,Boeing 737-800,R13
433,04/12/2025,Ryanair,FR4587,Porto (OPO),20:45,"En hora, Ha salido",197.0,Boeing 737 MAX 8,R12
434,04/12/2025,Transavia,HV5136,Amsterdam (AMS),20:45,"En hora, Ha salido",239.0,Airbus A321neo,U33
435,04/12/2025,Wizz Air,W62378,Budapest (BUD),20:45,"En hora, Ha salido",239.0,Airbus A321neo,U36
436,04/12/2025,Transavia,TO4759,Paris (ORY),20:50,"En hora, Ha salido",186.0,Airbus A320neo,U31
437,04/12/2025,Easyjet,U22324,London (LTN),20:55,"En hora, Ha salido",186.0,Airbus A320neo,M6
438,04/12/2025,Wizz Air,W64738,Skopje (SKP),20:55,"En hora, Ha salido",239.0,Airbus A321neo,W45
439,04/12/2025,BUZZ,RR333,Gdansk (GDN),21:00,"En hora, Ha salido",189.0,Boeing 737-800,U35
440,04/12/2025,Aer Lingus,EI565,Dublin (DUB),21:05,"Retrasado, Ha salido 21:16",180.0,Airbus A320,W46
441,04/12/2025,easyJet Europe,EC1380,Geneva (GVA),21:15,"Retrasado, Ha salido 21:30",180.0,Airbus A320,R10
442,04/12/2025,Ryanair,FR1527,Valletta (MLA),21:20,"Retrasado, Ha salido 21:37",197.0,Boeing 737 MAX 8,R14
443,04/12/2025,Wizz Air Malta,W43178,Bucharest (BBU),21:20,"Retrasado, Programado 23:28",230.0,Airbus A321,S
444,04/12/2025,Wizz Air Malta,W46728,Venice (VCE),21:20,"En hora, Ha salido",230.0,Airbus A321,S21
445,04/12/2025,Wizz Air Malta,W43406,Cluj-Napoca (CLJ),21:25,"En hora, Ha salido",180.0,Airbus A320,S20
446,04/12/2025,BUZZ,RR3035,Krakow (KRK),21:30,"Retrasado, Programado 22:20",197.0,Boeing 737 MAX 8,U34
447,04/12/2025,BUZZ,RR4084,Warsaw (WMI),21:30,"En hora, Ha salido",189.0,Boeing 737-800,U32
448,04/12/2025,Wizz Air Malta,W46020,Rome (FCO),21:35,"Retrasado, Ha salido 21:50",239.0,Airbus A321neo,S23
449,04/12/2025,Wizz Air,W64116,Belgrade (BEG),22:10,"En hora, Ha salido",239.0,Airbus A321neo,Y53
450,04/12/2025,Wizz Air Malta,W45154,Tirana (TIA),22:45,"En hora, Programado",239.0,Airbus A321neo,W44
451,05/12/2025,easyJet Europe,EC7105,Geneva (GVA),06:10,"En hora, Ha salido",156.0,Airbus A319,R10
452,05/12/2025,Ryanair,FR8183,Bologna (BLQ),06:10,"En hora, Ha salido",189.0,Boeing 737-800,S24
453,05/12/2025,Ryanair,FR8231,London (STN),06:10,"En hora, Ha salido",189.0,Boeing 737-800,Y59
454,05/12/2025,Ryanair,FR777,Venice (VCE),06:20,"En hora, Ha salido",189.0,Boeing 737-800,U36
455,05/12/2025,Ryanair,FR846,Milan (BGY),06:25,"En hora, Ha salido",189.0,Boeing 737-800,U35
456,05/12/2025,Ryanair,FR133,Berlin (BER),06:35,"En hora, Ha salido",189.0,Boeing 737-800,U33
457,05/12/2025,Ryanair,FR4545,Porto (OPO),06:45,"En hora, Ha salido",197.0,Boeing 737 MAX 8,R12
458,05/12/2025,easyJet Europe,EC7101,"Basel, Switzerland/Mulhouse (BSL)",07:20,"En hora, Ha salido",156.0,Airbus A319,R15
459,05/12/2025,easyJet Europe,EC7199,Edinburgh (EDI),07:20,"En hora, Ha salido",156.0,Airbus A319,M6
460,05/12/2025,Lauda Europe,LW2889,Palma de Mallorca (PMI),07:40,"En hora, Ha salido",180.0,Airbus A320,S20
461,05/12/2025,Norwegian Air Sweden AOC,D85502,Stockholm (ARN),08:00,"Retrasado, Ha salido 08:12",189.0,Boeing 737-800,S21
462,05/12/2025,Ryanair,FR3976,Dublin (DUB),08:00,"En hora, Ha salido",189.0,Boeing 737-800,W45
463,05/12/2025,Ryanair,FR3185,Rabat (RBA),08:10,"En hora, Ha salido",189.0,Boeing 737-800,Y59
464,05/12/2025,Ryanair,FR6973,Rome (FCO),08:15,"En hora, Ha salido",189.0,Boeing 737-800,R14
465,05/12/2025,easyJet Europe,EC1376,Geneva (GVA),08:40,"En hora, Ha salido",156.0,Airbus A319,R11
466,05/12/2025,Ryanair,FR5752,Valletta (MLA),08:40,"En hora, Ha salido",197.0,Boeing 737 MAX 8,S24
467,05/12/2025,Transavia,TO4751,Paris (ORY),08:45,"En hora, Ha salido",186.0,Airbus A320neo,U31
468,05/12/2025,Ryanair,FR1165,Sevilla (SVQ),09:00,"En hora, Ha salido",189.0,Boeing 737-800,S25
