time,temp,dwpt,rhum,prcp,snow,wdir,wspd,wpgt,pres,tsun,coco
2025-12-09 21:00:00,13,11.1,88,0,,260,13,25.9,1020,0,2
2025-12-09 22:00:00,13,11.1,88,0,,270,7,24.1,1020,0,2
2025-12-09 23:00:00,11,11,100,0,,300,6,22.2,1020,0,2
2025-12-10 00:00:00,11,10.1,94,0,,280,6,22.2,1020,0,2
2025-12-10 01:00:00,10.3,9.2,93,0,,0,0,20.4,1020.3,0,4
2025-12-10 02:00:00,10,9.1,94,0,,320,11,20.4,1020,0,2
2025-12-10 03:00:00,10,9.1,94,0,,320,11,20.4,1020,0,2
2025-12-10 04:00:00,9,7,87,0,,320,13,20.4,1020,0,2
2025-12-10 05:00:00,9,7,87,0,,320,13,20.4,1019,0,2
2025-12-10 06:00:00,9,7,87,0,,330,13,20.4,1020,0,2
2025-12-10 07:00:00,8.6,6.2,85,0,,360,15,18.5,1020.6,0,1
2025-12-10 08:00:00,8,6,87,0,,330,17,22,1021,0,2
2025-12-10 09:00:00,9,6.1,82,0,,320,15,20.4,1021,22,2
2025-12-10 10:00:00,10,7.1,82,0,,320,15,18.5,1022,33,2
2025-12-10 11:00:00,12,7.1,72,0,,320,13,20.4,1022,39,2
2025-12-10 12:00:00,16,11,72,0,,310,7,18.5,1022,42,2
2025-12-10 13:00:00,17,13.7,81,0,,240,13,16.7,1021.6,43,3
2025-12-10 14:00:00,17,14.1,83,0,,210,9,16.7,1021,45,2
2025-12-10 15:00:00,17,14.1,83,0,,210,9,16.7,1021,44,2
2025-12-10 16:00:00,17,14.1,83,0,,220,11,14.8,1021,40,2
2025-12-10 17:00:00,15,14,94,0,,220,9,22.2,1022,31,2
2025-12-10 18:00:00,14,13,94,0,,250,13,18.5,1022,15,2
2025-12-10 19:00:00,13.4,12.5,94,0,,250,5,18.5,1023.1,0,2
2025-12-10 20:00:00,11,10.1,94,0,,310,7,16.7,1023,0,2
2025-12-10 21:00:00,11,8,82,0,,320,7,16.7,1024,0,2
2025-12-10 22:00:00,11,6.9,76,0,,20,11,16.7,1024,0,2
2025-12-10 23:00:00,10,7.1,82,0,,330,13,18.5,1024,0,2
2025-12-11 00:00:00,12,8.1,77,0,,330,11,14.8,1025,0,2
2025-12-11 01:00:00,10.1,7.3,83,0,,360,15,14.8,1024.9,0,2
2025-12-11 02:00:00,10,7.1,82,0,,320,17,16.7,1024,0,2
2025-12-11 03:00:00,9,7,87,0,,330,17,14.8,1024,0,2
2025-12-11 04:00:00,9,7,87,0,,330,17,18.5,1024,0,2
2025-12-11 05:00:00,10,7.1,82,0,,330,17,14.8,1024,0,2
2025-12-11 06:00:00,9,6.1,82,0,,320,19,16.7,1023,0,2
2025-12-11 07:00:00,9.3,5.8,79,0,,360,18,9.3,1024.2,0,4
2025-12-11 08:00:00,9,6.1,82,0,,330,19,23,1024,0,2
2025-12-11 09:00:00,10,7.1,82,0,,330,19,21,1024,23,2
2025-12-11 10:00:00,10,7.1,82,0,,330,15,9.3,1025,36,2
2025-12-11 11:00:00,12,7.1,72,0,,330,20,21,1025,35,2
2025-12-11 12:00:00,13,8.1,72,0,,330,15,18.5,1024,43,2
2025-12-11 13:00:00,15.7,8.9,64,0,,360,13,11.1,1023.5,43,3
2025-12-11 14:00:00,17,9.9,63,0,,320,7,9.3,1022,44,2
2025-12-11 15:00:00,17,9.9,63,0,,180,4,7.4,1022,46,2
2025-12-11 16:00:00,16,11,72,0,,170,7,5.5,1022,43,2
2025-12-11 17:00:00,16,12,77,0,,150,7,5.5,1021,31,2
2025-12-11 18:00:00,15,13,88,0,,150,6,5.5,1021,16,2
2025-12-11 19:00:00,12.8,11,89,0,,320,4,5.5,1022.1,0,2
2025-12-11 20:00:00,12,11.1,94,0,,340,6,9.3,1022,0,2
2025-12-11 21:00:00,11,10.1,94,0,,320,9,7.4,1022,0,2
2025-12-11 22:00:00,10,9.1,94,0,,320,7,11.1,1022,0,2
2025-12-11 23:00:00,11,9.1,88,0,,330,13,13,1022,0,2
2025-12-12 00:00:00,11,10.1,94,0,,330,19,11.1,1022,0,2
2025-12-12 01:00:00,12.3,10,86,0,,350,17,11.1,1021.7,0,4
2025-12-12 02:00:00,11,9.1,88,0,,330,17,14.8,1021,0,2
2025-12-12 03:00:00,11,9.1,88,0,,330,13,11.1,1021,0,2
2025-12-12 04:00:00,11,9.1,88,0,,330,15,14.8,1021,0,2
2025-12-12 05:00:00,11,9.1,88,0,,320,17,9.3,1021,0,2
2025-12-12 06:00:00,12,9,82,0,,330,13,11.1,1020,0,2
2025-12-12 07:00:00,10.9,8.5,85,0,,360,15,1.8,1021,0,4
2025-12-12 08:00:00,11,8,82,0,,330,15,24,1021,0,2
2025-12-12 09:00:00,11,8,82,0,,330,15,7.4,1021,23,2
2025-12-12 10:00:00,12,9,82,0,,340,13,1.8,1021,37,2
2025-12-12 11:00:00,14,9,72,0,,320,15,20,1021,39,2
2025-12-12 12:00:00,16,9,63,0,,330,13,16.7,1021,40,2
2025-12-12 13:00:00,17.4,10.3,63,0,,40,8,11.1,1021.3,39,3
2025-12-12 14:00:00,17,11,68,0,,110,9,7.4,1020,40,2
2025-12-12 15:00:00,17,9.9,63,0,,70,9,7.4,1020,44,2
2025-12-12 16:00:00,16,11,72,0,,70,11,3.7,1020,39,2
2025-12-12 17:00:00,16,11,72,0,,60,9,5.5,1020,27,2
2025-12-12 18:00:00,16,12,77,0,,80,7,5.5,1021,14,2
2025-12-12 19:00:00,15.1,12.8,86,0,,80,11,3.7,1021.7,0,3
2025-12-12 20:00:00,14,11,82,0,,350,4,9.3,1022,0,2
2025-12-12 21:00:00,13,9.1,77,0,,340,9,9.3,1023,0,2
2025-12-12 22:00:00,13,10,82,0,,330,9,13,1023,0,2
2025-12-12 23:00:00,13,10,82,0,,330,11,13,1023,0,2
2025-12-13 00:00:00,13,10,82,0,,330,15,9.3,1024,0,2
2025-12-13 01:00:00,13.2,9.6,79,0,,360,15,9.3,1024.4,0,4
2025-12-13 02:00:00,12,8.1,77,0,,320,13,13,1024,0,2
2025-12-13 03:00:00,12,8.1,77,0,,330,15,11.1,1024,0,2
2025-12-13 04:00:00,12,7.1,72,0,,330,13,14.8,1024,0,2
2025-12-13 05:00:00,11,5.9,71,0,,320,19,11.1,1024,0,2
2025-12-13 06:00:00,12,6.1,67,0,,330,19,11.1,1024,0,2
2025-12-13 07:00:00,11.6,6.1,69,0,,350,18,3.7,1025.3,0,3
2025-12-13 08:00:00,11,5.9,71,0,,320,15,18,1026,0,2
2025-12-13 09:00:00,11,5.9,71,0,,330,17,19,1026,20,2
2025-12-13 10:00:00,12,7.1,72,0,,330,15,3.7,1027,34,2
2025-12-13 11:00:00,14,7.1,63,0,,330,11,17,1027,27,3
2025-12-13 12:00:00,15,8,63,0,,10,9,17,1027,30,3
2025-12-13 13:00:00,16,8.5,61,0,,360,11,14.8,1026.8,30,4
2025-12-13 14:00:00,17,7.9,55,0,,70,15,14.8,1026,30,3
2025-12-13 15:00:00,16,9,63,0,,70,17,14.8,1025,33,3
2025-12-13 16:00:00,16,10.1,68,0,,70,11,13,1026,29,2
2025-12-13 17:00:00,15,10,72,0,,70,9,11.1,1025,22,2
2025-12-13 18:00:00,14,10,77,0,,70,11,11.1,1026,10,2
2025-12-13 19:00:00,13.4,9.8,79,0,,70,13,7.4,1026.3,0,1
2025-12-13 20:00:00,13,8.1,72,0,,30,9,13,1026,0,2
2025-12-13 21:00:00,11,6.9,76,0,,360,7,11.1,1026,0,2
2025-12-13 22:00:00,10,7.1,82,0,,330,11,13,1026,0,2
2025-12-13 23:00:00,10,7.1,82,0,,330,15,13,1027,0,2
2025-12-14 00:00:00,10,7.1,82,0,,330,15,9.3,1027,0,2
2025-12-14 01:00:00,9.4,6.8,84,0,,350,18,7.4,1026.9,0,1
2025-12-14 02:00:00,9,6.1,82,0,,330,19,11.1,1026,0,2
2025-12-14 03:00:00,8,6,87,0,,330,19,7.4,1026,0,2
2025-12-14 04:00:00,8,6,87,0,,330,20,9.3,1025,0,2
2025-12-14 05:00:00,8,6,87,0,,330,20,24.1,1025,0,2
2025-12-14 06:00:00,7,5,87,0,,330,22,24.1,1025,0,2
2025-12-14 07:00:00,8.2,5.7,84,0,,350,21,25,1025.4,0,4
2025-12-14 08:00:00,7,5,87,0,,330,20,23,1025,0,2
2025-12-14 09:00:00,7,5,87,0,,330,22,21,1025,15,2
2025-12-14 10:00:00,9,5,76,0,,330,19,14.8,1025,20,2
2025-12-14 11:00:00,11,5.9,71,0,,320,19,13,1026,27,3
2025-12-14 12:00:00,13,7,67,0,,340,13,18,1025,24,3
2025-12-14 13:00:00,13.4,7,65,0,,10,11,9.3,1025,19,4
2025-12-14 14:00:00,14,9,72,0,,70,17,14.8,1024,14,3
2025-12-14 15:00:00,14,11,82,0,,50,22,14.8,1023,14,3
2025-12-14 16:00:00,15,12,82,0,,50,20,14.8,1023,7,3
2025-12-14 17:00:00,14,12,88,0,,50,19,13,1023,4,3
2025-12-14 18:00:00,14,12,88,0,,50,15,11.1,1022,0,3
2025-12-14 19:00:00,14.4,12.6,89,0,,50,18,7.4,1022.5,0,7
2025-12-14 20:00:00,14,12,88,0,,30,13,13,1022,0,8
2025-12-14 21:00:00,13,12.1,94,0,,20,7,9.3,1022,0,17
2025-12-14 22:00:00,13,12.1,94,0.6,,350,9,14.8,1022,0,17
2025-12-14 23:00:00,13,12.1,94,0.4,,340,15,14.8,1021,0,17
2025-12-15 00:00:00,14,13,94,0.8,,80,17,13,1021,0,17
2025-12-15 01:00:00,15.1,14.8,98,1.2,,110,13,11.1,1020.6,0,8
2025-12-15 02:00:00,15,15,100,1.8,,110,7,11.1,1020,0,7
2025-12-15 03:00:00,15,15,100,1.6,,100,6,7.4,1019,0,7
2025-12-15 04:00:00,15,15,100,1.1,,110,15,5.5,1019,0,7
2025-12-15 05:00:00,15,15,100,0.2,,100,8,24.1,1018,0,7
2025-12-15 06:00:00,15,14,94,0.3,,90,9,25.9,1017,0,7
2025-12-15 07:00:00,15.5,14.2,92,0.4,,100,24,22.2,1017.3,0,4
2025-12-15 08:00:00,15,14,94,0.7,,90,10,24.1,1017,0,7
2025-12-15 09:00:00,15,15,100,0.5,,80,12,24.1,1016,2,7
2025-12-15 10:00:00,16,15,94,0.4,,80,10,24.1,1016,0,18
2025-12-15 11:00:00,16,15,94,0.5,,80,11,22.2,1015,0,7
2025-12-15 12:00:00,17,16,94,0.4,,110,12,20.4,1014,0,5
2025-12-15 13:00:00,17.6,15.9,90,0.3,,110,24,18.5,1013.6,0,3
2025-12-15 14:00:00,17,15,88,0,,110,10,22.2,1013,0,5
2025-12-15 15:00:00,17,16,94,0,,120,8,22.2,1012,6,5
2025-12-15 16:00:00,17,16,94,0,,140,6,20.4,1012,7,5
2025-12-15 17:00:00,16,15,94,0,,190,6,18.5,1011,12,5
2025-12-15 18:00:00,15,15,100,0,,60,2,14.8,1011,8,5
2025-12-15 19:00:00,14.5,12.4,87,0,,350,11,11.1,1012,0,3
2025-12-15 20:00:00,14,11,82,0,,330,8,11.1,1011,0,3
2025-12-15 21:00:00,13,11.1,88,0.5,,340,7,7.4,1011,0,7
2025-12-15 22:00:00,12,11.1,94,0.5,,320,7,11.1,1011,0,7
2025-12-15 23:00:00,12,11.1,94,0.4,,340,8,9.3,1010,0,7
2025-12-16 00:00:00,12,10.1,88,0.6,,330,6,7.4,1010,0,7
2025-12-16 01:00:00,11,9.9,93,0.6,,360,15,3.7,1009.9,0,1
2025-12-16 02:00:00,11,10.1,94,0.6,,330,8,5.5,1009,0,7
2025-12-16 03:00:00,11,11,100,0.6,,330,7,1.8,1009,0,5
2025-12-16 04:00:00,12,11.1,94,0.4,,340,6,1.8,1008,0,5
2025-12-16 05:00:00,11,10.1,94,0,,330,6,18.5,1008,0,5
2025-12-16 06:00:00,11.4,10.8,96,0,,5,13,18.5,1008.8,0,3
2025-12-16 07:00:00,12.7,10.6,87,0,,7,13,16.7,1009.1,0,3
2025-12-16 08:00:00,12.7,10.8,88,0,,10,13,14.8,1009.6,0,3
2025-12-16 09:00:00,12.8,10.7,87,0.4,,11,13,14.8,1009.9,7,7
2025-12-16 10:00:00,13.1,11,87,0.5,,24,13,16.7,1010.3,5,7
2025-12-16 11:00:00,13.4,11.6,89,0.4,,38,13,14.8,1010.6,9,7
2025-12-16 12:00:00,14.1,12,87,0.5,,49,13,14.8,1010.4,8,7
2025-12-16 13:00:00,14.7,12.2,85,0.4,,55,14.8,14.8,1010,6,7
2025-12-16 14:00:00,15.1,12.2,83,0.4,,60,16.7,18.5,1010.1,7,7
2025-12-16 15:00:00,15,12.1,83,0.3,,68,16.7,20.4,1010.3,10,7
2025-12-16 16:00:00,14.6,12.5,87,0.3,,71,16.7,20.4,1010.5,6,7
2025-12-16 17:00:00,14.2,12.6,90,0.4,,74,16.7,18.5,1011.3,5,7
2025-12-16 18:00:00,13.8,12.4,91,0.4,,75,16.7,16.7,1011.9,3,7
2025-12-16 19:00:00,13.6,11.8,89,0.5,,73,18.5,13,1012.8,0,7
2025-12-16 20:00:00,13.5,11.6,88,1,,74,18.5,20.4,1013.2,0,7
2025-12-16 21:00:00,13.4,11.6,89,0.8,,71,20.4,16.7,1013.9,0,7
2025-12-16 22:00:00,13.4,11.3,87,0,,67,20.4,22.2,1014.6,0,3
2025-12-16 23:00:00,13.3,11.2,87,0,,62,20.4,22.2,1015.3,0,3
2025-12-17 00:00:00,13.5,11,85,0,,58,20.4,20.4,1015.9,0,3
2025-12-17 01:00:00,13.4,10.9,85,0,,53,20.4,16.7,1016.3,0,3
2025-12-17 02:00:00,13.4,10.9,85,0,,50,20.4,16.7,1016.9,0,3
2025-12-17 03:00:00,13.2,10.6,84,0,,41,16.7,13,1017.6,0,3
2025-12-17 04:00:00,12.8,10.5,86,0,,39,16.7,9.3,1018,0,3
2025-12-17 05:00:00,12.5,10,85,0,,36,16.7,7.4,1018.7,0,2
2025-12-17 06:00:00,12.3,9.8,85,0,,33,16.7,7.4,1019.3,0,2
2025-12-17 07:00:00,12.8,9.2,79,0,,33,16.7,1.8,1020,0,2
2025-12-17 08:00:00,12.8,9.1,78,0,,33,18.5,7.4,1020.6,0,2
2025-12-17 09:00:00,12.8,9.1,78,0,,33,16.7,7.4,1021.4,23,2
2025-12-17 10:00:00,13.3,9.5,78,0,,37,18.5,5.5,1022.3,35,2
2025-12-17 11:00:00,14.1,9.9,76,0,,38,20.4,9.3,1022.5,42,2
2025-12-17 12:00:00,15.2,10.4,73,0,,40,20.4,9.3,1022.8,41,2
2025-12-17 13:00:00,15.9,10.6,71,0,,61,22.2,7.4,1022.6,42,2
2025-12-17 14:00:00,16.4,10.9,70,0,,73,22.2,11.1,1022.5,39,2
2025-12-17 15:00:00,16.3,11.2,72,0,,77,20.4,7.4,1022.8,39,2
2025-12-17 16:00:00,15.9,11.3,74,0,,80,18.5,7.4,1022.8,38,2
2025-12-17 17:00:00,15.2,11.4,78,0,,77,16.7,7.4,1023.2,28,2
2025-12-17 18:00:00,14.7,11.3,80,0,,73,16.7,5.5,1023.8,14,2
2025-12-17 19:00:00,11.9,11,94,0,,62,14.8,1.8,1024.3,0,2
2025-12-17 20:00:00,11.2,10.3,94,0,,52,13,7.4,1024.7,0,2
2025-12-17 21:00:00,11.1,10,93,0,,37,13,5.5,1025,0,2
2025-12-17 22:00:00,11,8.9,87,0,,24,11.1,5.5,1025.3,0,2
2025-12-17 23:00:00,10.8,8.9,88,0,,14,11.1,5.5,1025.6,0,2
