,fecha_scrapeo,Name_company,Num_flight,Name_Destiny,Time_flight,flight_state,flight_capacity,Aircraft,Gate,Type_f,week_day,day_time,festivo,Visper_fest
596,2025-11-21,Transavia,TO4759,paris,20:50:00,Retrasado,186,Airbus A320neo,U,EU,Viernes,Noche,0,0
597,2025-11-21,Grupo easy,U22326,london,20:55:00,En hora,180,Airbus A320,M,INT,Viernes,Noche,0,0
598,2025-11-21,Grupo Ryanair,RR8394,budapest,21:00:00,En hora,189,Boeing 737-800,S,EU,Viernes,Noche,0,0
599,2025-11-21,Aer Lingus,EI565,dublin,21:05:00,En hora,174,Airbus A320,Y,INT,Viernes,Noche,0,0
600,2025-11-21,Grupo easy,U23374,liverpool,21:05:00,En hora,180,Airbus A320,M,INT,Viernes,Noche,0,0
601,2025-11-21,Grupo Ryanair,FR3174,ibiza,21:10:00,En hora,189,Boeing 737-800,R,NAC,Viernes,Noche,0,0
602,2025-11-21,Grupo easy,EC1380,geneva,21:15:00,Retrasado,180,Airbus A320,R,EU,Viernes,Noche,0,0
603,2025-11-21,Grupo wizz,W43178,bucharest,21:20:00,En hora,230,Airbus A321,U,EU,Viernes,Noche,0,0
604,2025-11-21,Grupo wizz,W43406,cluj-napoca,21:25:00,En hora,186,Airbus A320neo,R,EU,Viernes,Noche,0,0
605,2025-11-21,Grupo Ryanair,RR6944,warsaw,21:30:00,En hora,189,Boeing 737-800,U,EU,Viernes,Noche,0,0
606,2025-11-21,Grupo Ryanair,FR7808,london,21:35:00,Retrasado,189,Boeing 737-800,Y,INT,Viernes,Noche,0,0
607,2025-11-21,Grupo wizz,W46020,rome,21:35:00,Retrasado,239,Airbus A321neo,S,EU,Viernes,Noche,0,0
608,2025-11-21,Grupo Ryanair,FR8669,dublin,21:40:00,Retrasado,189,Boeing 737-800,Y,INT,Viernes,Noche,0,0
609,2025-11-21,Grupo Ryanair,FR9811,london,21:40:00,Retrasado,189,Boeing 737-800,Y,INT,Viernes,Noche,0,0
610,2025-11-21,Grupo Ryanair,FR2495,palma de mallorca,21:45:00,En hora,189,Boeing 737-800,S,NAC,Viernes,Noche,0,0
611,2025-11-21,Grupo Ryanair,FR6597,manchester,21:45:00,En hora,189,Boeing 737-800,W,INT,Viernes,Noche,0,0
612,2025-11-21,Grupo Ryanair,FR2250,marrakech,21:55:00,En hora,189,Boeing 737-800,W,INT,Viernes,Noche,0,0
613,2025-11-21,Grupo wizz,W64116,belgrade,21:55:00,Retrasado,239,Airbus A321neo,W,INT,Viernes,Noche,0,0
614,2025-11-21,Grupo Ryanair,FR3080,malaga,22:30:00,En hora,197,Boeing 737 MAX 8,S,NAC,Viernes,Noche,0,0
615,2025-11-21,Grupo wizz,W45154,tirana,22:45:00,En hora,230,Airbus A321,Y,INT,Viernes,Noche,0,0
616,2025-11-21,Grupo wizz,W61706,gdansk,22:50:00,En hora,239,Airbus A321neo,S,EU,Viernes,Noche,0,0
617,2025-11-21,Grupo Ryanair,FR9814,london,23:10:00,En hora,189,Boeing 737-800,W,INT,Viernes,Noche,0,0
618,2025-11-22,Grupo Ryanair,FR846,milan,06:00:00,Retrasado,189,Boeing 737-800,S,EU,Sábado,Mañana,0,0
619,2025-11-22,Grupo easy,EC7105,geneva,06:10:00,En hora,156,Airbus A319,R,EU,Sábado,Mañana,0,0
620,2025-11-22,Grupo Ryanair,FR5718,bratislava,06:10:00,En hora,189,Boeing 737-800,S,EU,Sábado,Mañana,0,0
621,2025-11-22,Grupo Ryanair,FR4545,porto,06:15:00,En hora,197,Boeing 737 MAX 8,U,EU,Sábado,Mañana,0,0
622,2025-11-22,Grupo Ryanair,FR1342,palma de mallorca,06:20:00,En hora,189,Boeing 737-800,S,NAC,Sábado,Mañana,0,0
623,2025-11-22,Grupo Ryanair,FR777,venice,06:30:00,Retrasado,189,Boeing 737-800,S,EU,Sábado,Mañana,0,0
624,2025-11-22,Grupo easy,EC7151,milan,07:30:00,En hora,156,Airbus A319,R,EU,Sábado,Mañana,0,0
625,2025-11-22,Grupo Ryanair,FR2918,brussels,08:05:00,En hora,189,Boeing 737-800,S,EU,Sábado,Mañana,0,0
626,2025-11-22,Grupo Ryanair,FR3180,rome,08:15:00,En hora,189,Boeing 737-800,U,EU,Sábado,Mañana,0,0
627,2025-11-22,Air Arabia Maroc,3O376,al aaroui,08:35:00,En hora,174,Airbus A320,W,INT,Sábado,Mañana,0,0
628,2025-11-22,Grupo Ryanair,FR1165,palma de mallorca,08:50:00,En hora,189,Boeing 737-800,R,NAC,Sábado,Mañana,0,0
629,2025-11-22,Grupo Ryanair,FR575,bologna,08:50:00,En hora,189,Boeing 737-800,U,EU,Sábado,Mañana,0,0
630,2025-11-22,Grupo Ryanair,FR3166,palermo,09:00:00,En hora,189,Boeing 737-800,S,EU,Sábado,Mañana,0,0
631,2025-11-22,Grupo wizz,W43938,chisinau,09:00:00,En hora,180,Airbus A320,Y,INT,Sábado,Mañana,0,0
632,2025-11-22,Grupo wizz,W62048,krakow,09:05:00,En hora,239,Airbus A321neo,S,EU,Sábado,Mañana,0,0
633,2025-11-22,Grupo Ryanair,FR2834,charleroi,09:15:00,Retrasado,189,Boeing 737-800,U,EU,Sábado,Mañana,0,0
634,2025-11-22,Transavia,TO4751,paris,09:15:00,En hora,189,Boeing 737-800,U,EU,Sábado,Mañana,0,0
635,2025-11-22,Grupo Ryanair,FR133,berlin,09:20:00,En hora,189,Boeing 737-800,U,EU,Sábado,Mañana,0,0
636,2025-11-22,Grupo Ryanair,FR2239,marrakech,09:20:00,En hora,189,Boeing 737-800,W,INT,Sábado,Mañana,0,0
637,2025-11-22,Grupo Ryanair,FR3028,ibiza,09:20:00,En hora,189,Boeing 737-800,S,NAC,Sábado,Mañana,0,0
638,2025-11-22,Grupo wizz,W61914,vilnius,09:20:00,En hora,239,Airbus A321neo,S,EU,Sábado,Mañana,0,0
639,2025-11-22,Grupo wizz,W43176,bucharest,09:25:00,Retrasado,239,Airbus A321neo,U,EU,Sábado,Mañana,0,0
640,2025-11-22,Grupo wizz,W62376,budapest,09:25:00,En hora,239,Airbus A321neo,U,EU,Sábado,Mañana,0,0
641,2025-11-22,Grupo Ryanair,RR3049,krakow,09:30:00,En hora,189,Boeing 737-800,U,EU,Sábado,Mañana,0,0
642,2025-11-22,Grupo wizz,W42938,vienna,09:35:00,En hora,239,Airbus A321neo,S,EU,Sábado,Mañana,0,0
643,2025-11-22,Air Serbia,JU581,belgrade,09:55:00,En hora,144,Airbus A319,Y,INT,Sábado,Mañana,0,0
644,2025-11-22,Grupo Ryanair,FR6559,liverpool,10:00:00,En hora,189,Boeing 737-800,W,INT,Sábado,Mañana,0,0
645,2025-11-22,Grupo wizz,W46018,rome,10:00:00,En hora,239,Airbus A321neo,S,EU,Sábado,Mañana,0,0
646,2025-11-22,Transavia,HV5132,amsterdam,10:05:00,Retrasado,232,Airbus A321neo,U,EU,Sábado,Mañana,0,0
647,2025-11-22,Grupo wizz,W61476,warsaw,10:15:00,En hora,239,Airbus A321neo,R,EU,Sábado,Mañana,0,0
648,2025-11-22,Grupo Ryanair,FR9171,stockholm,10:20:00,En hora,197,Boeing 737 MAX 8,R,EU,Sábado,Mañana,0,0
649,2025-11-22,Grupo easy,U22326,london,10:20:00,En hora,180,Airbus A320,M,INT,Sábado,Mañana,0,0
650,2025-11-22,Grupo Ryanair,FR3168,newcastle,10:25:00,En hora,189,Boeing 737-800,W,INT,Sábado,Mañana,0,0
651,2025-11-22,Grupo Ryanair,FR9307,cork,10:30:00,En hora,197,Boeing 737 MAX 8,Y,INT,Sábado,Mañana,0,0
652,2025-11-22,Grupo Ryanair,LW12,vienna,10:30:00,Retrasado,180,Airbus A320,R,EU,Sábado,Mañana,0,0
653,2025-11-22,Grupo easy,U28056,london,10:35:00,En hora,156,Airbus A319,M,INT,Sábado,Mañana,0,0
654,2025-11-22,Azerbaijan Airlines,J246,baku,10:45:00,En hora,186,Airbus A320neo,Y,INT,Sábado,Mañana,0,0
655,2025-11-22,SkyUp MT,U5406,chisinau,10:50:00,En hora,149,Boeing 737-700,W,INT,Sábado,Mañana,0,0
656,2025-11-22,Grupo easy,U22704,bristol,10:55:00,En hora,180,Airbus A320,M,INT,Sábado,Mañana,0,0
657,2025-11-22,Grupo Ryanair,FR6394,dublin,11:00:00,En hora,197,Boeing 737 MAX 8,W,INT,Sábado,Mañana,0,0
658,2025-11-22,Grupo Ryanair,FR4597,porto,11:20:00,En hora,197,Boeing 737 MAX 8,U,EU,Sábado,Mañana,0,0
659,2025-11-22,Grupo easy,EC7193,leeds bradford,11:30:00,En hora,156,Airbus A319,M,INT,Sábado,Mañana,0,0
660,2025-11-22,Aer Lingus,EI563,dublin,11:30:00,En hora,174,Airbus A320,Y,INT,Sábado,Mañana,0,0
661,2025-11-22,Grupo Ryanair,FR2507,cologne-bonn,11:55:00,En hora,189,Boeing 737-800,U,EU,Sábado,Mañana,0,0
662,2025-11-22,Grupo Ryanair,FR3108,luxembourg,12:05:00,En hora,189,Boeing 737-800,U,EU,Sábado,Tarde,0,0
663,2025-11-22,Grupo easy,EC8064,london,12:10:00,En hora,156,Airbus A319,M,INT,Sábado,Tarde,0,0
664,2025-11-22,Grupo Ryanair,FR8231,london,12:25:00,En hora,189,Boeing 737-800,Y,INT,Sábado,Tarde,0,0
665,2025-11-22,Pegasus Airlines,PC1092,istanbul,12:45:00,Retrasado,220,Airbus A321,Y,INT,Sábado,Tarde,0,0
666,2025-11-22,Grupo wizz,W67022,bratislava,12:55:00,En hora,239,Airbus A321neo,U,EU,Sábado,Tarde,0,0
667,2025-11-22,Grupo Ryanair,FR483,malaga,13:05:00,Retrasado,189,Boeing 737-800,S,NAC,Sábado,Tarde,0,0
668,2025-11-22,Boliviana de Aviacion,OB775,santa cruz,13:10:00,Retrasado,246,Airbus A330-200,Y,INT,Sábado,Tarde,0,0
669,2025-11-22,Grupo wizz,W46330,milan,13:10:00,En hora,230,Airbus A321,U,EU,Sábado,Tarde,0,0
670,2025-11-22,Grupo easy,EC7101,"basel, switzerland/mulhouse",13:20:00,En hora,156,Airbus A319,R,EU,Sábado,Tarde,0,0
671,2025-11-22,Grupo Ryanair,FR7808,london,13:20:00,En hora,197,Boeing 737 MAX 8,W,INT,Sábado,Tarde,0,0
672,2025-11-22,Grupo Ryanair,RK6597,manchester,13:25:00,En hora,189,Boeing 737-800,Y,INT,Sábado,Tarde,0,0
673,2025-11-22,Grupo Ryanair,FR2098,bologna,13:30:00,En hora,189,Boeing 737-800,U,EU,Sábado,Tarde,0,0
674,2025-11-22,Air Arabia Maroc,3O378,tanger,13:35:00,Retrasado,174,Airbus A320,Y,INT,Sábado,Tarde,0,0
675,2025-11-22,Grupo easy,EC7153,milan,13:35:00,En hora,156,Airbus A319,R,EU,Sábado,Tarde,0,0
676,2025-11-22,Ajet,VF608,ankara,13:40:00,Retrasado,180,Airbus A320,W,INT,Sábado,Tarde,0,0
677,2025-11-22,Grupo Ryanair,FR1681,frankfurt-hahn,14:00:00,En hora,189,Boeing 737-800,U,EU,Sábado,Tarde,0,0
678,2025-11-22,Air Baltic,BT684,riga,14:05:00,Retrasado,148,Airbus A220-300,S,EU,Sábado,Tarde,0,0
679,2025-11-22,Grupo Ryanair,RR6920,dublin,14:05:00,Retrasado,189,Boeing 737-800,Y,INT,Sábado,Tarde,0,0
680,2025-11-22,Grupo Ryanair,FR58,napoli,14:15:00,En hora,189,Boeing 737-800,U,EU,Sábado,Tarde,0,0
681,2025-11-22,Kuwait Airways,KU136,kuwait city,14:25:00,En hora,278,Airbus A330-900,W,INT,Sábado,Tarde,0,0
682,2025-11-22,Grupo Ryanair,FR3070,palma de mallorca,14:40:00,Retrasado,189,Boeing 737-800,S,NAC,Sábado,Tarde,0,0
683,2025-11-22,Grupo Ryanair,FR774,torino,14:45:00,En hora,189,Boeing 737-800,S,EU,Sábado,Tarde,0,0
684,2025-11-22,Grupo Ryanair,FR3121,paris,14:50:00,En hora,189,Boeing 737-800,U,EU,Sábado,Tarde,0,0
685,2025-11-22,Grupo Ryanair,FR6300,sofia,14:55:00,En hora,189,Boeing 737-800,R,EU,Sábado,Tarde,0,0
686,2025-11-22,Grupo Ryanair,FR3189,fes,15:30:00,En hora,189,Boeing 737-800,W,INT,Sábado,Tarde,0,0
687,2025-11-22,Grupo wizz,W46728,venice,15:40:00,En hora,239,Airbus A321neo,S,EU,Sábado,Tarde,0,0
688,2025-11-22,Grupo Ryanair,FR3807,charleroi,16:05:00,En hora,197,Boeing 737 MAX 8,U,EU,Sábado,Tarde,0,0
689,2025-11-22,Grupo Ryanair,RR8384,budapest,16:10:00,Retrasado,189,Boeing 737-800,S,EU,Sábado,Tarde,0,0
690,2025-11-22,Grupo Ryanair,FR7543,manchester,16:20:00,En hora,189,Boeing 737-800,Y,INT,Sábado,Tarde,0,0
691,2025-11-22,Grupo Ryanair,FR3146,oujda,16:45:00,En hora,189,Boeing 737-800,W,INT,Sábado,Tarde,0,0
692,2025-11-22,Grupo Ryanair,FR269,milan,16:50:00,En hora,189,Boeing 737-800,U,EU,Sábado,Tarde,0,0
693,2025-11-22,Grupo Ryanair,FR9015,london,17:00:00,En hora,197,Boeing 737 MAX 8,W,INT,Sábado,Tarde,0,0
694,2025-11-22,Grupo Ryanair,FR5752,valletta,17:10:00,En hora,197,Boeing 737 MAX 8,U,EU,Sábado,Tarde,0,0
695,2025-11-22,Grupo Ryanair,FR6874,dublin,17:40:00,En hora,189,Boeing 737-800,Y,INT,Sábado,Tarde,0,0
696,2025-11-22,Grupo Ryanair,FR2233,al aaroui,17:50:00,Retrasado,189,Boeing 737-800,W,INT,Sábado,Tarde,0,0
697,2025-11-22,Grupo Ryanair,FR2925,brussels,17:50:00,En hora,197,Boeing 737 MAX 8,U,EU,Sábado,Tarde,0,0
698,2025-11-22,Grupo Ryanair,FR6353,milan,17:55:00,En hora,189,Boeing 737-800,S,EU,Sábado,Tarde,0,0
699,2025-11-22,Grupo easy,EC7103,"basel, switzerland/mulhouse",18:00:00,En hora,156,Airbus A319,R,EU,Sábado,Tarde,0,0
700,2025-11-22,Norwegian Air Sweden AOC,D81741,oslo,18:15:00,En hora,189,Boeing 737-800,U,EU,Sábado,Tarde,0,0
701,2025-11-22,Grupo Ryanair,FR878,venice,18:15:00,En hora,189,Boeing 737-800,U,EU,Sábado,Tarde,0,0
702,2025-11-22,Transavia,HV5134,amsterdam,18:15:00,En hora,232,Airbus A321neo,U,EU,Sábado,Tarde,0,0
703,2025-11-22,Grupo Ryanair,FR3035,krakow,18:20:00,En hora,197,Boeing 737 MAX 8,U,EU,Sábado,Tarde,0,0
704,2025-11-22,Grupo Ryanair,FR3792,birmingham,18:55:00,En hora,197,Boeing 737 MAX 8,Y,INT,Sábado,Tarde,0,0
705,2025-11-22,Grupo wizz,W61176,katowice,18:55:00,En hora,239,Airbus A321neo,S,EU,Sábado,Tarde,0,0
706,2025-11-22,Grupo wizz,W61478,warsaw,19:00:00,En hora,239,Airbus A321neo,S,EU,Sábado,Tarde,0,0
707,2025-11-22,Grupo Ryanair,FR9045,london,19:05:00,En hora,189,Boeing 737-800,W,INT,Sábado,Tarde,0,0
708,2025-11-22,Grupo Ryanair,FR5270,manchester,19:20:00,En hora,189,Boeing 737-800,Y,INT,Sábado,Tarde,0,0
709,2025-11-22,Grupo Ryanair,FR149,berlin,19:35:00,Retrasado,197,Boeing 737 MAX 8,U,EU,Sábado,Tarde,0,0
710,2025-11-22,Grupo wizz,W64406,sofia,19:35:00,En hora,239,Airbus A321neo,S,EU,Sábado,Tarde,0,0
711,2025-11-22,Air Baltic,BT878,tallinn,19:40:00,En hora,148,Airbus A220-300,U,EU,Sábado,Tarde,0,0
712,2025-11-22,Grupo Ryanair,FR3078,lisbon,19:55:00,En hora,189,Boeing 737-800,S,EU,Sábado,Tarde,0,0
713,2025-11-22,Grupo Ryanair,LW7351,vienna,20:05:00,En hora,180,Airbus A320,R,EU,Sábado,Noche,0,0
714,2025-11-22,Grupo easy,EC1380,geneva,20:10:00,En hora,180,Airbus A320,R,EU,Sábado,Noche,0,0
715,2025-11-22,Grupo Ryanair,FR867,venice,20:20:00,En hora,189,Boeing 737-800,U,EU,Sábado,Noche,0,0
716,2025-11-22,Grupo Ryanair,FR9581,sevilla,20:25:00,En hora,197,Boeing 737 MAX 8,R,NAC,Sábado,Noche,0,0
717,2025-11-22,T'Way Air,TW408,seoul/incheon,20:30:00,En hora,294,BOEING 777-300ER,Y,INT,Sábado,Noche,0,0
718,2025-11-22,Grupo Ryanair,FR3182,malaga,20:45:00,En hora,189,Boeing 737-800,U,NAC,Sábado,Noche,0,0
719,2025-11-22,Grupo Ryanair,FR3928,trieste,20:45:00,En hora,189,Boeing 737-800,S,EU,Sábado,Noche,0,0
720,2025-11-22,Transavia,TO4759,paris,20:45:00,Retrasado,186,Airbus A320neo,U,EU,Sábado,Noche,0,0
721,2025-11-22,Grupo wizz,W62378,budapest,20:45:00,Retrasado,239,Airbus A321neo,U,EU,Sábado,Noche,0,0
722,2025-11-22,Grupo Ryanair,FR4585,porto,20:50:00,Retrasado,189,Boeing 737-800,S,EU,Sábado,Noche,0,0
723,2025-11-22,Grupo Ryanair,FR6267,edinburgh,20:55:00,En hora,189,Boeing 737-800,W,INT,Sábado,Noche,0,0
724,2025-11-22,Grupo Ryanair,FR3174,ibiza,21:20:00,En hora,189,Boeing 737-800,U,NAC,Sábado,Noche,0,0
725,2025-11-22,Grupo wizz,W43178,bucharest,21:20:00,En hora,230,Airbus A321,S,EU,Sábado,Noche,0,0
726,2025-11-22,Grupo wizz,W43406,cluj-napoca,21:25:00,En hora,180,Airbus A320,S,EU,Sábado,Noche,0,0
727,2025-11-22,Grupo Ryanair,FR5220,bologna,21:30:00,En hora,189,Boeing 737-800,U,EU,Sábado,Noche,0,0
728,2025-11-22,Grupo Ryanair,RR3039,prague,21:35:00,En hora,197,Boeing 737 MAX 8,U,EU,Sábado,Noche,0,0
729,2025-11-22,Grupo wizz,W46020,rome,21:35:00,En hora,239,Airbus A321neo,S,EU,Sábado,Noche,0,0
730,2025-11-22,Grupo Ryanair,FR3800,birmingham,21:55:00,En hora,189,Boeing 737-800,Y,INT,Sábado,Noche,0,0
731,2025-11-22,Grupo Ryanair,FR8574,rome,22:10:00,Retrasado,189,Boeing 737-800,U,EU,Sábado,Noche,0,0
732,2025-11-22,Grupo wizz,W64116,belgrade,22:10:00,En hora,239,Airbus A321neo,Y,INT,Sábado,Noche,0,0
733,2025-11-22,Air Arabia Maroc,3O642,tanger,22:15:00,En hora,174,Airbus A320,W,INT,Sábado,Noche,0,0
734,2025-11-23,Grupo Ryanair,FR3180,rome,06:00:00,En hora,189,Boeing 737-800,U,EU,Domingo,Mañana,0,0
735,2025-11-23,Grupo Ryanair,FR2834,charleroi,06:10:00,En hora,197,Boeing 737 MAX 8,S,EU,Domingo,Mañana,0,0
736,2025-11-23,Grupo Ryanair,FR2918,brussels,06:25:00,En hora,189,Boeing 737-800,R,EU,Domingo,Mañana,0,0
737,2025-11-23,Grupo Ryanair,FR4084,warsaw,06:25:00,Retrasado,189,Boeing 737-800,S,EU,Domingo,Mañana,0,0
738,2025-11-23,Grupo Ryanair,FR2239,marrakech,06:30:00,En hora,189,Boeing 737-800,W,INT,Domingo,Mañana,0,0
739,2025-11-23,Grupo Ryanair,FR2507,cologne-bonn,06:40:00,En hora,189,Boeing 737-800,U,EU,Domingo,Mañana,0,0
740,2025-11-23,Grupo easy,EC7101,"basel, switzerland/mulhouse",06:50:00,En hora,156,Airbus A319,R,EU,Domingo,Mañana,0,0
741,2025-11-23,Grupo easy,EC7191,glasgow,07:20:00,En hora,156,Airbus A319,M,INT,Domingo,Mañana,0,0
742,2025-11-23,Grupo Ryanair,FR6597,manchester,07:30:00,En hora,189,Boeing 737-800,W,INT,Domingo,Mañana,0,0
743,2025-11-23,Grupo Ryanair,FR3108,luxembourg,07:35:00,En hora,189,Boeing 737-800,S,EU,Domingo,Mañana,0,0
744,2025-11-23,Grupo Ryanair,FR1165,sevilla,07:50:00,En hora,189,Boeing 737-800,S,NAC,Domingo,Mañana,0,0
745,2025-11-23,Norwegian Air Sweden AOC,D85510,copenhagen,08:00:00,En hora,189,Boeing 737-800,U,EU,Domingo,Mañana,0,0
746,2025-11-23,Grupo easy,EC7131,nice/cote d'azur,08:00:00,En hora,156,Airbus A319,R,EU,Domingo,Mañana,0,0
747,2025-11-23,Grupo easy,EC3754,milan,08:25:00,En hora,180,Airbus A320,R,EU,Domingo,Mañana,0,0
748,2025-11-23,Grupo Ryanair,FR878,venice,08:30:00,En hora,189,Boeing 737-800,U,EU,Domingo,Mañana,0,0
749,2025-11-23,Grupo easy,EC1376,geneva,08:35:00,En hora,156,Airbus A319,R,EU,Domingo,Mañana,0,0
750,2025-11-23,Volotea,V73735,murcia,08:40:00,Retrasado,180,Airbus A320,U,NAC,Domingo,Mañana,0,0
751,2025-11-23,Grupo Ryanair,RR1786,vilnius,09:00:00,En hora,197,Boeing 737 MAX 8,S,EU,Domingo,Mañana,0,0
752,2025-11-23,Grupo Ryanair,FR3028,ibiza,09:05:00,En hora,197,Boeing 737 MAX 8,U,NAC,Domingo,Mañana,0,0
753,2025-11-23,Grupo wizz,W62048,krakow,09:05:00,Retrasado,239,Airbus A321neo,S,EU,Domingo,Mañana,0,0
754,2025-11-23,Grupo Ryanair,RR3193,riga,09:10:00,En hora,189,Boeing 737-800,S,EU,Domingo,Mañana,0,0
755,2025-11-23,Eurowings,EW7521,hamburg,09:25:00,En hora,150,Airbus A319,S,EU,Domingo,Mañana,0,0
756,2025-11-23,Grupo wizz,W43176,bucharest,09:25:00,En hora,239,Airbus A321neo,U,EU,Domingo,Mañana,0,0
757,2025-11-23,Grupo wizz,W45088,tirana,09:25:00,En hora,239,Airbus A321neo,W,INT,Domingo,Mañana,0,0
758,2025-11-23,Grupo wizz,W62376,budapest,09:25:00,Retrasado,239,Airbus A321neo,U,EU,Domingo,Mañana,0,0
759,2025-11-23,Grupo Ryanair,FR4545,porto,09:35:00,En hora,189,Boeing 737-800,U,EU,Domingo,Mañana,0,0
760,2025-11-23,Grupo wizz,W42938,vienna,09:35:00,Retrasado,239,Airbus A321neo,R,EU,Domingo,Mañana,0,0
761,2025-11-23,Grupo easy,EC7656,lisbon,09:45:00,En hora,230,Airbus A321,R,EU,Domingo,Mañana,0,0
762,2025-11-23,Grupo Ryanair,RR333,gdansk,09:45:00,En hora,189,Boeing 737-800,U,EU,Domingo,Mañana,0,0
763,2025-11-23,Grupo Ryanair,RR8384,budapest,09:45:00,Retrasado,197,Boeing 737 MAX 8,U,EU,Domingo,Mañana,0,0
764,2025-11-23,Grupo Ryanair,FR2495,palma de mallorca,09:50:00,En hora,189,Boeing 737-800,R,NAC,Domingo,Mañana,0,0
765,2025-11-23,Grupo Ryanair,FR6341,rome,09:55:00,En hora,189,Boeing 737-800,U,EU,Domingo,Mañana,0,0
766,2025-11-23,Grupo Ryanair,RR3049,krakow,09:55:00,Retrasado,197,Boeing 737 MAX 8,S,EU,Domingo,Mañana,0,0
767,2025-11-23,Grupo Ryanair,FR8231,london,10:00:00,En hora,189,Boeing 737-800,Y,INT,Domingo,Mañana,0,0
768,2025-11-23,Grupo wizz,W46018,rome,10:00:00,En hora,239,Airbus A321neo,S,EU,Domingo,Mañana,0,0
769,2025-11-23,Grupo Ryanair,FR6874,dublin,10:05:00,En hora,197,Boeing 737 MAX 8,W,INT,Domingo,Mañana,0,0
770,2025-11-23,Grupo Ryanair,LW7351,vienna,10:10:00,Retrasado,180,Airbus A320,R,EU,Domingo,Mañana,0,0
771,2025-11-23,Grupo wizz,W61476,warsaw,10:15:00,En hora,239,Airbus A321neo,S,EU,Domingo,Mañana,0,0
772,2025-11-23,Grupo Ryanair,FR575,bologna,10:20:00,En hora,189,Boeing 737-800,R,EU,Domingo,Mañana,0,0
773,2025-11-23,Grupo Ryanair,FR6267,edinburgh,10:30:00,En hora,189,Boeing 737-800,Y,INT,Domingo,Mañana,0,0
774,2025-11-23,Grupo Ryanair,FR7543,manchester,10:40:00,En hora,197,Boeing 737 MAX 8,Y,INT,Domingo,Mañana,0,0
775,2025-11-23,Grupo Ryanair,FR1279,copenhagen,10:45:00,Retrasado,189,Boeing 737-800,U,EU,Domingo,Mañana,0,0
776,2025-11-23,Grupo Ryanair,FR3143,milan,10:45:00,En hora,197,Boeing 737 MAX 8,S,EU,Domingo,Mañana,0,0
777,2025-11-23,Azerbaijan Airlines,J246,baku,10:45:00,Retrasado,122,Airbus A319,W,INT,Domingo,Mañana,0,0
778,2025-11-23,Grupo Ryanair,FR3166,palermo,11:00:00,En hora,189,Boeing 737-800,U,EU,Domingo,Mañana,0,0
779,2025-11-23,Norwegian Air Sweden AOC,D81741,oslo,11:15:00,En hora,189,Boeing 737-800,U,EU,Domingo,Mañana,0,0
780,2025-11-23,Aer Lingus,EI563,dublin,11:30:00,En hora,186,Airbus A320neo,W,INT,Domingo,Mañana,0,0
781,2025-11-23,Grupo easy,EC7139,rennes/saint-jacques,11:45:00,En hora,156,Airbus A319,R,EU,Domingo,Mañana,0,0
782,2025-11-23,Icelandair,FI597,keflavik,11:50:00,Retrasado,160,Boeing 737 MAX 8,U,EU,Domingo,Mañana,0,0
783,2025-11-23,Grupo Ryanair,LW2889,palma de mallorca,11:55:00,En hora,180,Airbus A320,R,NAC,Domingo,Mañana,0,0
784,2025-11-23,Grupo Ryanair,FR3129,ibiza,12:05:00,En hora,189,Boeing 737-800,S,NAC,Domingo,Tarde,0,0
785,2025-11-23,Grupo Ryanair,FR3976,dublin,12:25:00,En hora,197,Boeing 737 MAX 8,W,INT,Domingo,Tarde,0,0
786,2025-11-23,Grupo Ryanair,FR1527,valletta,12:30:00,En hora,189,Boeing 737-800,U,EU,Domingo,Tarde,0,0
787,2025-11-23,Grupo Ryanair,FR2402,sevilla,12:30:00,Retrasado,189,Boeing 737-800,S,NAC,Domingo,Tarde,0,0
788,2025-11-23,Volotea,V72167,lille/lesquin,12:35:00,Retrasado,180,Airbus A320,U,EU,Domingo,Tarde,0,0
789,2025-11-23,Grupo Ryanair,FR6300,sofia,12:45:00,Retrasado,189,Boeing 737-800,S,EU,Domingo,Tarde,0,0
790,2025-11-23,Pegasus Airlines,PC1092,istanbul,12:45:00,En hora,220,Airbus A321,Y,INT,Domingo,Tarde,0,0
791,2025-11-23,Grupo Ryanair,FR2511,cologne-bonn,12:55:00,En hora,189,Boeing 737-800,U,EU,Domingo,Tarde,0,0
792,2025-11-23,Grupo Ryanair,FR8598,reggio calabria,13:05:00,Retrasado,189,Boeing 737-800,U,EU,Domingo,Tarde,0,0
793,2025-11-23,Volotea,V71445,olbia,13:05:00,En hora,180,Airbus A320,U,EU,Domingo,Tarde,0,0
794,2025-11-23,Grupo wizz,W46330,milan,13:10:00,En hora,239,Airbus A321neo,U,EU,Domingo,Tarde,0,0
795,2025-11-23,Grupo Ryanair,FR3121,paris,13:20:00,En hora,189,Boeing 737-800,S,EU,Domingo,Tarde,0,0
796,2025-11-23,Grupo easy,U28056,london,13:25:00,En hora,156,Airbus A319,M,INT,Domingo,Tarde,0,0
797,2025-11-23,Grupo easy,EC1380,geneva,13:40:00,En hora,180,Airbus A320,R,EU,Domingo,Tarde,0,0
798,2025-11-23,Grupo Ryanair,FR9811,london,13:40:00,En hora,189,Boeing 737-800,W,INT,Domingo,Tarde,0,0
799,2025-11-23,Grupo Ryanair,FR483,malaga,13:50:00,En hora,189,Boeing 737-800,R,NAC,Domingo,Tarde,0,0
800,2025-11-23,Air Baltic,BT684,riga,14:05:00,En hora,148,Airbus A220-300,S,EU,Domingo,Tarde,0,0
